id,sku,product_name,warehouse_code,sale_date,quantity_sold,unit_price,revenue
250,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-SIN-01,2026-08-17,6,89.99,539.94
251,SKU-FMCG-701,Organic Almond Milk 1L,WH-FRA-01,2026-08-17,26,4.50,117.00
252,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-NYC-01,2026-08-17,11,16.99,186.89
253,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-LON-01,2026-08-17,41,13.50,553.50
254,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-FRA-01,2026-08-17,31,5.25,162.75
255,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-LON-01,2026-08-17,28,3.49,97.72
256,SKU-APP-801,Performance Running Shoes Men Size 10,WH-FRA-01,2026-08-17,22,110.00,2420.00
257,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-FRA-01,2026-08-17,38,12.99,493.62
258,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-LON-01,2026-08-17,21,125.00,2625.00
259,SKU-IND-901,High-Precision Ball Bearing Set,WH-NYC-01,2026-08-17,42,45.00,1890.00
260,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-SIN-01,2026-08-17,5,210.00,1050.00
261,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-DXB-01,2026-08-16,15,12.00,180.00
262,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-LON-01,2026-08-16,36,24.50,882.00
263,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-DXB-01,2026-08-16,30,9.99,299.70
264,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-LON-01,2026-08-16,33,7.50,247.50
265,SKU-PHA-505,Digital Infrared Thermometer,WH-NYC-01,2026-08-16,10,39.99,399.90
266,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-SIN-01,2026-08-16,17,129.99,2209.83
267,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-DXB-01,2026-08-16,31,34.99,1084.69
268,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-DXB-01,2026-08-16,12,59.99,719.88
269,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-DXB-01,2026-08-16,42,349.99,14699.58
270,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-SIN-01,2026-08-16,43,89.99,3869.57
271,SKU-FMCG-701,Organic Almond Milk 1L,WH-SIN-01,2026-08-16,21,4.50,94.50
272,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-FRA-01,2026-08-16,35,16.99,594.65
273,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-FRA-01,2026-08-16,31,13.50,418.50
274,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-FRA-01,2026-08-16,25,5.25,131.25
275,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-LON-01,2026-08-16,43,3.49,150.07
276,SKU-APP-801,Performance Running Shoes Men Size 10,WH-FRA-01,2026-08-16,41,110.00,4510.00
277,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-LON-01,2026-08-16,11,12.99,142.89
278,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-SIN-01,2026-08-16,15,125.00,1875.00
279,SKU-IND-901,High-Precision Ball Bearing Set,WH-DXB-01,2026-08-16,44,45.00,1980.00
280,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-SIN-01,2026-08-16,16,210.00,3360.00
281,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-FRA-01,2026-08-15,25,12.00,300.00
282,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-SIN-01,2026-08-15,24,24.50,588.00
283,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-SIN-01,2026-08-15,12,9.99,119.88
284,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-DXB-01,2026-08-15,15,7.50,112.50
285,SKU-PHA-505,Digital Infrared Thermometer,WH-NYC-01,2026-08-15,16,39.99,639.84
286,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-NYC-01,2026-08-15,13,129.99,1689.87
287,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-DXB-01,2026-08-15,13,34.99,454.87
288,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-LON-01,2026-08-15,42,59.99,2519.58
289,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-DXB-01,2026-08-15,5,349.99,1749.95
290,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-LON-01,2026-08-15,34,89.99,3059.66
291,SKU-FMCG-701,Organic Almond Milk 1L,WH-FRA-01,2026-08-15,43,4.50,193.50
292,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-LON-01,2026-08-15,29,16.99,492.71
293,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-FRA-01,2026-08-15,9,13.50,121.50
294,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-SIN-01,2026-08-15,37,5.25,194.25
295,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-FRA-01,2026-08-15,31,3.49,108.19
296,SKU-APP-801,Performance Running Shoes Men Size 10,WH-FRA-01,2026-08-15,7,110.00,770.00
297,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-DXB-01,2026-08-15,24,12.99,311.76
298,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-SIN-01,2026-08-15,28,125.00,3500.00
299,SKU-IND-901,High-Precision Ball Bearing Set,WH-FRA-01,2026-08-15,44,45.00,1980.00
300,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-FRA-01,2026-08-15,14,210.00,2940.00
301,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-LON-01,2026-08-14,21,12.00,252.00
302,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-FRA-01,2026-08-14,10,24.50,245.00
303,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-LON-01,2026-08-14,34,9.99,339.66
304,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-DXB-01,2026-08-14,44,7.50,330.00
305,SKU-PHA-505,Digital Infrared Thermometer,WH-DXB-01,2026-08-14,19,39.99,759.81
306,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-DXB-01,2026-08-14,29,129.99,3769.71
307,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-FRA-01,2026-08-14,30,34.99,1049.70
308,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-FRA-01,2026-08-14,41,59.99,2459.59
309,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-FRA-01,2026-08-14,20,349.99,6999.80
310,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-FRA-01,2026-08-14,40,89.99,3599.60
311,SKU-FMCG-701,Organic Almond Milk 1L,WH-DXB-01,2026-08-14,39,4.50,175.50
312,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-FRA-01,2026-08-14,17,16.99,288.83
313,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-LON-01,2026-08-14,37,13.50,499.50
314,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-DXB-01,2026-08-14,43,5.25,225.75
315,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-NYC-01,2026-08-14,34,3.49,118.66
316,SKU-APP-801,Performance Running Shoes Men Size 10,WH-DXB-01,2026-08-14,23,110.00,2530.00
317,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-NYC-01,2026-08-14,23,12.99,298.77
318,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-FRA-01,2026-08-14,34,125.00,4250.00
319,SKU-IND-901,High-Precision Ball Bearing Set,WH-FRA-01,2026-08-14,15,45.00,675.00
320,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-NYC-01,2026-08-14,41,210.00,8610.00
321,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-SIN-01,2026-08-13,38,12.00,456.00
322,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-FRA-01,2026-08-13,29,24.50,710.50
323,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-DXB-01,2026-08-13,20,9.99,199.80
324,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-DXB-01,2026-08-13,40,7.50,300.00
325,SKU-PHA-505,Digital Infrared Thermometer,WH-LON-01,2026-08-13,42,39.99,1679.58
326,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-NYC-01,2026-08-13,29,129.99,3769.71
327,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-FRA-01,2026-08-13,19,34.99,664.81
328,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-NYC-01,2026-08-13,26,59.99,1559.74
329,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-LON-01,2026-08-13,23,349.99,8049.77
330,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-LON-01,2026-08-13,7,89.99,629.93
331,SKU-FMCG-701,Organic Almond Milk 1L,WH-DXB-01,2026-08-13,26,4.50,117.00
332,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-NYC-01,2026-08-13,41,16.99,696.59
333,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-SIN-01,2026-08-13,43,13.50,580.50
334,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-SIN-01,2026-08-13,25,5.25,131.25
335,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-FRA-01,2026-08-13,34,3.49,118.66
336,SKU-APP-801,Performance Running Shoes Men Size 10,WH-DXB-01,2026-08-13,16,110.00,1760.00
337,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-LON-01,2026-08-13,9,12.99,116.91
338,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-FRA-01,2026-08-13,26,125.00,3250.00
339,SKU-IND-901,High-Precision Ball Bearing Set,WH-DXB-01,2026-08-13,7,45.00,315.00
340,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-DXB-01,2026-08-13,12,210.00,2520.00
341,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-FRA-01,2026-08-12,26,12.00,312.00
342,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-FRA-01,2026-08-12,24,24.50,588.00
343,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-LON-01,2026-08-12,10,9.99,99.90
344,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-LON-01,2026-08-12,21,7.50,157.50
345,SKU-PHA-505,Digital Infrared Thermometer,WH-SIN-01,2026-08-12,31,39.99,1239.69
346,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-NYC-01,2026-08-12,15,129.99,1949.85
347,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-LON-01,2026-08-12,29,34.99,1014.71
348,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-LON-01,2026-08-12,13,59.99,779.87
349,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-FRA-01,2026-08-12,16,349.99,5599.84
350,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-SIN-01,2026-08-12,8,89.99,719.92
351,SKU-FMCG-701,Organic Almond Milk 1L,WH-LON-01,2026-08-12,44,4.50,198.00
352,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-NYC-01,2026-08-12,41,16.99,696.59
353,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-DXB-01,2026-08-12,7,13.50,94.50
354,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-LON-01,2026-08-12,5,5.25,26.25
355,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-SIN-01,2026-08-12,6,3.49,20.94
356,SKU-APP-801,Performance Running Shoes Men Size 10,WH-DXB-01,2026-08-12,22,110.00,2420.00
357,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-SIN-01,2026-08-12,24,12.99,311.76
358,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-FRA-01,2026-08-12,35,125.00,4375.00
359,SKU-IND-901,High-Precision Ball Bearing Set,WH-NYC-01,2026-08-12,25,45.00,1125.00
360,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-FRA-01,2026-08-12,35,210.00,7350.00
361,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-FRA-01,2026-08-11,23,12.00,276.00
362,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-LON-01,2026-08-11,24,24.50,588.00
363,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-DXB-01,2026-08-11,13,9.99,129.87
364,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-LON-01,2026-08-11,6,7.50,45.00
365,SKU-PHA-505,Digital Infrared Thermometer,WH-NYC-01,2026-08-11,29,39.99,1159.71
366,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-FRA-01,2026-08-11,34,129.99,4419.66
367,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-DXB-01,2026-08-11,32,34.99,1119.68
368,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-LON-01,2026-08-11,45,59.99,2699.55
369,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-SIN-01,2026-08-11,31,349.99,10849.69
370,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-FRA-01,2026-08-11,35,89.99,3149.65
371,SKU-FMCG-701,Organic Almond Milk 1L,WH-FRA-01,2026-08-11,27,4.50,121.50
372,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-LON-01,2026-08-11,21,16.99,356.79
373,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-FRA-01,2026-08-11,33,13.50,445.50
374,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-DXB-01,2026-08-11,41,5.25,215.25
375,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-DXB-01,2026-08-11,15,3.49,52.35
376,SKU-APP-801,Performance Running Shoes Men Size 10,WH-SIN-01,2026-08-11,29,110.00,3190.00
377,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-FRA-01,2026-08-11,36,12.99,467.64
378,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-NYC-01,2026-08-11,37,125.00,4625.00
379,SKU-IND-901,High-Precision Ball Bearing Set,WH-DXB-01,2026-08-11,23,45.00,1035.00
380,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-LON-01,2026-08-11,30,210.00,6300.00
381,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-SIN-01,2026-08-10,20,12.00,240.00
382,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-SIN-01,2026-08-10,41,24.50,1004.50
383,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-DXB-01,2026-08-10,23,9.99,229.77
384,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-LON-01,2026-08-10,41,7.50,307.50
385,SKU-PHA-505,Digital Infrared Thermometer,WH-SIN-01,2026-08-10,13,39.99,519.87
386,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-NYC-01,2026-08-10,21,129.99,2729.79
387,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-DXB-01,2026-08-10,22,34.99,769.78
388,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-DXB-01,2026-08-10,22,59.99,1319.78
389,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-FRA-01,2026-08-10,28,349.99,9799.72
390,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-SIN-01,2026-08-10,37,89.99,3329.63
391,SKU-FMCG-701,Organic Almond Milk 1L,WH-SIN-01,2026-08-10,17,4.50,76.50
392,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-SIN-01,2026-08-10,15,16.99,254.85
393,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-DXB-01,2026-08-10,39,13.50,526.50
394,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-DXB-01,2026-08-10,10,5.25,52.50
395,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-FRA-01,2026-08-10,21,3.49,73.29
396,SKU-APP-801,Performance Running Shoes Men Size 10,WH-DXB-01,2026-08-10,34,110.00,3740.00
397,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-DXB-01,2026-08-10,16,12.99,207.84
398,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-FRA-01,2026-08-10,13,125.00,1625.00
399,SKU-IND-901,High-Precision Ball Bearing Set,WH-SIN-01,2026-08-10,5,45.00,225.00
400,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-LON-01,2026-08-10,18,210.00,3780.00
401,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-NYC-01,2026-08-09,34,12.00,408.00
402,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-DXB-01,2026-08-09,42,24.50,1029.00
403,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-FRA-01,2026-08-09,5,9.99,49.95
404,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-LON-01,2026-08-09,15,7.50,112.50
405,SKU-PHA-505,Digital Infrared Thermometer,WH-DXB-01,2026-08-09,33,39.99,1319.67
406,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-SIN-01,2026-08-09,33,129.99,4289.67
407,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-DXB-01,2026-08-09,38,34.99,1329.62
408,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-FRA-01,2026-08-09,12,59.99,719.88
409,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-NYC-01,2026-08-09,13,349.99,4549.87
410,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-NYC-01,2026-08-09,32,89.99,2879.68
411,SKU-FMCG-701,Organic Almond Milk 1L,WH-LON-01,2026-08-09,10,4.50,45.00
412,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-LON-01,2026-08-09,33,16.99,560.67
413,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-DXB-01,2026-08-09,43,13.50,580.50
414,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-FRA-01,2026-08-09,11,5.25,57.75
415,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-FRA-01,2026-08-09,9,3.49,31.41
416,SKU-APP-801,Performance Running Shoes Men Size 10,WH-NYC-01,2026-08-09,38,110.00,4180.00
417,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-NYC-01,2026-08-09,29,12.99,376.71
418,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-DXB-01,2026-08-09,32,125.00,4000.00
419,SKU-IND-901,High-Precision Ball Bearing Set,WH-NYC-01,2026-08-09,38,45.00,1710.00
420,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-NYC-01,2026-08-09,23,210.00,4830.00
421,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-DXB-01,2026-08-08,18,12.00,216.00
422,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-FRA-01,2026-08-08,11,24.50,269.50
423,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-NYC-01,2026-08-08,16,9.99,159.84
424,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-LON-01,2026-08-08,23,7.50,172.50
425,SKU-PHA-505,Digital Infrared Thermometer,WH-NYC-01,2026-08-08,38,39.99,1519.62
426,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-DXB-01,2026-08-08,24,129.99,3119.76
427,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-DXB-01,2026-08-08,45,34.99,1574.55
428,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-LON-01,2026-08-08,24,59.99,1439.76
429,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-SIN-01,2026-08-08,20,349.99,6999.80
430,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-LON-01,2026-08-08,17,89.99,1529.83
431,SKU-FMCG-701,Organic Almond Milk 1L,WH-NYC-01,2026-08-08,37,4.50,166.50
432,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-LON-01,2026-08-08,23,16.99,390.77
433,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-DXB-01,2026-08-08,43,13.50,580.50
434,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-SIN-01,2026-08-08,19,5.25,99.75
435,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-LON-01,2026-08-08,9,3.49,31.41
436,SKU-APP-801,Performance Running Shoes Men Size 10,WH-LON-01,2026-08-08,27,110.00,2970.00
437,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-FRA-01,2026-08-08,10,12.99,129.90
438,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-LON-01,2026-08-08,44,125.00,5500.00
439,SKU-IND-901,High-Precision Ball Bearing Set,WH-DXB-01,2026-08-08,13,45.00,585.00
440,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-SIN-01,2026-08-08,41,210.00,8610.00
441,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-FRA-01,2026-08-07,12,12.00,144.00
442,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-NYC-01,2026-08-07,17,24.50,416.50
443,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-LON-01,2026-08-07,9,9.99,89.91
444,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-NYC-01,2026-08-07,44,7.50,330.00
445,SKU-PHA-505,Digital Infrared Thermometer,WH-LON-01,2026-08-07,7,39.99,279.93
446,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-SIN-01,2026-08-07,23,129.99,2989.77
447,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-SIN-01,2026-08-07,39,34.99,1364.61
448,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-FRA-01,2026-08-07,35,59.99,2099.65
449,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-LON-01,2026-08-07,36,349.99,12599.64
450,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-DXB-01,2026-08-07,18,89.99,1619.82
451,SKU-FMCG-701,Organic Almond Milk 1L,WH-NYC-01,2026-08-07,33,4.50,148.50
452,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-LON-01,2026-08-07,6,16.99,101.94
453,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-NYC-01,2026-08-07,39,13.50,526.50
454,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-LON-01,2026-08-07,21,5.25,110.25
455,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-SIN-01,2026-08-07,10,3.49,34.90
456,SKU-APP-801,Performance Running Shoes Men Size 10,WH-FRA-01,2026-08-07,17,110.00,1870.00
457,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-LON-01,2026-08-07,29,12.99,376.71
458,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-SIN-01,2026-08-07,37,125.00,4625.00
459,SKU-IND-901,High-Precision Ball Bearing Set,WH-NYC-01,2026-08-07,18,45.00,810.00
460,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-NYC-01,2026-08-07,33,210.00,6930.00
461,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-LON-01,2026-08-06,31,12.00,372.00
462,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-SIN-01,2026-08-06,18,24.50,441.00
463,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-LON-01,2026-08-06,13,9.99,129.87
464,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-FRA-01,2026-08-06,21,7.50,157.50
465,SKU-PHA-505,Digital Infrared Thermometer,WH-NYC-01,2026-08-06,20,39.99,799.80
466,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-SIN-01,2026-08-06,6,129.99,779.94
467,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-DXB-01,2026-08-06,33,34.99,1154.67
468,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-LON-01,2026-08-06,37,59.99,2219.63
469,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-LON-01,2026-08-06,33,349.99,11549.67
470,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-NYC-01,2026-08-06,9,89.99,809.91
471,SKU-FMCG-701,Organic Almond Milk 1L,WH-DXB-01,2026-08-06,22,4.50,99.00
472,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-NYC-01,2026-08-06,35,16.99,594.65
473,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-SIN-01,2026-08-06,9,13.50,121.50
474,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-NYC-01,2026-08-06,38,5.25,199.50
475,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-NYC-01,2026-08-06,42,3.49,146.58
476,SKU-APP-801,Performance Running Shoes Men Size 10,WH-FRA-01,2026-08-06,7,110.00,770.00
477,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-DXB-01,2026-08-06,18,12.99,233.82
478,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-LON-01,2026-08-06,16,125.00,2000.00
479,SKU-IND-901,High-Precision Ball Bearing Set,WH-FRA-01,2026-08-06,36,45.00,1620.00
480,SKU-IND-902,Industrial Hydraulic Pressure Valve,WH-FRA-01,2026-08-06,26,210.00,5460.00
481,SKU-PHA-501,Paracetamol 500mg Tablets (100s),WH-SIN-01,2026-08-05,22,12.00,264.00
482,SKU-PHA-502,Amoxicillin 250mg Antibiotic,WH-NYC-01,2026-08-05,37,24.50,906.50
483,SKU-PHA-503,Ibuprofen 400mg Anti-inflammatory,WH-SIN-01,2026-08-05,7,9.99,69.93
484,SKU-PHA-504,Vitamin C 1000mg Effervescent,WH-NYC-01,2026-08-05,40,7.50,300.00
485,SKU-PHA-505,Digital Infrared Thermometer,WH-SIN-01,2026-08-05,45,39.99,1799.55
486,SKU-ELEC-601,Wireless Active Noise-Canceling Headphones,WH-LON-01,2026-08-05,32,129.99,4159.68
487,SKU-ELEC-602,Smart USB-C Fast Charger 65W,WH-LON-01,2026-08-05,41,34.99,1434.59
488,SKU-ELEC-603,Bluetooth Portable Speaker 20W,WH-DXB-01,2026-08-05,43,59.99,2579.57
489,SKU-ELEC-604,Ultra-Wide 27-inch 4K Monitor,WH-SIN-01,2026-08-05,16,349.99,5599.84
490,SKU-ELEC-605,Mechanical Gaming Keyboard RGB,WH-SIN-01,2026-08-05,9,89.99,809.91
491,SKU-FMCG-701,Organic Almond Milk 1L,WH-DXB-01,2026-08-05,12,4.50,54.00
492,SKU-FMCG-702,Premium Arabica Coffee Beans 500g,WH-DXB-01,2026-08-05,40,16.99,679.60
493,SKU-FMCG-703,Extra Virgin Olive Oil 750ml,WH-DXB-01,2026-08-05,9,13.50,121.50
494,SKU-FMCG-704,Gluten-Free Oats 1kg,WH-FRA-01,2026-08-05,30,5.25,157.50
495,SKU-FMCG-705,Dark Chocolate 85% Cocoa 100g,WH-SIN-01,2026-08-05,32,3.49,111.68
496,SKU-APP-801,Performance Running Shoes Men Size 10,WH-DXB-01,2026-08-05,43,110.00,4730.00
497,SKU-APP-802,Breathable Athletic Socks (3-Pack),WH-FRA-01,2026-08-05,27,12.99,350.73
498,SKU-APP-803,Waterproof Outdoor Jacket XL,WH-LON-01,2026-08-05,34,125.00,4250.00
499,SKU-IND-901,High-Precision Ball Bearing Set,WH-SIN-01,2026-08-05,31,45.00,1395.00
