Description,sales,revenue,Country,sales_mix,comulative_sales,revenue_mix,comulative_revenue,sales_category,revenue_category,product_mix
Large Antique White Photo Frame,8,63.2,Channel Islands,0.002045512656609563,0.884684223983634,0.009320296715775195,0.3145673878098778,B,A,B_A
Christmas Metal Tags,72,61.199999999999996,Channel Islands,0.018409613909486065,0.26668371260547175,0.009025350617174712,0.3235927384270525,A,A,A_A
Set/3 Red Gingham Rose Storage Box,16,60.0,Channel Islands,0.004091025313219126,0.6990539503963185,0.008848382958014425,0.33244112138506693,A,A,A_A
Cabin Bag Vintage Paisley,2,59.9,Channel Islands,0.0005113781641523907,0.9910508821273316,0.0088336356530844,0.34127475703815136,C,A,C_A
Wall Mounted Vintage Organiser,4,59.8,Channel Islands,0.0010227563283047815,0.9826131424188176,0.008818888348154376,0.3500936453863057,C,A,C_A
Doormat Union Jack Guns And Roses,8,58.8,Channel Islands,0.002045512656609563,0.8908207619534627,0.008671415298854136,0.35876506068515984,B,A,B_A
Ivory Kitchen Scales,6,51.0,Channel Islands,0.001534134492457172,0.9409358220403979,0.007521125514312261,0.3662861861994721,B,A,B_A
Feltcraft Christmas Fairy,12,51.0,Channel Islands,0.003068268984914344,0.7788289440040903,0.007521125514312261,0.3738073117137844,A,A,A_A
Clear Milkshake Glass,24,50.400000000000006,Channel Islands,0.006136537969828688,0.595244183073383,0.007432641684732118,0.3812399533985165,A,A,A_A
Le Grand Tray Chic,4,50.0,Channel Islands,0.0010227563283047815,0.9815903860905129,0.007373652465012021,0.38861360586352856,C,A,C_A
Wicker Storage Baskets,2,49.9,Channel Islands,0.0005113781641523907,0.9992329327537695,0.007358905160081996,0.39597251102361053,C,A,C_A
Feltcraft Boy Jean-Paul Kit,12,49.8,Channel Islands,0.003068268984914344,0.745077985170033,0.007344157855151972,0.4033166688787625,A,A,A_A
Feltcraft Girl Amelie Kit,12,49.8,Channel Islands,0.003068268984914344,0.775760675019176,0.007344157855151972,0.41066082673391446,A,A,A_A
Mistletoe Heart Wreath Cream,12,49.8,Channel Islands,0.003068268984914344,0.8279212477627191,0.007344157855151972,0.41800498458906643,B,A,B_A
Doormat Fairy Cake,6,48.3,Channel Islands,0.001534134492457172,0.9133214011761682,0.007122948281201611,0.42512793287026807,B,A,B_A
Boxes Bird Pannetone,24,46.8,Channel Islands,0.006136537969828688,0.6136537969828691,0.006901738707251251,0.4320296715775193,A,A,A_A
Glitter Butterfly Clips,18,45.900000000000006,Channel Islands,0.004602403477371516,0.686780874456661,0.006769012962881036,0.43879868454040033,A,A,A_A
Triangular Ridged Glass Posy Holder,70,45.5,Channel Islands,0.017898235745333675,0.2845819483508054,0.006710023743160939,0.44550870828356126,A,A,A_A
Green Mini Dots Cutlery,12,45.0,Channel Islands,0.003068268984914344,0.7205318332907186,0.006636287218510818,0.4521449955020721,A,A,A_A
Clear Drawer Knob Acrylic Edwardian,36,45.0,Channel Islands,0.009204806954743032,0.4745589363334185,0.006636287218510818,0.45878128272058294,A,A,A_A
Antique Silver Bauble Lamp,4,41.6,Channel Islands,0.0010227563283047815,0.9774993607772939,0.0061348788508900015,0.4649161615714729,C,A,C_A
Polkadot Pen,48,40.8,Channel Islands,0.012273075939657376,0.43416006136537966,0.006016900411449809,0.47093306198292273,A,A,A_A
Set/6 Red Spotty Paper Plates,48,40.8,Channel Islands,0.012273075939657376,0.39734083354640753,0.006016900411449809,0.47694996239437254,A,A,A_A
Pink Floral Feltcraft Shoulder Bag,12,40.68,Channel Islands,0.003068268984914344,0.7481462541549473,0.00599920364553378,0.48294916603990634,A,A,A_A
Large Cake Stand Hanging Hearts,4,39.8,Channel Islands,0.0010227563283047815,0.9805676297622081,0.005869427362149568,0.4888185934020559,C,A,C_A
Sweetheart Wire Wall Tidy,4,39.8,Channel Islands,0.0010227563283047815,0.984658655075427,0.005869427362149568,0.4946880207642055,C,A,C_A
Retrospot Lamp,4,39.8,Channel Islands,0.0010227563283047815,0.9836358987471223,0.005869427362149568,0.500557448126355,C,A,C_A
Slate Tile Natural Hanging,24,39.6,Channel Islands,0.006136537969828688,0.6566095627716702,0.0058399327522895205,0.5063973808786446,A,A,A_A
Vintage Union Jack Cushion Cover,8,39.6,Channel Islands,0.002045512656609563,0.8887752492968531,0.0058399327522895205,0.5122373136309342,B,A,B_A
Memo Board Retrospot,8,39.6,Channel Islands,0.002045512656609563,0.8867297366402436,0.0058399327522895205,0.5180772463832237,B,A,B_A
Home Building Block Word,6,35.7,Channel Islands,0.001534134492457172,0.9087189976987966,0.005264787860018583,0.5233420342432423,B,A,B_A
Recipe Box Pantry Yellow,12,35.400000000000006,Channel Islands,0.003068268984914344,0.8156481718230619,0.005220545945228511,0.5285625801884708,B,A,B_A
Jam Making Printed,24,34.8,Channel Islands,0.006136537969828688,0.6013807210432117,0.005132062115648366,0.5336946423041191,A,A,A_A
Dinosaur Paper Doilies,24,34.8,Channel Islands,0.006136537969828688,0.6075172590130404,0.005132062115648366,0.5388267044197674,A,A,A_A
Black Skull Balloons,40,34.0,Channel Islands,0.010227563283047815,0.45614932242393247,0.0050140836762081736,0.5438407880959756,A,A,A_A
Small Glass Heart Trinket Pot,16,33.6,Channel Islands,0.004091025313219126,0.6908718997698802,0.0049550944564880775,0.5487958825524637,A,A,A_A
Ribbon Reel Flora + Fauna,20,33.0,Channel Islands,0.005113781641523907,0.6770646893377656,0.004866610626907933,0.5536624931793717,A,A,A_A
Retrospot Small Tube Matches,20,33.0,Channel Islands,0.005113781641523907,0.661723344413194,0.004866610626907933,0.5585291038062796,A,A,A_A
Lunch Bag Black Skull,20,33.0,Channel Islands,0.005113781641523907,0.6719509076962418,0.004866610626907933,0.5633957144331876,A,A,A_A
Lunch Bag Pink Polkadot,20,33.0,Channel Islands,0.005113781641523907,0.6668371260547179,0.004866610626907933,0.5682623250600956,A,A,A_A
Doormat New England,4,30.880000000000003,Channel Islands,0.0010227563283047815,0.9693173101508561,0.004553967762391424,0.572816292822487,C,A,C_A
Baking Mould Chocolate Cupcakes,12,30.6,Channel Islands,0.003068268984914344,0.8003068268984904,0.004512675308587357,0.5773289681310744,B,A,B_A
Tropical Honeycomb Paper Garland,12,30.6,Channel Islands,0.003068268984914344,0.837126054717462,0.004512675308587357,0.5818416434396617,B,A,B_A
Feltcraft Doll Rosie,12,30.6,Channel Islands,0.003068268984914344,0.7634875990795188,0.004512675308587357,0.5863543187482491,A,A,A_A
Hanging Clear Mini Bottle,48,30.24,Channel Islands,0.012273075939657376,0.3605216057274354,0.00445958501083927,0.5908139037590884,A,A,A_A
Set/10 Red Polkadot Party Candles,24,30.0,Channel Islands,0.006136537969828688,0.6443364868320127,0.004424191479007212,0.5952380952380956,A,A,A_A
Set/10 Ivory Polkadot Party Candles,24,30.0,Channel Islands,0.006136537969828688,0.6504730248018414,0.004424191479007212,0.5996622867171028,A,A,A_A
Magnets Swallows,24,30.0,Channel Islands,0.006136537969828688,0.5461518793147533,0.004424191479007212,0.6040864781961099,A,A,A_A
Set/10 Pink Polkadot Party Candles,24,30.0,Channel Islands,0.006136537969828688,0.5645614932242394,0.004424191479007212,0.6085106696751171,A,A,A_A
Save The Planet Mug,24,30.0,Channel Islands,0.006136537969828688,0.5706980311940681,0.004424191479007212,0.6129348611541243,A,A,A_A
Doormat Spotty Home Sweet Home,4,29.96,Channel Islands,0.0010227563283047815,0.9723855791357703,0.0044182925570352026,0.6173531537111595,C,A,C_A
Door Mat Bird On The Wire,4,29.96,Channel Islands,0.0010227563283047815,0.9713628228074656,0.0044182925570352026,0.6217714462681947,C,A,C_A
Ma Campagne Cutlery Box,2,29.9,Channel Islands,0.0005113781641523907,0.99718742009716,0.004409444174077188,0.6261808904422719,C,A,C_A
Newspaper Stand,2,29.9,Channel Islands,0.0005113781641523907,0.9936077729480934,0.004409444174077188,0.6305903346163491,C,A,C_A
Cupboard Drawer Ma Campagne,2,29.9,Channel Islands,0.0005113781641523907,0.9920736384556363,0.004409444174077188,0.6349997787904262,C,A,C_A
Home Small Wood Letters,6,29.700000000000003,Channel Islands,0.001534134492457172,0.9363334185630263,0.00437994956421714,0.6393797283546434,B,A,B_A
Christmas Table Silver Candle Spike,32,26.56,Channel Islands,0.008182050626438252,0.48274098695985673,0.003916884189414385,0.6432966125440578,A,A,A_A
Teatime Fairy Cake Cases,48,26.4,Channel Islands,0.012273075939657376,0.38506775760675016,0.0038932885015263465,0.6471899010455842,A,A,A_A
Beach Hut Blackboard,6,25.5,Channel Islands,0.001534134492457172,0.9240603426233687,0.0037605627571561306,0.6509504638027402,B,A,B_A
I M On Holiday Metal Sign,12,25.200000000000003,Channel Islands,0.003068268984914344,0.7328049092303758,0.003716320842366059,0.6546667846451063,A,A,A_A
Chocolate This Way Metal Sign,12,25.200000000000003,Channel Islands,0.003068268984914344,0.7604193300946045,0.003716320842366059,0.6583831054874724,A,A,A_A
Set/4 Skull Badges,20,25.0,Channel Islands,0.005113781641523907,0.6821784709792895,0.0036868262325060104,0.6620699317199784,A,A,A_A
Parisienne Sewing Box,2,25.0,Channel Islands,0.0005113781641523907,0.9987215545896171,0.0036868262325060104,0.6657567579524845,C,A,C_A
Egg Frying Pan Ivory,12,24.96,Channel Islands,0.003068268984914344,0.7420097161851187,0.003680927310534001,0.6694376852630185,A,A,A_A
Drawer Knob Vintage Glass Star,12,24.96,Channel Islands,0.003068268984914344,0.7696241370493474,0.003680927310534001,0.6731186125735525,A,A,A_A
Chest Drawer Ma Campagne,1,24.95,Channel Islands,0.00025568908207619537,0.9994886218358456,0.003679452580040998,0.6767980651535935,C,A,C_A
Vintage Christmas Bunting,5,24.75,Channel Islands,0.0012784454103809768,0.9649705957555609,0.00364995797018095,0.6804480231237745,C,A,C_A
Danish Rose Trinket Trays,4,23.8,Channel Islands,0.0010227563283047815,0.9785221171055987,0.003509858573345722,0.6839578816971202,C,A,C_A
Love Building Block Word,4,23.8,Channel Islands,0.0010227563283047815,0.9672717974942466,0.003509858573345722,0.687467740270466,C,A,C_A
Soap Dish Brocante,8,23.6,Channel Islands,0.002045512656609563,0.9010483252365106,0.003480363963485674,0.6909481042339517,B,A,B_A
Photo Frame Cornice,8,23.6,Channel Islands,0.002045512656609563,0.8949117872666819,0.003480363963485674,0.6944284681974374,B,A,B_A
Mini Paint Vintage,36,23.4,Channel Islands,0.009204806954743032,0.4653541293786755,0.0034508693536256254,0.697879337551063,A,A,A_A
Glass Etched T-Light Holder Medium,12,23.4,Channel Islands,0.003068268984914344,0.7236001022756329,0.0034508693536256254,0.7013302069046886,A,A,A_A
Easter Craft Chicks,12,23.4,Channel Islands,0.003068268984914344,0.7665558680644331,0.0034508693536256254,0.7047810762583142,A,A,A_A
Dog Bowl Chasing Ball,6,22.5,Channel Islands,0.001534134492457172,0.911787266683711,0.003318143609255409,0.7080992198675696,B,A,B_A
Toy Tidy Spaceboy,10,21.0,Channel Islands,0.0025568908207619537,0.8775249296855006,0.003096934035305049,0.7111961539028747,B,A,B_A
Box Cocktail Parasols,50,21.0,Channel Islands,0.012784454103809767,0.3114293019688059,0.003096934035305049,0.7142930879381798,A,A,A_A
Jumbo Bag Vintage Leaf,10,20.8,Channel Islands,0.0025568908207619537,0.8621835847609289,0.0030674394254450008,0.7173605273636248,B,A,B_A
Jumbo Bag Pears,10,20.8,Channel Islands,0.0025568908207619537,0.8570698031194051,0.0030674394254450008,0.7204279667890697,B,A,B_A
Jumbo Bag Alphabet,10,20.8,Channel Islands,0.0025568908207619537,0.8519560214778812,0.0030674394254450008,0.7234954062145147,B,A,B_A
Jumbo Bag Owls,10,20.8,Channel Islands,0.0025568908207619537,0.859626693940167,0.0030674394254450008,0.7265628456399597,B,A,B_A
Hanging Jam Jar T-Light Holder,24,20.4,Channel Islands,0.006136537969828688,0.6197903349526979,0.0030084502057249043,0.7295712958456846,A,A,A_A
Mini Jigsaw Leap Frog,48,20.16,Channel Islands,0.012273075939657376,0.3237023779084633,0.002973056673892847,0.7325443525195774,A,A,A_A
Mini Jigsaw Bake A Cake,48,20.16,Channel Islands,0.012273075939657376,0.34824852978777804,0.002973056673892847,0.7355174091934702,A,A,A_A
Magic Drawing Slate Go To The,48,20.16,Channel Islands,0.012273075939657376,0.4096139094860649,0.002973056673892847,0.738490465867363,A,A,A_A
Zinc T-Light Holder Stars Small,24,19.92,Channel Islands,0.006136537969828688,0.6259268729225266,0.002937663142060789,0.7414281290094238,A,A,A_A
Foot Stool Home Sweet Home,2,19.9,Channel Islands,0.0005113781641523907,0.9941191511122458,0.002934713681074784,0.7443628426904986,C,A,C_A
Key Cabinet Ma Campagne,2,19.9,Channel Islands,0.0005113781641523907,0.9976987982613124,0.002934713681074784,0.7472975563715734,C,A,C_A
Plasters In Tin Vintage Paisley,12,19.8,Channel Islands,0.003068268984914344,0.8248529787778048,0.0029199663761447603,0.7502175227477181,B,A,B_A
Ivory Wicker Heart Large,12,19.8,Channel Islands,0.003068268984914344,0.7266683712605472,0.0029199663761447603,0.7531374891238629,A,A,A_A
Heart T-Light Holder Willie Winkie,12,19.8,Channel Islands,0.003068268984914344,0.7297366402454615,0.0029199663761447603,0.7560574555000077,A,A,A_A
French Laundry Sign Blue Metal,12,19.8,Channel Islands,0.003068268984914344,0.7726924060342617,0.0029199663761447603,0.7589774218761525,A,A,A_A
Memo Board Cottage,4,19.8,Channel Islands,0.0010227563283047815,0.9795448734339034,0.0029199663761447603,0.7618973882522972,C,A,C_A
Ribbons Rustic Charm,12,19.8,Channel Islands,0.003068268984914344,0.8432625926872906,0.0029199663761447603,0.764817354628442,B,A,B_A
Message Cards With Envelopes,12,19.8,Channel Islands,0.003068268984914344,0.8095116338532333,0.0029199663761447603,0.7677373210045868,B,A,B_A
Jumbo Bag Dolly Girl,10,19.5,Channel Islands,0.0025568908207619537,0.8698542572232147,0.002875724461354688,0.7706130454659414,B,A,B_A
Jumbo Bag Pink Vintage Paisley,10,19.5,Channel Islands,0.0025568908207619537,0.8672973664024528,0.002875724461354688,0.7734887699272961,B,A,B_A
Set/2 Red Spotty Tea Towels,6,19.5,Channel Islands,0.001534134492457172,0.9470723600102268,0.002875724461354688,0.7763644943886507,B,A,B_A
Jumbo Shopper Vintage Red Paisley,10,19.5,Channel Islands,0.0025568908207619537,0.8826387113270244,0.002875724461354688,0.7792402188500054,B,A,B_A
Soft Pink Rose Towel,4,18.6,Channel Islands,0.0010227563283047815,0.9682945538225514,0.0027429987169844718,0.7819832175669899,C,A,C_A
Floor Cushion Elephant Carnival,2,17.9,Channel Islands,0.0005113781641523907,0.9946305292763982,0.002639767582474303,0.7846229851494642,C,A,C_A
Deluxe Sewing Kit,3,17.85,Channel Islands,0.000767067246228586,0.9884939913065698,0.0026323939300092916,0.7872553790794734,C,A,C_A
Black/Blue Polkadot Umbrella,3,17.85,Channel Islands,0.000767067246228586,0.9861927895678841,0.0026323939300092916,0.7898877730094827,C,A,C_A
Wall Art Stop For Tea,3,17.85,Channel Islands,0.000767067246228586,0.9877269240603412,0.0026323939300092916,0.7925201669394919,C,A,C_A
Toadstool Money Box,6,17.700000000000003,Channel Islands,0.001534134492457172,0.9547430324725128,0.0026102729726142555,0.7951304399121062,C,A,C_A
Swiss Roll Towel Pink Spots,6,17.700000000000003,Channel Islands,0.001534134492457172,0.9532088979800556,0.0026102729726142555,0.7977407128847205,C,A,C_A
Recipe Box Retrospot,6,17.700000000000003,Channel Islands,0.001534134492457172,0.9578113014574272,0.0026102729726142555,0.8003509858573348,C,B,C_B
Red Paper Parasol,6,17.700000000000003,Channel Islands,0.001534134492457172,0.95627716696497,0.0026102729726142555,0.8029612588299491,C,B,C_B
Heart Wicker Large,6,17.700000000000003,Channel Islands,0.001534134492457172,0.9378675530554835,0.0026102729726142555,0.8055715318025634,B,B,B_B
Paper Chain Kit Empire,6,17.700000000000003,Channel Islands,0.001534134492457172,0.9347992840705691,0.0026102729726142555,0.8081818047751776,B,B,B_B
Paper Bunting White Lace,6,17.700000000000003,Channel Islands,0.001534134492457172,0.9332651495781119,0.0026102729726142555,0.8107920777477919,B,B,B_B
Green Goose Feather Christmas Tree,6,17.700000000000003,Channel Islands,0.001534134492457172,0.9071848632063394,0.0026102729726142555,0.8134023507204062,B,B,B_B
Tea Time Mug In Gift Box,6,17.700000000000003,Channel Islands,0.001534134492457172,0.9501406289951412,0.0026102729726142555,0.8160126236930205,C,B,C_B
Paper Chain Kit Retrospot,6,17.700000000000003,Channel Islands,0.001534134492457172,0.9608795704423416,0.0026102729726142555,0.8186228966656348,C,B,C_B
Wooden Frame Antique White,6,17.700000000000003,Channel Islands,0.001534134492457172,0.9424699565328551,0.0026102729726142555,0.8212331696382491,B,B,B_B
Mushroom Paper Doilies,12,17.4,Channel Islands,0.003068268984914344,0.8217847097928905,0.002566031057824183,0.8237992006960733,B,B,B_B
Storage Tin Vintage Doily,6,17.34,Channel Islands,0.001534134492457172,0.9440040910253124,0.002557182674866169,0.8263563833709394,B,B,B_B
Ribbons Vintage Christmas,6,17.34,Channel Islands,0.001534134492457172,0.948606494502684,0.002557182674866169,0.8289135660458056,B,B,B_B
Knitted Union Flag Hot Water Bottle,4,17.0,Channel Islands,0.0010227563283047815,0.9703400664791608,0.0025070418381040868,0.8314206078839097,C,B,C_B
Red Kitchen Scales,2,17.0,Channel Islands,0.0005113781641523907,0.9930963947839411,0.0025070418381040868,0.8339276497220138,C,B,C_B
Blue Diner Wall Clock,2,17.0,Channel Islands,0.0005113781641523907,0.991562260291484,0.0025070418381040868,0.836434691560118,C,B,C_B
Mint Kitchen Scales,2,17.0,Channel Islands,0.0005113781641523907,0.9966760419330076,0.0025070418381040868,0.8389417333982221,C,B,C_B
Childrens Cutlery Spaceboy,4,16.6,Channel Islands,0.0010227563283047815,0.9744310917923797,0.002448052618383991,0.8413897860166061,C,B,C_B
Lunch Bag Woodland,10,16.5,Channel Islands,0.0025568908207619537,0.8647404755816909,0.0024333053134539665,0.8438230913300601,B,B,B_B
Doormat Peace On Earth Blue,2,16.5,Channel Islands,0.0005113781641523907,0.9961646637688553,0.0024333053134539665,0.846256396643514,C,B,C_B
Travel Sewing Kit,10,16.5,Channel Islands,0.0025568908207619537,0.8545129122986431,0.0024333053134539665,0.848689701956968,B,B,B_B
Doormat Fancy Font Home Sweet Home,2,16.5,Channel Islands,0.0005113781641523907,0.9900281257990269,0.0024333053134539665,0.851123007270422,C,B,C_B
Doormat Vintage Leaf,2,16.5,Channel Islands,0.0005113781641523907,0.9956532856047029,0.0024333053134539665,0.853556312583876,C,B,C_B
Ribbon Reel Making Snowmen,10,16.5,Channel Islands,0.0025568908207619537,0.8724111480439767,0.0024333053134539665,0.85598961789733,B,B,B_B
Doormat Multicolour Stripe,2,15.9,Channel Islands,0.0005113781641523907,0.9890053694707222,0.0023448214838738225,0.8583344393812038,C,B,C_B
Doormat Home Sweet Home Blue,2,15.9,Channel Islands,0.0005113781641523907,0.9895167476348745,0.0023448214838738225,0.8606792608650776,C,B,C_B
Doormat Welcome Puppies,2,15.9,Channel Islands,0.0005113781641523907,0.9951419074405505,0.0023448214838738225,0.8630240823489514,C,B,C_B
Set/6 Red Spotty Paper Cups,24,15.600000000000001,Channel Islands,0.006136537969828688,0.5768345691638969,0.0023005795690837507,0.8653246619180353,A,B,A_B
Rocket Balloons,24,15.6,Channel Islands,0.006136537969828688,0.5584249552544107,0.0023005795690837503,0.8676252414871191,A,B,A_B
Baking Mould Heart White Chocolate,6,15.3,Channel Islands,0.001534134492457172,0.9255944771158259,0.0022563376542936785,0.8698815791414127,B,B,B_B
Red Retrospot Small Milk Jug,6,15.3,Channel Islands,0.001534134492457172,0.9624137049347988,0.0022563376542936785,0.8721379167957064,C,B,C_B
Coffee Mug Pink Paisley,6,15.3,Channel Islands,0.001534134492457172,0.9179238046535398,0.0022563376542936785,0.8743942544500001,B,B,B_B
Napkin Charms Crowns,6,15.3,Channel Islands,0.001534134492457172,0.9271286116082831,0.0022563376542936785,0.8766505921042937,B,B,B_B
Illustrated Cat Bowl,6,15.3,Channel Islands,0.001534134492457172,0.9394016875479407,0.0022563376542936785,0.8789069297585874,B,B,B_B
Coffee Mug Blue Paisley,6,15.3,Channel Islands,0.001534134492457172,0.9209920736384543,0.0022563376542936785,0.8811632674128811,B,B,B_B
Roll Wrap Vintage Spot,12,15.0,Channel Islands,0.003068268984914344,0.7542827921247759,0.002212095739503606,0.8833753631523847,A,B,A_B
Birdy Gift Tags,12,15.0,Channel Islands,0.003068268984914344,0.7972385579135761,0.002212095739503606,0.8855874588918884,A,B,A_B
French Kitchen Sign Blue Metal,12,15.0,Channel Islands,0.003068268984914344,0.7113270263359757,0.002212095739503606,0.887799554631392,A,B,A_B
French Chateau Small Fruitbowl,12,15.0,Channel Islands,0.003068268984914344,0.7082587573510614,0.002212095739503606,0.8900116503708957,A,B,A_B
Blue Pot Plant Candle,4,15.0,Channel Islands,0.0010227563283047815,0.9754538481206845,0.002212095739503606,0.8922237461103993,C,B,C_B
Parisienne Curio Cabinet,2,15.0,Channel Islands,0.0005113781641523907,0.9982101764254647,0.002212095739503606,0.894435841849903,C,B,C_B
Ivory Wire Sweetheart Letter Tray,4,15.0,Channel Islands,0.0010227563283047815,0.973408335464075,0.002212095739503606,0.8966479375894066,C,B,C_B
Alarm Clock Bakelike Ivory,4,15.0,Channel Islands,0.0010227563283047815,0.9764766044489892,0.002212095739503606,0.8988600333289103,C,B,C_B
Wooden Sleigh Decorations,12,15.0,Channel Islands,0.003068268984914344,0.8309895167476334,0.002212095739503606,0.9010721290684139,B,B,B_B
Zinc Metal Heart Decoration,12,15.0,Channel Islands,0.003068268984914344,0.8340577857325477,0.002212095739503606,0.9032842248079176,B,B,B_B
Money Box Pocket Money,12,15.0,Channel Islands,0.003068268984914344,0.8125799028381476,0.002212095739503606,0.9054963205474212,B,B,B_B
White Spot Blue Ceramic Drawer Knob,12,15.0,Channel Islands,0.003068268984914344,0.8401943237023763,0.002212095739503606,0.9077084162869249,B,B,B_B
I Can Only Please One Person,12,15.0,Channel Islands,0.003068268984914344,0.7174635643058043,0.002212095739503606,0.9099205120264285,A,B,A_B
Blue Stripe Ceramic Drawer Knob,12,15.0,Channel Islands,0.003068268984914344,0.7880337509588332,0.002212095739503606,0.9121326077659322,A,B,A_B
White Spot Red Ceramic Drawer Knob,12,15.0,Channel Islands,0.003068268984914344,0.806443364868319,0.002212095739503606,0.9143447035054358,B,B,B_B
Doormat Red Retrospot,2,14.98,Channel Islands,0.0005113781641523907,0.9905395039631792,0.0022091462785176013,0.9165538497839535,C,B,C_B
Doormat English Rose,2,14.98,Channel Islands,0.0005113781641523907,0.9925850166197887,0.0022091462785176013,0.9187629960624711,C,B,C_B
Red Retrospot Picnic Bag,5,14.75,Channel Islands,0.0012784454103809768,0.9636921503451799,0.002175227477178546,0.9209382235396497,C,B,C_B
Oven Mitt Apples,10,14.5,Channel Islands,0.0025568908207619537,0.8749680388647386,0.002138359214853486,0.9230765827545032,B,B,B_B
Skull Tissues,48,13.919999999999998,Channel Islands,0.012273075939657376,0.3727946816670928,0.0020528248462593464,0.9251294076007626,A,B,A_B
Red Retrospot Plate,8,13.52,Channel Islands,0.002045512656609563,0.8969572999232914,0.0019938356265392504,0.9271232432273018,B,B,B_B
Mushroom Cake Cases,24,13.2,Channel Islands,0.006136537969828688,0.5829711071337256,0.0019466442507631732,0.929069887478065,A,B,A_B
Skull Cake Cases,24,13.2,Channel Islands,0.006136537969828688,0.5400153413449246,0.0019466442507631732,0.9310165317288281,A,B,A_B
Sweetheart Fairy Cake Cases,24,13.2,Channel Islands,0.006136537969828688,0.6320634108923553,0.0019466442507631732,0.9329631759795913,A,B,A_B
White Sweethearts Cabinet Drawers,1,12.75,Channel Islands,0.00025568908207619537,0.999999999999998,0.0018802813785780653,0.9348434573581694,C,B,C_B
Danish Rose Planters,3,12.75,Channel Islands,0.000767067246228586,0.9854257223216556,0.0018802813785780653,0.9367237387367475,C,B,C_B
Danish Rose Round Sewing Box,3,12.75,Channel Islands,0.000767067246228586,0.9869598568141127,0.0018802813785780653,0.9386040201153256,C,B,C_B
Pocket Bag Pink Paisely Brown Spot,6,12.6,Channel Islands,0.001534134492457172,0.9286627461007403,0.0018581604211830292,0.9404621805365087,B,B,B_B
Feltcraft Flower Friends,6,12.6,Channel Islands,0.001534134492457172,0.9102531321912538,0.0018581604211830292,0.9423203409576917,B,B,B_B
Foil Heart Cake Cases,6,12.6,Channel Islands,0.001534134492457172,0.9056507287138822,0.0018581604211830292,0.9441785013788747,B,B,B_B
Black And White Cat Bowl,6,12.6,Channel Islands,0.001534134492457172,0.9025824597289678,0.0018581604211830292,0.9460366618000577,B,B,B_B
Christmas Craft Tree Top Angel,6,12.6,Channel Islands,0.001534134492457172,0.904116594221425,0.0018581604211830292,0.9478948222212408,B,B,B_B
Pocket Bag Blue Paisley Red Spot,6,12.6,Channel Islands,0.001534134492457172,0.9301968805931975,0.0018581604211830292,0.9497529826424238,B,B,B_B
Poppy S Playhouse Bedroom,6,12.6,Channel Islands,0.001534134492457172,0.9317310150856547,0.0018581604211830292,0.9516111430636068,B,C,B_C
Egg Frying Pan Mint,6,12.48,Channel Islands,0.001534134492457172,0.9148555356686254,0.0018404636552670005,0.9534516067188739,B,C,B_C
Stripey Mice Feltcraft,6,11.7,Channel Islands,0.001534134492457172,0.9516747634875984,0.0017254346768128127,0.9551770413956867,C,C,C_C
Zinc T-Light Holder Star Large,12,11.4,Channel Islands,0.003068268984914344,0.8493991306571193,0.0016811927620227407,0.9568582341577094,B,C,B_C
Wrap Doiley,25,10.5,Channel Islands,0.0063922270519048835,0.5019176681155714,0.0015484670176525244,0.958406701175362,A,C,A_C
Gingham Rose Wrap,25,10.5,Channel Islands,0.0063922270519048835,0.48913321401176163,0.0015484670176525244,0.9599551681930145,A,C,A_C
Wrap Alphabet,25,10.5,Channel Islands,0.0063922270519048835,0.4955254410636665,0.0015484670176525244,0.9615036352106671,A,C,A_C
Skulls And Crossbones Wrap,25,10.5,Channel Islands,0.0063922270519048835,0.5147021222193812,0.0015484670176525244,0.9630521022283196,A,C,A_C
Pink Polkadot Wrap,25,10.5,Channel Islands,0.0063922270519048835,0.5083098951674763,0.0015484670176525244,0.9646005692459722,A,C,A_C
Recycling Bag Retrospot,5,10.5,Channel Islands,0.0012784454103809768,0.9662490411659419,0.0015484670176525244,0.9661490362636247,C,C,C_C
Wrap English Rose,25,10.5,Channel Islands,0.0063922270519048835,0.5210943492712861,0.0015484670176525244,0.9676975032812772,A,C,A_C
Wrap Billboard Fonts,25,10.5,Channel Islands,0.0063922270519048835,0.527486576323191,0.0015484670176525244,0.9692459702989298,A,C,A_C
Wrap Christmas Screen Print,25,10.5,Channel Islands,0.0063922270519048835,0.5338788033750959,0.0015484670176525244,0.9707944373165823,A,C,A_C
Ivory Wire Kitchen Organiser,1,10.4,Channel Islands,0.00025568908207619537,0.9997443109179218,0.0015337197127225004,0.9723281570293049,C,C,C_C
Heart Wooden Christmas Decoration,12,10.2,Channel Islands,0.003068268984914344,0.71439529532089,0.0015042251028624522,0.9738323821321673,A,C,A_C
Snowstorm Photo Frame Fridge Magnet,12,10.2,Channel Islands,0.003068268984914344,0.7021222193812328,0.0015042251028624522,0.9753366072350297,A,C,A_C
Jam Jar With Pink Lid,12,10.2,Channel Islands,0.003068268984914344,0.7358731782152901,0.0015042251028624522,0.9768408323378921,A,C,A_C
3D Kit Cards For Kids,12,10.2,Channel Islands,0.003068268984914344,0.7941702889286618,0.0015042251028624522,0.9783450574407545,A,C,A_C
Skull Paper Plates,12,10.2,Channel Islands,0.003068268984914344,0.7573510611096902,0.0015042251028624522,0.9798492825436169,A,C,A_C
