Description,ADI,average,sd,cv_squared,demand_pattern,product_mix
CARD WEDDING DAY,62.0,12.0,0.0,0.0,intermittent,C_C
CARDHOLDER GINGHAM CHRISTMAS TREE,458.0,27.0,29.698484809834994,1.2098765432098764,lumpy,B_A
CARDHOLDER GINGHAM STAR,119.0,51.0,63.63961030678928,1.5570934256055367,lumpy,A_A
CAROUSEL DES CHILD'S OVERALL,63.0,15.0,12.727922061357855,0.72,lumpy,B_B
CAROUSEL DESIGN WASHBAG,89.0,7.5,3.0,0.16000000000000003,intermittent,B_B
CAT BOWL ,57.0,6.0,0.0,0.0,intermittent,C_C
CAT BOWL VINTAGE CREAM,367.0,6.0,0.0,0.0,intermittent,C_B
CERAMIC BOWL WITH LOVE HEART DESIGN,152.66666666666666,16.5,14.177446878757825,0.7382920110192839,lumpy,B_B
CERAMIC BOWL WITH STRAWBERRY DESIGN,129.8,5.333333333333333,1.632993161855452,0.09375000000000001,intermittent,B_B
CERAMIC CAKE BOWL + HANGING CAKES,55.5,8.76923076923077,3.9613517506411484,0.20406278855032314,intermittent,A_A
CERAMIC CAKE DESIGN SPOTTED MUG,55.75,12.923076923076923,3.328201177351375,0.06632653061224489,intermittent,A_A
CERAMIC CAKE DESIGN SPOTTED PLATE,63.4,13.090909090909092,3.6181361349331636,0.07638888888888888,intermittent,A_A
CERAMIC CAKE STAND + HANGING CAKES,51.0,2.0,0.0,0.0,intermittent,C_B
CERAMIC CHERRY CAKE MONEY BANK,67.375,12.666666666666666,1.9999999999999998,0.02493074792243767,intermittent,A_A
CERAMIC PIRATE CHEST MONEY BANK,143.0,10.0,4.0,0.16000000000000003,intermittent,B_B
CERAMIC STRAWBERRY CAKE MONEY BANK,34.785714285714285,15.466666666666667,7.980929651064348,0.2662646509257687,intermittent,A_A
CERAMIC STRAWBERRY DESIGN MUG,91.75,11.4,1.3416407864998738,0.013850415512465372,intermittent,B_B
CERAMIC STRAWBERRY MONEY BOX,52.8,6.0,0.0,0.0,intermittent,B_A
CERAMIC STRAWBERRY TRINKET TRAY,303.0,8.0,3.4641016151377544,0.18749999999999997,intermittent,C_B
CERAMIC STRWBERRY DESIGN MUG,110.0,12.0,0.0,0.0,intermittent,C_C
CHARLIE & LOLA WASTEPAPER BIN BLUE,25.0,12.0,0.0,0.0,intermittent,C_C
CHARLIE & LOLA WASTEPAPER BIN FLORA,20.5,12.0,0.0,0.0,intermittent,B_B
CHARLIE AND LOLA CHARLOTTE BAG,161.0,15.0,7.0710678118654755,0.2222222222222222,intermittent,B_B
CHARLIE+LOLA PINK HOT WATER BOTTLE,62.0,6.0,0.0,0.0,intermittent,C_B
"CHARLOTTE BAG , PINK/WHITE SPOTS",19.428571428571427,15.0,7.559289460184544,0.253968253968254,intermittent,A_B
"CHARLOTTE BAG , SUKI DESIGN",15.88888888888889,15.0,7.0710678118654755,0.2222222222222222,intermittent,A_B
CHARLOTTE BAG APPLES DESIGN,8.481481481481481,16.785714285714285,10.904831219021407,0.4220444980970105,intermittent,A_A
CHARLOTTE BAG DOLLY GIRL DESIGN,37.22222222222222,21.2,28.303121147086703,1.7823662038685175,lumpy,A_A
CHARLOTTE BAG PINK POLKADOT,29.071428571428573,16.666666666666668,11.751393027860063,0.497142857142857,lumpy,A_A
CHARLOTTE BAG PINK WITH WHITE SPOTS,16.142857142857142,12.5,4.6291004988627575,0.13714285714285715,intermittent,A_B
CHARLOTTE BAG SUKI DESIGN,15.222222222222221,17.64864864864865,17.308020324912018,0.961771444786578,lumpy,A_A
CHARLOTTE BAG VINTAGE ALPHABET ,16.0,13.636363636363637,6.741998624632421,0.24444444444444444,intermittent,A_B
CHERRY BLOSSOM  DECORATIVE FLASK,68.0,8.0,4.27617987059879,0.28571428571428575,intermittent,B_A
CHERRY BLOSSOM DECORATIVE FLASK,96.8,9.333333333333334,4.1311822359545785,0.1959183673469388,intermittent,B_A
CHERRY CROCHET FOOD COVER,299.0,12.0,8.48528137423857,0.4999999999999999,lumpy,B_B
CHERRY DESIGN PAPERLANTERNS,23.666666666666668,10.0,7.0710678118654755,0.5000000000000001,lumpy,B_B
CHICK GREY HOT WATER BOTTLE,32.095238095238095,8.181818181818182,8.594773404234104,1.1034920634920637,lumpy,A_A
CHILDREN'S APRON DOLLY GIRL ,72.75,12.0,13.416407864998739,1.2500000000000002,lumpy,B_B
CHILDREN'S CIRCUS PARADE MUG,24.76923076923077,12.0,0.0,0.0,intermittent,A_A
CHILDREN'S SPACEBOY MUG,28.181818181818183,12.0,0.0,0.0,intermittent,A_A
CHILDRENS APRON APPLE DESIGN,9.5,10.666666666666666,4.618802153517006,0.18749999999999997,intermittent,B_B
CHILDRENS APRON APPLES DESIGN,18.25,7.714285714285714,1.3093073414159544,0.028806584362139922,intermittent,A_A
CHILDRENS APRON SPACEBOY DESIGN,23.68421052631579,8.0,0.0,0.0,intermittent,A_A
CHILDRENS CUTLERY CIRCUS PARADE,12.642857142857142,4.266666666666667,1.0327955589886444,0.05859374999999999,intermittent,B_A
CHILDRENS CUTLERY DOLLY GIRL ,9.45,4.571428571428571,1.4342743312012722,0.0984375,intermittent,A_A
CHILDRENS CUTLERY POLKADOT BLUE,25.625,4.444444444444445,1.3333333333333333,0.09,intermittent,B_A
CHILDRENS CUTLERY POLKADOT PINK,18.454545454545453,5.0,1.8090680674665818,0.13090909090909092,intermittent,B_A
CHILDRENS CUTLERY RETROSPOT RED ,26.714285714285715,5.5,2.9760952365713798,0.29279811097992914,intermittent,B_A
CHILDRENS CUTLERY SPACEBOY ,11.526315789473685,4.8,1.641565363336247,0.11695906432748544,intermittent,A_A
CHILDRENS DOLLY GIRL MUG,158.0,12.0,0.0,0.0,intermittent,B_B
CHILDRENS GARDEN GLOVES BLUE,84.0,13.6,5.89915248150105,0.18814878892733564,intermittent,B_B
CHILDRENS GARDEN GLOVES PINK,67.2,12.666666666666666,3.723797345005051,0.08642659279778393,intermittent,B_B
CHILDRENS TOY COOKING UTENSIL SET,7.166666666666667,6.857142857142857,2.2677868380553634,0.10937500000000001,intermittent,B_B
CHILDS APRON SPACEBOY DESIGN,17.22222222222222,8.0,0.0,0.0,intermittent,B_A
CHILDS BREAKFAST SET CIRCUS PARADE,14.405405405405405,2.763157894736842,1.3839663041968202,0.25086474229331385,intermittent,A_A
CHILDS BREAKFAST SET DOLLY GIRL ,36.53846153846154,2.142857142857143,0.5345224838248488,0.06222222222222223,intermittent,B_A
CHILDS BREAKFAST SET SPACEBOY ,21.6,3.8461538461538463,3.3904844219351045,0.7770880000000002,lumpy,A_A
CHILDS GARDEN BRUSH BLUE,25.0,6.0,0.0,0.0,intermittent,C_B
CHILDS GARDEN BRUSH PINK,50.0,6.0,0.0,0.0,intermittent,C_C
CHILDS GARDEN FORK BLUE ,25.0,12.0,0.0,0.0,intermittent,B_C
CHILDS GARDEN RAKE BLUE,291.0,3.5,3.5355339059327378,1.0204081632653064,lumpy,C_C
CHILDS GARDEN TROWEL BLUE ,72.2,12.0,0.0,0.0,intermittent,B_B
CHILDS GARDEN TROWEL PINK,72.2,14.0,4.898979485566356,0.1224489795918367,intermittent,A_B
CHINESE DRAGON PAPER LANTERNS,51.0,24.0,0.0,0.0,intermittent,B_C
CHOC TRUFFLE GOLD TRINKET POT ,118.4,12.0,0.0,0.0,intermittent,B_B
CHOCOLATE BOX RIBBONS ,21.642857142857142,12.517241379310345,4.815308102107965,0.14798950110745757,intermittent,A_A
CHOCOLATE CALCULATOR,496.0,12.0,0.0,0.0,intermittent,B_B
CHOCOLATE HOT WATER BOTTLE,81.0,1.6666666666666667,1.1547005383792517,0.48000000000000015,intermittent,C_C
CHOCOLATE THIS WAY METAL SIGN,74.0,7.5,6.363961030678928,0.72,lumpy,C_C
CHRISTMAS CARD SINGING ANGEL,97.33333333333333,22.285714285714285,22.373453657659308,1.0078895463510853,lumpy,A_B
CHRISTMAS CARD STACK OF PRESENTS,224.0,21.0,18.0,0.7346938775510203,lumpy,A_C
CHRISTMAS CRAFT LITTLE FRIENDS,49.42857142857143,12.0,6.4142698058981855,0.28571428571428575,intermittent,A_A
CHRISTMAS CRAFT TREE TOP ANGEL,89.5,9.6,5.366563145999495,0.31250000000000006,intermittent,B_B
CHRISTMAS CRAFT WHITE FAIRY ,34.0,10.5,3.0,0.08163265306122448,intermittent,B_B
CHRISTMAS GINGHAM HEART,71.0,56.0,76.2102355330306,1.8520408163265303,lumpy,A_B
CHRISTMAS GINGHAM STAR,117.0,38.4,59.03219460599445,2.3632812500000004,lumpy,A_A
CHRISTMAS GINGHAM TREE,124.66666666666667,12.0,0.0,0.0,intermittent,B_B
CHRISTMAS LIGHTS 10 REINDEER,112.0,3.25,2.217355782608345,0.46548323471400394,intermittent,C_B
CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,309.0,6.0,4.242640687119285,0.4999999999999999,lumpy,C_B
CHRISTMAS METAL TAGS ASSORTED ,51.57142857142857,33.0,45.69463863518345,1.9173553719008263,lumpy,A_A
CHRISTMAS RETROSPOT ANGEL WOOD,55.0,15.428571428571429,5.855400437691199,0.1440329218106996,intermittent,A_B
CHRISTMAS RETROSPOT HEART WOOD,142.0,78.0,93.33809511662427,1.4319526627218935,lumpy,A_B
CHRISTMAS RETROSPOT STAR WOOD,54.857142857142854,31.5,45.77897209106257,2.112082928409459,lumpy,A_A
CHRISTMAS RETROSPOT TREE WOOD,64.0,32.57142857142857,49.33848106990845,2.2945521698984304,lumpy,A_A
CHRISTMAS STAR WISH LIST CHALKBOARD,59.0,78.0,93.33809511662427,1.4319526627218935,lumpy,A_B
CHRISTMAS TREE HEART DECORATION,115.0,48.0,16.97056274847714,0.12499999999999997,intermittent,A_B
CHRYSANTHEMUM  JOURNAL,223.0,21.0,21.213203435596427,1.0204081632653064,lumpy,B_B
CHRYSANTHEMUM POCKET BOOK ,244.0,138.0,144.2497833620557,1.092627599243856,lumpy,A_A
CIRCUS PARADE BABY GIFT SET,41.6,2.1666666666666665,1.3291601358251257,0.3763313609467456,intermittent,C_A
CIRCUS PARADE CHILDRENS EGG CUP ,63.6,12.0,0.0,0.0,intermittent,B_B
CIRCUS PARADE LUNCH BOX ,14.4375,13.454545454545455,3.9772077916777016,0.08738130021913806,intermittent,A_A
CLAM SHELL SMALL ,654.0,3.5,3.5355339059327378,1.0204081632653064,lumpy,C_C
CLASSIC CAFE SUGAR DISPENSER,32.5,12.0,0.0,0.0,intermittent,B_B
CLASSIC CHROME BICYCLE BELL ,7.5,12.0,0.0,0.0,intermittent,B_B
CLASSIC GLASS COOKIE JAR,18.0,9.0,4.242640687119285,0.22222222222222215,intermittent,C_B
CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,45.0,12.0,0.0,0.0,intermittent,B_C
CLOCK MAGNET MUM'S KITCHEN,100.5,8.0,3.4641016151377544,0.18749999999999997,intermittent,B_B
CLOTHES PEGS RETROSPOT PACK 24 ,28.38888888888889,19.31578947368421,20.709773944736945,1.1495445062328775,lumpy,A_A
COFFEE MUG APPLES DESIGN,15.191489361702128,9.4375,7.648963912594319,0.656887949110108,lumpy,A_A
COFFEE MUG BLUE PAISLEY DESIGN,316.0,9.0,4.242640687119285,0.22222222222222215,intermittent,C_B
COFFEE MUG CAT + BIRD DESIGN,30.083333333333332,6.923076923076923,2.253202848596432,0.10592592592592591,intermittent,A_A
COFFEE MUG DOG + BALL DESIGN,72.75,7.2,2.6832815729997477,0.1388888888888889,intermittent,B_B
COFFEE MUG PEARS  DESIGN,29.75,8.92,6.6828137786414485,0.5612922037442941,lumpy,A_A
COLOUR GLASS T-LIGHT HOLDER HANGING,216.0,16.0,0.0,0.0,intermittent,B_C
COLOURFUL FISHING GNOME,19.0,13.0,10.535653752852738,0.6568047337278106,lumpy,B_A
COLOURFUL STANDING GNOME,36.5,18.0,10.392304845413264,0.3333333333333333,intermittent,B_A
COLOURING PENCILS BROWN TUBE,138.5,80.0,103.92304845413264,1.6875,lumpy,A_A
COOKING SET RETROSPOT,29.285714285714285,3.125,3.603074084326168,1.3293714285714284,lumpy,B_A
COSMETIC BAG VINTAGE ROSE PAISLEY,189.0,9.0,3.4641016151377544,0.1481481481481481,intermittent,B_B
COSY SLIPPER SHOES LARGE GREEN,113.5,16.8,13.007690033207279,0.5994897959183673,lumpy,A_A
COSY SLIPPER SHOES SMALL GREEN,166.0,8.0,3.4641016151377544,0.18749999999999997,intermittent,B_B
COTTON APRON PANTRY DESIGN,34.5,12.4,21.090282122342508,2.8928199791883453,lumpy,B_A
COUNTRY COTTAGE  DOORSTOP GREEN,65.0,3.0,0.0,0.0,intermittent,C_C
COWBOYS AND INDIANS BIRTHDAY CARD ,52.54545454545455,15.0,7.458978726096732,0.24727272727272726,intermittent,A_B
CREAM CUPID HEARTS COAT HANGER,125.66666666666667,18.0,10.066445913694333,0.3127572016460905,intermittent,B_A
CREAM FELT EASTER EGG BASKET,207.5,10.0,6.928203230275509,0.48,intermittent,B_B
CREAM HEART CARD HOLDER,78.66666666666667,4.4,1.2649110640673518,0.08264462809917354,intermittent,B_A
CREAM SWEETHEART LETTER RACK,55.0,3.3333333333333335,1.1547005383792515,0.11999999999999997,intermittent,C_B
CREAM SWEETHEART SHELF + HOOKS,38.0,2.0,0.0,0.0,intermittent,C_B
CROCHET ROSE PURSE WITH SUEDE BACK,78.25,7.2,2.6832815729997477,0.1388888888888889,intermittent,B_B
CROSS STITCH ALPHABET CUSHION COVER,21.0,12.0,4.242640687119285,0.12499999999999997,intermittent,C_A
CUBIC MUG PINK POLKA DOT,121.0,6.0,0.0,0.0,intermittent,C_C
CUPCAKE LACE PAPER SET 6,279.0,12.0,0.0,0.0,intermittent,B_B
CUPID DESIGN SCENTED CANDLES,4.0,6.0,0.0,0.0,intermittent,C_C
CURIOUS IMAGES GIFT WRAP SET,2.0,12.0,0.0,0.0,intermittent,B_C
CUSHION COVER PINK UNION JACK,343.0,2.0,0.0,0.0,intermittent,C_C
CUTE CATS TAPE,59.0,14.0,4.670993664969138,0.11131725417439703,intermittent,A_B
DAIRY MAID LARGE MILK JUG,260.0,3.0,0.0,0.0,intermittent,C_B
DAIRY MAID TRADITIONAL TEAPOT ,161.0,2.0,0.0,0.0,intermittent,C_C
DAISIES  HONEYCOMB GARLAND ,197.5,12.0,0.0,0.0,intermittent,B_B
DAISY JOURNAL ,244.0,36.0,0.0,0.0,intermittent,B_A
DANISH ROSE PHOTO FRAME,372.0,15.0,12.727922061357855,0.72,lumpy,B_C
DANISH ROSE ROUND SEWING BOX,130.66666666666666,4.5,1.7320508075688772,0.1481481481481481,intermittent,C_B
DECORATIVE CATS BATHROOM BOTTLE,203.0,12.0,0.0,0.0,intermittent,C_C
DECORATIVE FLORE BATHROOM BOTTLE,457.0,12.0,0.0,0.0,intermittent,C_C
DELUXE SEWING KIT ,30.6,3.875,1.857417562100671,0.22976066597294487,intermittent,B_A
DINOSAUR BIRTHDAY CARD,14.0,12.0,0.0,0.0,intermittent,C_C
DINOSAUR HEIGHT CHART STICKER SET,85.28571428571429,6.625,3.6620642110310255,0.30554849209174595,intermittent,B_A
DINOSAUR KEYRINGS ASSORTED,79.0,46.285714285714285,17.5662013130736,0.1440329218106996,intermittent,A_B
DINOSAUR LUNCH BOX WITH CUTLERY,57.666666666666664,16.2,18.3412104289766,1.2818167962200882,lumpy,A_A
DINOSAUR PARTY BAG + STICKER SET,47.92857142857143,8.2,2.5128242505765725,0.09390668819580182,intermittent,A_A
DINOSAURS  WRITING SET ,165.75,12.0,0.0,0.0,intermittent,B_B
DINOSAURS WATER TRANSFER TATTOOS ,32.875,16.0,6.0,0.140625,intermittent,A_B
DOCTOR'S BAG SOFT TOY,283.0,4.5,0.7071067811865476,0.024691358024691364,intermittent,C_B
"DOG BOWL , CHASING BALL DESIGN",34.0,6.0,0.0,0.0,intermittent,C_B
DOG BOWL CHASING BALL DESIGN,74.5,6.0,0.0,0.0,intermittent,C_B
DOG BOWL VINTAGE CREAM,367.0,4.0,0.0,0.0,intermittent,C_C
DOG TOY WITH PINK CROCHET SKIRT,102.0,4.0,0.0,0.0,intermittent,C_C
DOILEY STORAGE TIN,7.0,6.857142857142857,2.2677868380553634,0.10937500000000001,intermittent,B_B
DOLLY GIRL CHILDRENS BOWL,15.555555555555555,11.2,5.593647190240808,0.2494331065759637,intermittent,A_A
DOLLY GIRL CHILDRENS CUP,15.555555555555555,9.6,3.3730961708462712,0.1234567901234568,intermittent,A_B
DOLLY GIRL LUNCH BOX,26.941176470588236,16.88888888888889,12.615997728789049,0.558008799087502,lumpy,A_A
DOLLY GIRL MINI BACKPACK,1.0,4.0,0.0,0.0,smooth,C_C
DOLLY HONEYCOMB GARLAND,109.33333333333333,12.0,0.0,0.0,intermittent,B_B
DOOR HANGER  MUM + DADS ROOM,47.0,12.0,0.0,0.0,intermittent,C_C
DOOR MAT AIRMAIL ,63.5,2.0,0.0,0.0,intermittent,C_B
DOOR MAT BLACK FLOCK ,98.0,2.0,0.0,0.0,intermittent,C_C
DOOR MAT FAIRY CAKE,48.0,4.5,1.0,0.04938271604938271,intermittent,C_B
DOOR MAT FANCY FONT HOME SWEET HOME,98.0,3.0,1.4142135623730951,0.22222222222222227,intermittent,C_B
DOOR MAT FRIENDSHIP ,98.0,4.0,2.8284271247461903,0.5000000000000001,lumpy,C_B
DOOR MAT HEARTS,98.0,4.0,2.8284271247461903,0.5000000000000001,lumpy,C_B
DOOR MAT MULTICOLOUR STRIPE,98.0,4.0,2.8284271247461903,0.5000000000000001,lumpy,C_B
DOOR MAT NEW ENGLAND,32.666666666666664,5.5,3.415650255319866,0.3856749311294765,intermittent,C_A
DOOR MAT RED SPOT,15.714285714285714,8.75,9.617692030835672,1.2081632653061225,lumpy,B_A
DOOR MAT SPOTTY HOME SWEET HOME,29.75,7.2,3.898717737923586,0.29320987654320996,intermittent,B_A
DOOR MAT TOPIARY,98.0,4.0,2.8284271247461903,0.5000000000000001,lumpy,C_B
DOOR MAT UNION FLAG,81.0,7.0,4.242640687119285,0.3673469387755101,intermittent,C_B
DOOR MAT WELCOME PUPPIES,98.0,4.0,2.8284271247461903,0.5000000000000001,lumpy,C_B
DOORMAT AIRMAIL ,68.44444444444444,5.7,4.164666186436128,0.5338394719742826,lumpy,B_A
DOORMAT BLACK FLOCK ,158.0,6.0,4.0,0.4444444444444444,intermittent,C_B
DOORMAT ENGLISH ROSE ,59.0,3.142857142857143,1.9518001458970664,0.38567493112947665,intermittent,C_A
DOORMAT FAIRY CAKE,30.571428571428573,4.533333333333333,3.067494712224262,0.4578596144340089,intermittent,B_A
DOORMAT FANCY FONT HOME SWEET HOME,94.25,8.4,2.6076809620810595,0.09637188208616779,intermittent,B_A
DOORMAT HEARTS,327.0,9.333333333333334,1.1547005383792515,0.015306122448979588,intermittent,B_A
DOORMAT HOME SWEET HOME BLUE ,196.0,5.333333333333333,4.163331998932265,0.609375,lumpy,C_B
DOORMAT I LOVE LONDON,145.0,2.5,2.1213203435596424,0.7199999999999998,lumpy,C_B
DOORMAT KEEP CALM AND COME IN,43.75,5.0,6.244997998398398,1.56,lumpy,B_A
DOORMAT MULTICOLOUR STRIPE,176.0,6.0,5.656854249492381,0.8888888888888891,lumpy,C_B
DOORMAT NEIGHBOURHOOD WITCH ,122.5,5.333333333333333,4.163331998932265,0.609375,lumpy,C_B
DOORMAT NEW ENGLAND,103.5,6.8,4.381780460041329,0.41522491349480967,intermittent,B_A
DOORMAT RED RETROSPOT,26.25,9.058823529411764,8.605743636049809,0.9024709057176592,lumpy,A_A
DOORMAT RED SPOT,20.333333333333332,11.0,6.6332495807108,0.36363636363636365,intermittent,B_A
DOORMAT RESPECTABLE HOUSE,69.75,8.0,3.4641016151377544,0.18749999999999997,intermittent,B_A
DOORMAT SPOTTY HOME SWEET HOME,81.33333333333333,8.285714285714286,8.518886580500327,1.0570749108204516,lumpy,B_A
DOORMAT TOPIARY,255.0,4.0,2.8284271247461903,0.5000000000000001,lumpy,C_B
DOORMAT UNION FLAG,183.0,6.0,5.656854249492381,0.8888888888888891,lumpy,C_B
DOORMAT VINTAGE LEAF,10.0,7.0,4.242640687119285,0.3673469387755101,intermittent,C_B
DOORMAT WELCOME PUPPIES,76.0,3.0,2.0,0.4444444444444444,intermittent,C_B
DOORMAT WELCOME SUNRISE,220.5,3.3333333333333335,2.3094010767585034,0.48000000000000015,intermittent,C_B
DOORMAT WELCOME TO OUR HOME,33.0,4.769230769230769,3.7003118371709824,0.6019771071800208,lumpy,B_A
DOORSTOP FOOTBALL DESIGN,127.0,4.0,0.0,0.0,intermittent,C_C
DOORSTOP RETROSPOT HEART,194.66666666666666,4.0,0.0,0.0,intermittent,C_B
DOORSTOP RUSSIAN DOLL RETROSPOT,41.0,4.0,0.0,0.0,intermittent,C_C
DOUGHNUT LIP GLOSS ,72.0,35.0,10.0,0.08163265306122448,intermittent,A_A
DOVE DECORATION PAINTED ZINC ,544.0,72.0,33.94112549695428,0.22222222222222215,intermittent,A_B
DRAWER KNOB CERAMIC BLACK,42.5,12.0,6.0,0.25,intermittent,B_B
DRAWER KNOB CERAMIC IVORY,20.6,9.0,3.286335345030997,0.13333333333333336,intermittent,B_B
DRAWER KNOB CERAMIC RED,30.333333333333332,7.5,3.0,0.16000000000000003,intermittent,B_B
DRAWER KNOB CRACKLE GLAZE BLUE,12.0,12.0,8.48528137423857,0.4999999999999999,lumpy,C_B
DRAWER KNOB CRACKLE GLAZE GREEN,12.0,12.0,8.48528137423857,0.4999999999999999,lumpy,C_B
DRAWER KNOB CRACKLE GLAZE IVORY,55.0,10.0,3.4641016151377544,0.12,intermittent,B_B
DRAWER KNOB CRACKLE GLAZE PINK,36.666666666666664,9.0,6.0,0.4444444444444444,intermittent,B_B
EASTER CRAFT 4 CHICKS ,52.0,26.0,19.79898987322333,0.5798816568047337,lumpy,B_B
EASTER TIN BUCKET,25.25,13.333333333333334,8.94427190999916,0.45,intermittent,A_A
EASTER TIN BUNNY BOUQUET,30.166666666666668,10.285714285714286,6.676183683170242,0.4212962962962963,intermittent,B_B
EASTER TIN CHICKS IN GARDEN,52.0,30.0,25.45584412271571,0.72,lumpy,B_B
EASTER TIN CHICKS PINK DAISY,42.0,7.2,2.6832815729997477,0.1388888888888889,intermittent,B_B
EASTER TIN KEEPSAKE,17.75,16.8,17.69745744450315,1.1096938775510203,lumpy,B_B
EDWARDIAN PARASOL BLACK,34.285714285714285,11.181818181818182,12.392917960852301,1.2283504716580267,lumpy,A_A
EDWARDIAN PARASOL NATURAL,47.333333333333336,9.625,14.12267680009707,2.1529431607353686,lumpy,A_A
EDWARDIAN PARASOL PINK,50.0,9.5,16.17236700503221,2.898010576680936,lumpy,A_A
EDWARDIAN PARASOL RED,28.32,10.73076923076923,11.101559142058173,1.070301768990635,lumpy,A_A
EGG CUP MILKMAID HEIDI,25.0,12.0,0.0,0.0,intermittent,C_C
EGG CUP MILKMAID INGRID,25.0,12.0,0.0,0.0,intermittent,C_C
"ELEPHANT, BIRTHDAY CARD, ",54.22222222222222,15.6,5.796550698475775,0.13806706114398418,intermittent,A_B
ELVIS WALLHANGING / CURTAIN,55.0,16.666666666666668,5.773502691896257,0.11999999999999997,intermittent,B_B
EMBOSSED GLASS TEALIGHT HOLDER,71.0,12.0,0.0,0.0,intermittent,C_C
EMBROIDERED RIBBON REEL DAISY ,14.0,6.0,0.0,0.0,intermittent,C_C
EMBROIDERED RIBBON REEL EMILY ,26.0,6.0,0.0,0.0,intermittent,C_C
EMBROIDERED RIBBON REEL REBECCA ,19.0,6.0,0.0,0.0,intermittent,C_C
EMBROIDERED RIBBON REEL SALLY ,7.0,6.0,0.0,0.0,intermittent,C_C
EMBROIDERED RIBBON REEL SUSIE ,9.5,6.0,0.0,0.0,intermittent,C_B
EMERGENCY FIRST AID TIN ,77.0,10.875,3.181980515339464,0.08561236623067776,intermittent,A_B
EMPIRE GIFT WRAP,255.0,25.0,0.0,0.0,intermittent,B_C
EMPIRE UNION JACK TV DINNER TRAY,272.5,4.0,1.7320508075688772,0.18749999999999997,intermittent,C_B
ENAMEL BLUE RIM BISCUIT BIN,98.5,11.4,11.502173707608488,1.0180055401662051,lumpy,B_A
ENAMEL BLUE RIM COFFEE CONTAINER,55.57142857142857,10.5,8.332380897952964,0.6297376093294461,lumpy,A_B
ENAMEL BREAD BIN CREAM,82.5,3.3333333333333335,4.041451884327381,1.4700000000000002,lumpy,C_B
ENAMEL COLANDER CREAM,64.0,3.0,0.0,0.0,intermittent,C_B
ENAMEL FLOWER JUG CREAM,41.833333333333336,3.4615384615384617,1.126601424298216,0.10592592592592591,intermittent,B_A
ENAMEL MEASURING JUG CREAM,106.5,4.0,0.0,0.0,intermittent,C_B
ENAMEL PINK COFFEE CONTAINER,65.22222222222223,12.0,6.928203230275509,0.3333333333333333,intermittent,A_B
ENAMEL PINK SUGAR CONTAINER,109.0,12.0,10.392304845413264,0.7500000000000001,lumpy,B_B
ENAMEL PINK TEA CONTAINER,72.71428571428571,11.25,8.137216091163225,0.5231746031746033,lumpy,A_B
ENAMEL WASH BOWL CREAM,126.0,4.0,0.0,0.0,intermittent,C_B
ENAMEL WATERING CAN CREAM,106.0,4.0,0.0,0.0,intermittent,C_B
ENCHANTED BIRD COATHANGER 5 HOOK,97.2,6.0,2.1908902300206643,0.1333333333333333,intermittent,B_A
ENGLISH ROSE DESIGN PEG BAG,48.0,9.0,4.242640687119285,0.22222222222222215,intermittent,C_B
ENGLISH ROSE GARDEN SECATEURS,323.0,12.0,0.0,0.0,intermittent,C_B
ENGLISH ROSE HOT WATER BOTTLE,56.142857142857146,7.5,5.830951894845301,0.6044444444444446,lumpy,B_A
ENGLISH ROSE NOTEBOOK A7 SIZE,190.0,16.0,0.0,0.0,intermittent,B_C
ENGLISH ROSE SPIRIT LEVEL ,151.0,12.0,0.0,0.0,intermittent,C_C
ENVELOPE 50 BLOSSOM IMAGES,158.0,15.0,6.0,0.16000000000000003,intermittent,B_C
ENVELOPE 50 CURIOUS IMAGES,69.0,12.0,0.0,0.0,intermittent,C_C
FAIRY CAKE BIRTHDAY CANDLE SET,58.2,5.090909090909091,2.586679162731453,0.25816326530612244,intermittent,B_A
FAIRY CAKE DESIGN UMBRELLA,75.625,4.444444444444445,1.3333333333333333,0.09,intermittent,B_A
FAIRY CAKE FLANNEL ASSORTED COLOUR,121.75,10.8,4.024922359499621,0.13888888888888884,intermittent,B_B
FAIRY CAKE NOTEBOOK A5 SIZE,213.0,12.0,0.0,0.0,intermittent,C_C
FAIRY SOAP SOAP HOLDER,154.0,12.666666666666666,11.015141094572204,0.7562326869806095,lumpy,B_B
FAIRY TALE COTTAGE NIGHT LIGHT,2.0,12.0,0.0,0.0,intermittent,C_B
FAIRY TALE COTTAGE NIGHTLIGHT,53.833333333333336,12.0,0.0,0.0,intermittent,A_A
FAMILY ALBUM WHITE PICTURE FRAME,83.85714285714286,3.25,1.4880476182856899,0.20963651732882502,intermittent,B_A
"FANCY FONT BIRTHDAY CARD, ",165.66666666666666,18.0,6.928203230275509,0.1481481481481481,intermittent,B_C
FANCY FONTS BIRTHDAY WRAP,71.33333333333333,39.285714285714285,37.79644730092272,0.9256198347107438,lumpy,A_B
FAWN AND MUSHROOM GREETING CARD,27.266666666666666,17.25,12.36931687685298,0.5141776937618147,lumpy,A_B
FAWN BLUE HOT WATER BOTTLE,16.477272727272727,9.911111111111111,8.974261737734961,0.819884684078615,lumpy,A_A
"FEATHER PEN,HOT PINK",82.33333333333333,15.0,6.0,0.16000000000000003,intermittent,B_B
"FEATHER PEN,LIGHT PINK",162.75,16.8,6.572670690061994,0.15306122448979592,intermittent,A_B
FELT EGG COSY BLUE RABBIT ,361.0,12.0,0.0,0.0,intermittent,C_C
