antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
BLUE STRIPE CERAMIC DRAWER KNOB + RED STRIPE CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB,0.03234501347708895,0.04582210242587601,0.02021563342318059,0.6249999999999999,13.639705882352938,1.0,0.018733516902667082,2.5444743935309964,0.9576601671309193,0.34883720930232553,0.6069915254237287,0.5330882352941175
BLUE SPOT CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB,0.03234501347708895,0.04582210242587601,0.02021563342318059,0.6249999999999999,13.639705882352938,1.0,0.018733516902667082,2.5444743935309964,0.9576601671309193,0.34883720930232553,0.6069915254237287,0.5330882352941175
BLUE STRIPE CERAMIC DRAWER KNOB,WHITE SPOT RED CERAMIC DRAWER KNOB,0.03908355795148248,0.05525606469002695,0.02425876010781671,0.6206896551724138,11.232968881412953,1.0,0.022099156501333178,2.4906885567262926,0.9480286738351255,0.34615384615384615,0.5985045993408431,0.5298570227081582
RED SPOT CERAMIC DRAWER KNOB,ROUND SNACK BOXES SET OF4 WOODLAND ,0.04582210242587601,0.2722371967654987,0.02830188679245283,0.6176470588235294,2.268782760629004,1.0,0.01582740607813079,1.9033796392286961,0.5860909335485607,0.09767441860465115,0.47461873638344226,0.3608037274315667
PINK  SPOTTY CUP,PINK  SPOTTY PLATE  + PINK SPOTTY BOWL,0.03504043126684636,0.0215633423180593,0.0215633423180593,0.6153846153846154,28.53846153846154,1.0,0.020807753503679863,2.5439353099730457,1.0,0.6153846153846154,0.6069082432718796,0.8076923076923077
WHITE SPOT BLUE CERAMIC DRAWER KNOB,BLUE SPOT CERAMIC DRAWER KNOB,0.03504043126684636,0.03234501347708895,0.0215633423180593,0.6153846153846154,19.025641025641026,1.0,0.020429959096490147,2.5159029649595688,0.9818435754189945,0.4705882352941176,0.6025283908292265,0.641025641025641
RED STRIPE CERAMIC DRAWER KNOB,BLUE STRIPE CERAMIC DRAWER KNOB,0.05256064690026954,0.03908355795148248,0.03234501347708895,0.6153846153846154,15.745358090185677,1.0,0.030290756387994857,2.498382749326146,0.9884423897581791,0.5454545454545455,0.5997410723918438,0.7214854111405835
PINK  SPOTTY CUP,RED SPOTTY CUP + RED SPOTTY PLATE ,0.03504043126684636,0.03234501347708895,0.0215633423180593,0.6153846153846154,19.025641025641026,1.0,0.020429959096490147,2.5159029649595688,0.9818435754189945,0.4705882352941176,0.6025283908292265,0.641025641025641
ROUND SNACK BOXES SET OF4 WOODLAND  + STRAWBERRY LUNCH BOX WITH CUTLERY,ROUND SNACK BOXES SET OF 4 FRUITS ,0.03504043126684636,0.1752021563342318,0.0215633423180593,0.6153846153846154,3.512426035502959,1.0,0.01542418320122638,2.1444743935309973,0.7412709497206704,0.11428571428571428,0.5336852689793867,0.36923076923076925
PINK  SPOTTY CUP,BLUE  SPOTTY CUP + RED SPOTTY CUP,0.03504043126684636,0.029649595687331536,0.0215633423180593,0.6153846153846154,20.755244755244757,1.0,0.020524407698287575,2.5229110512129385,0.9863826815642458,0.5,0.6036324786324787,0.6713286713286714
LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG WOODLAND,0.04177897574123989,0.0876010781671159,0.025606469002695417,0.6129032258064516,6.9965260545905705,1.0,0.02194658568304502,2.357030548068284,0.8944407432082315,0.24675324675324672,0.5757373612236146,0.45260545905707195
ROUND CONTAINER SET OF 5 RETROSPOT,ROUND SNACK BOXES SET OF4 WOODLAND ,0.04851752021563342,0.2722371967654987,0.029649595687331536,0.6111111111111112,2.244774477447745,1.0,0.01644132198981408,1.8713900654601465,0.5827968065928405,0.10185185185185185,0.46563786008230457,0.36001100110011003
WOODLAND CHARLOTTE BAG + WOODLAND PARTY BAG + STICKER SET,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03773584905660377,0.2722371967654987,0.022911051212938006,0.6071428571428572,2.23019801980198,1.0,0.012637949448202207,1.8524871355060037,0.5732410611303345,0.07981220657276995,0.4601851851851852,0.34565063649222066
SET OF 72 RETRO SPOT PAPER  DOILIES,PACK OF 72 RETRO SPOT CAKE CASES,0.03773584905660377,0.04043126684636118,0.022911051212938006,0.6071428571428572,15.01666666666667,1.0,0.02138534303005645,2.44253859348199,0.9700115340253748,0.4146341463414634,0.5905898876404495,0.586904761904762
PLASTERS IN TIN CIRCUS PARADE  + PLASTERS IN TIN WOODLAND ANIMALS + ROUND SNACK BOXES SET OF4 WOODLAND ,ROUND SNACK BOXES SET OF 4 FRUITS ,0.03773584905660377,0.1752021563342318,0.022911051212938006,0.6071428571428572,3.465384615384616,1.0,0.016299649087117937,2.0994854202401374,0.7393310265282583,0.12056737588652483,0.5236928104575165,0.368956043956044
PLASTERS IN TIN WOODLAND ANIMALS + ROUND SNACK BOXES SET OF 4 FRUITS ,PLASTERS IN TIN CIRCUS PARADE ,0.0444743935309973,0.12129380053908356,0.026954177897574125,0.6060606060606061,4.9966329966329965,1.0,0.02155970967952863,2.2305618909392497,0.8370944992947814,0.1941747572815534,0.551682468860383,0.41414141414141414
CHARLOTTE BAG APPLES DESIGN,ROUND SNACK BOXES SET OF4 WOODLAND ,0.04043126684636118,0.2722371967654987,0.02425876010781671,0.6000000000000001,2.203960396039604,1.0,0.013251865359885498,1.8194070080862539,0.5692883895131086,0.08411214953271028,0.4503703703703704,0.3445544554455446
RED SPOTTY BOWL + RED SPOTTY CUP,BLUE  SPOTTY CUP,0.03369272237196765,0.03773584905660377,0.02021563342318059,0.6,15.9,1.0,0.018944209937445965,2.4056603773584904,0.9697814969781497,0.39473684210526316,0.5843137254901961,0.5678571428571428
BIG DOUGHNUT FRIDGE MAGNETS + STRAWBERRY CERAMIC TRINKET BOX,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03369272237196765,0.2722371967654987,0.02021563342318059,0.6,2.2039603960396037,1.0,0.011043221133237914,1.8194070080862534,0.5653184565318455,0.07075471698113207,0.4503703703703703,0.3371287128712871
BIG DOUGHNUT FRIDGE MAGNETS + STRAWBERRY CERAMIC TRINKET BOX,SAVE THE PLANET COTTON TOTE BAG,0.03369272237196765,0.0646900269541779,0.02021563342318059,0.6,9.274999999999999,1.0,0.01803605030477837,2.338274932614555,0.9232914923291492,0.2586206896551724,0.5723342939481267,0.45624999999999993
PLASTERS IN TIN CIRCUS PARADE  + PLASTERS IN TIN STRONGMAN + PLASTERS IN TIN WOODLAND ANIMALS,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03369272237196765,0.2722371967654987,0.02021563342318059,0.6,2.2039603960396037,1.0,0.011043221133237914,1.8194070080862534,0.5653184565318455,0.07075471698113207,0.4503703703703703,0.3371287128712871
PLASTERS IN TIN CIRCUS PARADE  + ROUND SNACK BOXES SET OF4 WOODLAND ,PLASTERS IN TIN WOODLAND ANIMALS,0.06334231805929919,0.13881401617250674,0.03773584905660377,0.5957446808510639,4.29167527370378,1.0,0.02894304749311615,2.1303021705206415,0.8188591983556012,0.22950819672131145,0.5305830253387941,0.43379467052261933
LUNCH BAG WOODLAND + ROUND SNACK BOXES SET OF4 WOODLAND ,ROUND SNACK BOXES SET OF 4 FRUITS ,0.0431266846361186,0.1752021563342318,0.025606469002695417,0.5937499999999999,3.388942307692307,1.0,0.01805058085890105,2.030271615177275,0.7366938472942919,0.13286713286713286,0.507455065359477,0.36995192307692304
PLASTERS IN TIN STRONGMAN + PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN SPACEBOY,0.0431266846361186,0.09838274932614555,0.025606469002695417,0.5937499999999999,6.035102739726026,1.0,0.02136354719887243,2.2193655401202563,0.8719051148999258,0.22093023255813954,0.5494207772795215,0.42701198630136983
GUMBALL COAT RACK + ROUND SNACK BOXES SET OF4 WOODLAND ,ROUND SNACK BOXES SET OF 4 FRUITS ,0.0431266846361186,0.1752021563342318,0.025606469002695417,0.5937499999999999,3.388942307692307,1.0,0.01805058085890105,2.030271615177275,0.7366938472942919,0.13286713286713286,0.507455065359477,0.36995192307692304
PLASTERS IN TIN WOODLAND ANIMALS + WOODLAND CHARLOTTE BAG,ROUND SNACK BOXES SET OF4 WOODLAND ,0.0431266846361186,0.2722371967654987,0.025606469002695417,0.5937499999999999,2.1810024752475243,1.0,0.013865781271568789,1.7914161310387722,0.5659006671608597,0.0883720930232558,0.4417824074074072,0.34390470297029696
"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED","HOOK, 5 HANGER , MAGIC TOADSTOOL",0.03638814016172507,0.0431266846361186,0.0215633423180593,0.5925925925925926,13.740740740740739,1.0,0.0199940424728097,2.3486890468022543,0.9622377622377623,0.372093023255814,0.5742305685967658,0.5462962962962963
RED RETROSPOT CHILDRENS UMBRELLA,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03638814016172507,0.2722371967654987,0.0215633423180593,0.5925925925925926,2.1767510084341763,1.0,0.011657137044921207,1.7863268806665031,0.561013986013986,0.07511737089201877,0.4401920438957475,0.33590025669233586
SET OF 3 CASES WOODLAND DESIGN,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03638814016172507,0.2722371967654987,0.0215633423180593,0.5925925925925926,2.1767510084341763,1.0,0.011657137044921207,1.7863268806665031,0.561013986013986,0.07511737089201877,0.4401920438957475,0.33590025669233586
PLASTERS IN TIN STRONGMAN,PLASTERS IN TIN WOODLAND ANIMALS,0.07277628032345014,0.13881401617250674,0.0431266846361186,0.5925925925925926,4.268967997123337,1.0,0.03302431688232431,2.113820142122029,0.8258539244186046,0.256,0.5269228539964064,0.45163610212153904
RED STRIPE CERAMIC DRAWER KNOB,ROUND SNACK BOXES SET OF4 WOODLAND ,0.05256064690026954,0.2722371967654987,0.03099730458221024,0.5897435897435898,2.166285859355166,1.0,0.016688341409899665,1.773921832884097,0.5682478817490259,0.10550458715596328,0.4362773029439696,0.3518024879411018
RED  HARMONICA IN BOX ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.04582210242587601,0.2722371967654987,0.026954177897574125,0.5882352941176471,2.160745486313337,1.0,0.014479697183252083,1.7674239507123606,0.5629943502824858,0.09259259259259259,0.43420479302832243,0.34362259755387303
RED SPOTTY PLATE ,RED SPOTTY BOWL + RED SPOTTY CUP,0.03908355795148248,0.03369272237196765,0.022911051212938006,0.5862068965517241,17.39862068965517,1.0,0.02159421974557,2.335242587601078,0.9808596650441384,0.45945945945945954,0.5717789640744481,0.6331034482758621
CARD CIRCUS PARADE,PLASTERS IN TIN CIRCUS PARADE ,0.03908355795148248,0.12129380053908356,0.022911051212938006,0.5862068965517241,4.83295019157088,1.0,0.018170457930413178,2.1235399820305476,0.8253444435277618,0.16666666666666666,0.5290882166278823,0.3875478927203065
RED SPOTTY PLATE ,PINK  SPOTTY CUP,0.03908355795148248,0.03504043126684636,0.022911051212938006,0.5862068965517241,16.72944297082228,1.0,0.021541546486875278,2.3319856244384543,0.9784671231746556,0.4473684210526315,0.5711808900019264,0.620026525198939
RED SPOTTY PLATE ,RED SPOTTY BOWL,0.03908355795148248,0.04177897574123989,0.022911051212938006,0.5862068965517241,14.031145717463847,1.0,0.021278180193401677,2.3157008086253366,0.9665044138272421,0.39534883720930236,0.5681652844463844,0.5672969966629589
BLUE STRIPE CERAMIC DRAWER KNOB,RED STRIPE CERAMIC DRAWER KNOB + WHITE SPOT RED CERAMIC DRAWER KNOB,0.03908355795148248,0.03504043126684636,0.022911051212938006,0.5862068965517241,16.72944297082228,1.0,0.021541546486875278,2.3319856244384543,0.9784671231746556,0.4473684210526315,0.5711808900019264,0.620026525198939
SPACEBOY LUNCH BOX ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.09029649595687332,0.2722371967654987,0.05256064690026954,0.582089552238806,2.1381705334712575,1.0,0.027978581963223163,1.741432422025414,0.5851471984805316,0.1695652173913043,0.4257600884466556,0.3875794295847495
PLASTERS IN TIN CIRCUS PARADE ,PLASTERS IN TIN WOODLAND ANIMALS,0.12129380053908356,0.13881401617250674,0.07008086253369272,0.5777777777777777,4.162243797195253,1.0,0.05324358294403557,2.0396510143282733,0.8646177442189712,0.3687943262411347,0.5097200486871848,0.5413160733549083
JUMBO BAG RED RETROSPOT + JUMBO BAG WOODLAND ANIMALS,WOODLAND CHARLOTTE BAG,0.03504043126684636,0.1752021563342318,0.02021563342318059,0.5769230769230769,3.2928994082840233,1.0,0.014076474306347671,1.9495221759372698,0.7216014897579144,0.10638297872340424,0.4870537958773253,0.34615384615384615
ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE GREEN,0.03504043126684636,0.026954177897574125,0.02021563342318059,0.5769230769230769,21.40384615384615,1.0,0.019271147405206294,2.2999264886057333,0.9878957169459962,0.48387096774193544,0.5652034945663754,0.6634615384615383
WHITE SPOT BLUE CERAMIC DRAWER KNOB,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03504043126684636,0.2722371967654987,0.02021563342318059,0.5769230769230769,2.1191926884996186,1.0,0.010676324641640207,1.720166625827003,0.5472998137802607,0.0704225352112676,0.4186609686609685,0.32559025133282554
PINK  SPOTTY CUP,BLUE  SPOTTY CUP + PINK SPOTTY BOWL,0.03504043126684636,0.02021563342318059,0.02021563342318059,0.5769230769230769,28.538461538461537,1.0,0.01950726890969987,2.315853957363391,1.0,0.5769230769230769,0.5681938419214898,0.7884615384615384
SET/3 RUSSIAN DOLL STACKING TINS,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03504043126684636,0.2722371967654987,0.02021563342318059,0.5769230769230769,2.1191926884996186,1.0,0.010676324641640207,1.720166625827003,0.5472998137802607,0.0704225352112676,0.4186609686609685,0.32559025133282554
PINK  SPOTTY CUP,BLUE  SPOTTY PLATE ,0.03504043126684636,0.022911051212938006,0.02021563342318059,0.5769230769230769,25.180995475113118,1.0,0.01941282030790244,2.309482969860328,0.9951582867783986,0.5357142857142857,0.5670026525198938,0.7296380090497737
PINK  SPOTTY CUP,BLUE SPOTTY BOWL,0.03504043126684636,0.03099730458221024,0.02021563342318059,0.5769230769230769,18.612040133779264,1.0,0.019129474502510152,2.290370007351139,0.9806331471135941,0.4411764705882353,0.5633893227773616,0.6145484949832776
PLASTERS IN TIN CIRCUS PARADE  + WOODLAND CHARLOTTE BAG,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03504043126684636,0.2722371967654987,0.02021563342318059,0.5769230769230769,2.1191926884996186,1.0,0.010676324641640207,1.720166625827003,0.5472998137802607,0.0704225352112676,0.4186609686609685,0.32559025133282554
CIRCUS PARADE LUNCH BOX ,SPACEBOY LUNCH BOX ,0.0444743935309973,0.09029649595687332,0.025606469002695417,0.5757575757575758,6.376300316598824,1.0,0.021590587107039327,2.1443011166730845,0.8824140746789398,0.23456790123456786,0.5336475869809203,0.4296698326549073
PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN WOODLAND ANIMALS,0.09838274932614555,0.13881401617250674,0.05660377358490566,0.5753424657534247,4.144700093097486,1.0,0.04294686902885042,2.0279540909486133,0.8415189693216599,0.31343283582089554,0.5068921902801896,0.49155472802234346
BLUE  SPOTTY CUP,RED SPOTTY BOWL,0.03773584905660377,0.04177897574123989,0.0215633423180593,0.5714285714285715,13.677419354838712,1.0,0.019986777195748363,2.235849056603774,0.9632352941176472,0.372093023255814,0.5527426160337554,0.5437788018433181
BLUE  SPOTTY CUP,BLUE SPOTTY BOWL,0.03773584905660377,0.03099730458221024,0.0215633423180593,0.5714285714285715,18.434782608695656,1.0,0.020393632711183444,2.2610062893081766,0.982843137254902,0.45714285714285713,0.5577190542420029,0.6335403726708075
SET OF 72 RETRO SPOT PAPER  DOILIES,SET/5 RED SPOTTY LID GLASS BOWLS,0.03773584905660377,0.04851752021563342,0.0215633423180593,0.5714285714285715,11.77777777777778,1.0,0.019732492498601435,2.2201257861635226,0.9509803921568627,0.3333333333333333,0.5495750708215299,0.507936507936508
BLUE  SPOTTY CUP,PINK  SPOTTY CUP + RED SPOTTY CUP,0.03773584905660377,0.02830188679245283,0.0215633423180593,0.5714285714285715,20.190476190476193,1.0,0.020495346590042214,2.267295597484277,0.9877450980392157,0.4848484848484849,0.5589459084604717,0.6666666666666667
LUNCH BAG APPLE DESIGN,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03773584905660377,0.2722371967654987,0.0215633423180593,0.5714285714285715,2.099009900990099,1.0,0.011290240553323502,1.69811320754717,0.5441176470588235,0.07476635514018691,0.41111111111111115,0.32531824611032534
RED RETROSPOT MINI CASES,ROUND SNACK BOXES SET OF4 WOODLAND ,0.04716981132075472,0.2722371967654987,0.026954177897574125,0.5714285714285714,2.0990099009900987,1.0,0.014112800691654376,1.6981132075471697,0.5495049504950494,0.09216589861751152,0.41111111111111104,0.3352192362093352
ROUND SNACK BOXES SET OF4 WOODLAND  + WOODLAND DESIGN  COTTON TOTE BAG,SAVE THE PLANET COTTON TOTE BAG,0.04986522911051213,0.0646900269541779,0.02830188679245283,0.5675675675675675,8.773648648648647,1.0,0.025076103777217543,2.1629043126684633,0.9325227963525835,0.328125,0.5376586961601371,0.5025337837837838
WOODLAND CHARLOTTE BAG + WOODLAND DESIGN  COTTON TOTE BAG,SAVE THE PLANET COTTON TOTE BAG,0.04043126684636118,0.0646900269541779,0.022911051212938006,0.5666666666666668,8.759722222222223,1.0,0.020295551470855343,2.1584076301057435,0.9231658955717119,0.2786885245901639,0.5366954851104708,0.4604166666666667
LUNCH BAG WOODLAND + WOODLAND CHARLOTTE BAG,ROUND SNACK BOXES SET OF4 WOODLAND ,0.04043126684636118,0.2722371967654987,0.022911051212938006,0.5666666666666668,2.0815181518151817,1.0,0.011904156465006793,1.6794526228488498,0.5414738929279577,0.07906976744186046,0.404567901234568,0.32541254125412544
PACK OF 72 RETRO SPOT CAKE CASES,SET OF 72 RETRO SPOT PAPER  DOILIES,0.04043126684636118,0.03773584905660377,0.022911051212938006,0.5666666666666668,15.01666666666667,1.0,0.02138534303005645,2.2206095791001457,0.9727362855254461,0.4146341463414634,0.5496732026143792,0.586904761904762
WOODLAND PARTY BAG + STICKER SET,ROUND SNACK BOXES SET OF4 WOODLAND ,0.09299191374663072,0.2722371967654987,0.05256064690026954,0.5652173913043479,2.076194575979337,1.0,0.027244788980027752,1.6738544474393535,0.5714938850154303,0.16810344827586207,0.40257648953301134,0.37914334911752046
RED STRIPE CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB,0.05256064690026954,0.04582210242587601,0.029649595687331536,0.5641025641025641,12.310708898944192,1.0,0.027241156341497083,2.1889963532582843,0.9697400750032329,0.4313725490196079,0.5431696363899754,0.605580693815988
PLASTERS IN TIN WOODLAND ANIMALS + WOODLAND CHARLOTTE BAG,PLASTERS IN TIN CIRCUS PARADE ,0.0431266846361186,0.12129380053908356,0.02425876010781671,0.5625,4.6375,1.0,0.019027760623651382,2.008471313053523,0.8197183098591548,0.17307692307692307,0.5021088957055214,0.38125
WHITE SPOT RED CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB,0.05525606469002695,0.04582210242587601,0.03099730458221024,0.5609756097560975,12.242467718794833,1.0,0.028465355526332996,2.17340521114106,0.972027538299324,0.4423076923076923,0.5398925175692434,0.6187230989956958
PACK OF 20 NAPKINS PANTRY DESIGN,ROUND SNACK BOXES SET OF4 WOODLAND ,0.04582210242587601,0.2722371967654987,0.025606469002695417,0.5588235294117647,2.05270821199767,1.0,0.013131988288373374,1.6495956873315365,0.5374665477252453,0.08755760368663593,0.3937908496732026,0.3264414676761794
RED  HARMONICA IN BOX ,BLUE HARMONICA IN BOX ,0.04582210242587601,0.03908355795148248,0.025606469002695417,0.5588235294117647,14.29817444219067,1.0,0.023815578207074927,2.1780772686433068,0.9747249479631283,0.43181818181818177,0.5408794653906444,0.6069979716024341
PACK OF 20 NAPKINS RED APPLES,ROUND SNACK BOXES SET OF4 WOODLAND ,0.04851752021563342,0.2722371967654987,0.026954177897574125,0.5555555555555556,2.0407040704070405,1.0,0.013745904200056669,1.637466307277628,0.5359773371104815,0.09174311926605505,0.3893004115226337,0.3272827282728273
MINI PAINT SET VINTAGE ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03638814016172507,0.2722371967654987,0.02021563342318059,0.5555555555555555,2.04070407040704,1.0,0.010309428150042498,1.6374663072776279,0.5292307692307691,0.07009345794392523,0.38930041152263356,0.31490649064906484
PLASTERS IN TIN STRONGMAN + ROUND SNACK BOXES SET OF4 WOODLAND ,ROUND SNACK BOXES SET OF 4 FRUITS ,0.03638814016172507,0.1752021563342318,0.02021563342318059,0.5555555555555555,3.1709401709401703,1.0,0.013840352801854097,1.855795148247978,0.7104895104895105,0.10563380281690139,0.4611474219317356,0.33547008547008544
RED SPOTTY CUP,RED SPOTTY BOWL,0.06064690026954178,0.04177897574123989,0.03369272237196765,0.5555555555555555,13.297491039426522,1.0,0.031158956996825072,2.15599730458221,0.9845050215208034,0.4901960784313725,0.5361775277387091,0.6810035842293907
PLASTERS IN TIN SPACEBOY + ROUND SNACK BOXES SET OF 4 FRUITS ,PLASTERS IN TIN STRONGMAN,0.03638814016172507,0.07277628032345014,0.02021563342318059,0.5555555555555555,7.633744855967076,1.0,0.017567439934321895,2.0862533692722365,0.9018181818181819,0.22727272727272718,0.520671834625323,0.41666666666666663
WRAP RED APPLES ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03638814016172507,0.2722371967654987,0.02021563342318059,0.5555555555555555,2.04070407040704,1.0,0.010309428150042498,1.6374663072776279,0.5292307692307691,0.07009345794392523,0.38930041152263356,0.31490649064906484
PLASTERS IN TIN STRONGMAN + ROUND SNACK BOXES SET OF4 WOODLAND ,PLASTERS IN TIN CIRCUS PARADE  + PLASTERS IN TIN WOODLAND ANIMALS,0.03638814016172507,0.07008086253369272,0.02021563342318059,0.5555555555555555,7.927350427350426,1.0,0.017665521174649992,2.092318059299191,0.9068531468531468,0.23437499999999997,0.522061191626409,0.42200854700854695
BLUE STRIPE CERAMIC DRAWER KNOB,RED SPOT CERAMIC DRAWER KNOB,0.03908355795148248,0.04582210242587601,0.0215633423180593,0.5517241379310345,12.040567951318458,1.0,0.01977245152243881,2.1285506945884305,0.9542426367461431,0.3404255319148936,0.5301967660237678,0.511156186612576
BLUE HARMONICA IN BOX ,ROUND SNACK BOXES SET OF4 WOODLAND ,0.03908355795148248,0.2722371967654987,0.0215633423180593,0.5517241379310345,2.0266302492318196,1.0,0.010923344061725794,1.6234708687538877,0.5271739130434782,0.07441860465116278,0.3840357598978288,0.3154660293615568
RED SPOTTY PLATE ,PINK  SPOTTY CUP + RED SPOTTY CUP,0.03908355795148248,0.02830188679245283,0.0215633423180593,0.5517241379310345,19.494252873563216,1.0,0.020457203885470173,2.167634252539913,0.987289621318373,0.4705882352941176,0.5386675594241714,0.6568144499178983
LUNCH BOX WITH CUTLERY RETROSPOT ,ROUND SNACK BOXES SET OF 4 FRUITS ,0.06873315363881402,0.1752021563342318,0.03773584905660377,0.5490196078431372,3.1336349924585214,1.0,0.025693652327431503,1.8288995663893117,0.7311350010336986,0.1830065359477124,0.4532231193130847,0.3822021116138763
RED SPOTTY BOWL,BLUE SPOTTY BOWL + RED SPOTTY CUP,0.04177897574123989,0.025606469002695417,0.022911051212938006,0.5483870967741936,21.415959252971142,1.0,0.02184123916565558,2.1575856757797465,0.9948705220484818,0.5151515151515151,0.5365189845179138,0.7215619694397284
PLASTERS IN TIN CIRCUS PARADE  + ROUND SNACK BOXES SET OF 4 FRUITS  + ROUND SNACK BOXES SET OF4 WOODLAND ,PLASTERS IN TIN WOODLAND ANIMALS,0.04177897574123989,0.13881401617250674,0.022911051212938006,0.5483870967741936,3.950516755402443,1.0,0.017111543798722765,1.9069118213323066,0.7794324480847191,0.1452991452991453,0.4755919026705034,0.356717820231757
RED SPOTTY BOWL,RED SPOTTY PLATE ,0.04177897574123989,0.03908355795148248,0.022911051212938006,0.5483870967741936,14.03114571746385,1.0,0.021278180193401677,2.127743550250289,0.9692231322908912,0.39534883720930236,0.5300185495181651,0.5672969966629589
RED SPOTTY BOWL,RED SPOTTY CUP + RED SPOTTY PLATE ,0.04177897574123989,0.03234501347708895,0.022911051212938006,0.5483870967741936,16.95430107526882,1.0,0.021559709679528628,2.1426646130150178,0.9820468271696864,0.4473684210526315,0.5332914008446402,0.6283602150537635
PLASTERS IN TIN SPACEBOY + PLASTERS IN TIN WOODLAND ANIMALS,ROUND SNACK BOXES SET OF4 WOODLAND ,0.05660377358490566,0.2722371967654987,0.03099730458221024,0.5476190476190476,2.011551155115511,1.0,0.015587651935106542,1.6087388282025818,0.5330434782608694,0.10407239819004524,0.37839506172839493,0.3307402168788307
PLASTERS IN TIN SPACEBOY + PLASTERS IN TIN WOODLAND ANIMALS,PLASTERS IN TIN CIRCUS PARADE ,0.05660377358490566,0.12129380053908356,0.03099730458221024,0.5476190476190476,4.514814814814814,1.0,0.024131617759243246,1.9424031777557098,0.8252173913043477,0.2110091743119266,0.4851738241308793,0.40158730158730155
SAVE THE PLANET COTTON TOTE BAG + WOODLAND DESIGN  COTTON TOTE BAG,BIG DOUGHNUT FRIDGE MAGNETS,0.0444743935309973,0.06199460916442048,0.02425876010781671,0.5454545454545454,8.798418972332016,1.0,0.021501587463037902,2.0636118598382747,0.927597555242125,0.2950819672131148,0.5154127481713688,0.46837944664031617
BIG DOUGHNUT FRIDGE MAGNETS,STRAWBERRY CERAMIC TRINKET BOX,0.06199460916442048,0.06873315363881402,0.03369272237196765,0.5434782608695652,7.907075873827791,1.0,0.02943163737549131,2.039917853934026,0.9312643678160919,0.3472222222222222,0.5097841817152204,0.5168371696504688
SKULL LUNCH BOX WITH CUTLERY ,STRAWBERRY LUNCH BOX WITH CUTLERY,0.04716981132075472,0.07681940700808626,0.025606469002695417,0.5428571428571428,7.0666666666666655,1.0,0.021982912068351724,2.019457547169811,0.9009900990099009,0.2602739726027397,0.5048175182481751,0.4380952380952381
ROUND SNACK BOXES SET OF4 WOODLAND  + WOODLAND CHARLOTTE BAG,ROUND SNACK BOXES SET OF 4 FRUITS ,0.0876010781671159,0.1752021563342318,0.04716981132075472,0.5384615384615385,3.073372781065089,1.0,0.03182191352867242,1.7870619946091646,0.7393964971512978,0.21875000000000003,0.4404223227752641,0.4038461538461539
PLASTERS IN TIN CIRCUS PARADE  + PLASTERS IN TIN STRONGMAN,ROUND SNACK BOXES SET OF4 WOODLAND ,0.05256064690026954,0.2722371967654987,0.02830188679245283,0.5384615384615384,1.9779131759329776,1.0,0.013992923620142253,1.5768194070080863,0.5218451534241006,0.09545454545454543,0.36581196581196573,0.3212109672505712
PLASTERS IN TIN CIRCUS PARADE  + PLASTERS IN TIN WOODLAND ANIMALS,ROUND SNACK BOXES SET OF4 WOODLAND ,0.07008086253369272,0.2722371967654987,0.03773584905660377,0.5384615384615384,1.9779131759329776,1.0,0.018657231493523004,1.5768194070080863,0.5316770186335403,0.1238938053097345,0.36581196581196573,0.33853769992383853
RED RETROSPOT CUP,ROUND SNACK BOXES SET OF4 WOODLAND ,0.05256064690026954,0.2722371967654987,0.02830188679245283,0.5384615384615384,1.9779131759329776,1.0,0.013992923620142253,1.5768194070080863,0.5218451534241006,0.09545454545454543,0.36581196581196573,0.3212109672505712
BLUE  SPOTTY CUP,PINK SPOTTY BOWL,0.03773584905660377,0.025606469002695417,0.02021563342318059,0.5357142857142857,20.92105263157895,1.0,0.019249351574022276,2.0986937590711174,0.9895424836601308,0.46875,0.5235131396957123,0.6625939849624061
BLUE  SPOTTY CUP,RED SPOTTY BOWL + RED SPOTTY CUP,0.03773584905660377,0.03369272237196765,0.02021563342318059,0.5357142857142857,15.9,1.0,0.018944209937445965,2.081277213352685,0.9738562091503268,0.39473684210526316,0.5195258019525801,0.5678571428571428
