Description,availability,no_suppliers,standard,price_fluctuation,total_qty,total_spend,primary_supplier,risk_index,category
Heart Shaped Balloons,0.12162162162162163,0.0,0.12162162162162163,0.13513513513513514,812,664.041,Northstar Trading,0.3783783783783784,Leverage
Ivory Hanging Decoration Heart,0.21686746987951808,0.0,0.09036144578313253,0.40963855421686746,1250,663.1714000000001,Reliable Imports,0.7168674698795181,Leverage
Regency Tea Strainer,0.20588235294117646,0.5,0.0,0.20588235294117646,289,663.1324999999999,Evergreen Supply,0.9117647058823528,Strategic
Childrens Cutlery Circus Parade,0.5,0.0,0.0,0.0,257,662.0844999999999,Apex Merchants,0.5,Leverage
T-Lights Santa,0.5,0.0,0.08620689655172414,0.5,391,661.2307,Reliable Imports,1.0862068965517242,Strategic
Set/20 Fruit Salad Paper Napkins,0.0,0.5,0.5,0.5,6363,660.7899,Prime Supply Partners,1.5,Strategic
Round Snack Boxes Skulls,0.2532467532467532,0.0,0.11688311688311688,0.21428571428571427,338,659.5024,Reliable Imports,0.5844155844155844,Leverage
Classic Glass Cookie Jar,0.5,0.5,0.0,0.2857142857142857,230,657.706,Gulf Source Co.,1.2857142857142856,Strategic
Small Red Retrospot Mug In Box,0.0,0.0,0.3137254901960784,0.5,449,657.1745,Prime Supply Partners,0.8137254901960784,Strategic
Handbag Gift Boxes,0.16037735849056603,0.0,0.0,0.0,357,656.8643999999999,ValueLink Distribution,0.16037735849056603,Leverage
Antique Glass Heart Decoration,0.3333333333333333,0.0,0.16666666666666666,0.1388888888888889,502,654.6439999999999,Northstar Trading,0.6388888888888888,Leverage
Periwinkle T-Light Holder,0.5,0.5,0.0,0.5,3060,654.6324000000001,Northstar Trading,1.5,Strategic
Christmas Toilet Roll,0.5,0.0,0.1056338028169014,0.5,927,653.2321,Summit Procurement,1.1056338028169015,Strategic
Herb Marker Basil,0.275,0.5,0.0,0.5,1832,652.6804,Gulf Source Co.,1.275,Strategic
Noel Wooden Block Letters,0.5,0.0,0.0,0.5,220,652.1263,Summit Procurement,1.0,Strategic
Antique Silver Bauble Lamp,0.5,0.5,0.0,0.5,102,651.168,Metro Wholesale,1.5,Strategic
Ceramic Cake Spotted Mug,0.2702702702702703,0.0,0.0,0.0,686,650.4152,Gulf Source Co.,0.2702702702702703,Leverage
Gymkhana Treasure Book Box,0.5,0.5,0.0,0.2631578947368421,503,648.897,Apex Merchants,1.263157894736842,Strategic
Pink Drawer Knob Acrylic Edwardian,0.22093023255813954,0.0,0.13953488372093023,0.36046511627906974,815,648.6613000000001,Evergreen Supply,0.7209302325581395,Leverage
Pig Keyring With Light & Sound,0.3181818181818182,0.0,0.0,0.5,950,648.5234,Gulf Source Co.,0.8181818181818181,Strategic
White Dove Honeycomb Paper Garland,0.08823529411764706,0.0,0.08823529411764706,0.5,782,648.1134,Prime Supply Partners,0.6764705882352942,Leverage
Vintage Cream Cat Food Container,0.0,0.5,0.0,0.23148148148148148,202,647.9114000000001,Northstar Trading,0.7314814814814815,Leverage
Jingle Bell Heart Decoration,0.12931034482758622,0.0,0.11206896551724138,0.3448275862068966,675,647.6268,Northstar Trading,0.5862068965517242,Leverage
Lunch Bag Paisley Park,0.2909090909090909,0.0,0.0,0.0,584,646.52,Evergreen Supply,0.2909090909090909,Leverage
Embossed Glass Tealight Holder,0.5,0.0,0.0,0.5,820,646.271,Prime Supply Partners,1.0,Strategic
White Lovebird Lantern,0.5,0.0,0.13636363636363635,0.5,376,645.2189999999999,Prime Supply Partners,1.1363636363636362,Strategic
Birdhouse Garden Marker,0.5,0.0,0.36363636363636365,0.0,743,644.3909000000001,Summit Procurement,0.8636363636363636,Strategic
Giant S Christmas Cracker,0.2807017543859649,0.0,0.12280701754385964,0.5,443,643.3207,Northstar Trading,0.9035087719298245,Strategic
T-Lights Snowmen,0.5,0.0,0.0,0.5,352,642.7694,Prime Supply Partners,1.0,Strategic
Apron Apple Delight,0.5,0.0,0.0,0.5,219,642.5307,Summit Procurement,1.0,Strategic
Flamingo Lights,0.5,0.0,0.0,0.5,212,641.4431999999999,Metro Wholesale,1.0,Strategic
Feltcraft Princess Olivia Doll,0.5,0.0,0.0,0.2785714285714286,260,640.588,Prime Supply Partners,0.7785714285714286,Leverage
Jumbo Bag Vintage Christmas,0.5,0.0,0.0,0.5,592,640.3760000000001,Reliable Imports,1.0,Strategic
Vintage Union Jack Doorstop,0.13114754098360656,0.0,0.1885245901639344,0.5,175,639.3025,Apex Merchants,0.819672131147541,Strategic
Vintage Rose Cutlery,0.0,0.0,0.2903225806451613,0.2903225806451613,85,638.8977,Evergreen Supply,0.5806451612903226,Leverage
Lucky Cat Magnets,0.1794871794871795,0.0,0.0,0.19230769230769232,457,638.33,Gulf Source Co.,0.3717948717948718,Leverage
Pink Vintage Paisley Picnic Bag,0.0,0.0,0.0,0.34415584415584416,511,637.591,Summit Procurement,0.34415584415584416,Leverage
Woodland Cotton Tote Bag,0.10784313725490197,0.0,0.0,0.20588235294117646,398,636.9836,Northstar Trading,0.3137254901960784,Leverage
Rose Caravan Doorstop,0.10483870967741936,0.0,0.0,0.10483870967741936,174,636.3353999999999,Evergreen Supply,0.20967741935483872,Leverage
Grow Your Own Basil In Enamel,0.3382352941176471,0.0,0.16176470588235295,0.22794117647058823,432,635.9472,Apex Merchants,0.7279411764705882,Leverage
Big Doughnut Fridge Magnets,0.11206896551724138,0.0,0.22413793103448276,0.27586206896551724,1184,632.866,Northstar Trading,0.6120689655172413,Leverage
Cupcake Lace Paper,0.0,0.0,0.3541666666666667,0.3854166666666667,554,632.631,Northstar Trading,0.7395833333333334,Leverage
Spaceboy Birthday Card,0.5,0.0,0.24806201550387597,0.5,2703,631.0871999999999,Evergreen Supply,1.248062015503876,Strategic
Airline Bag Vintage Tokyo,0.0,0.0,0.12962962962962962,0.10493827160493827,221,628.5212,Prime Supply Partners,0.2345679012345679,Leverage
Black Bird Garden Mug,0.19047619047619047,0.5,0.0,0.5,6092,628.4352,ValueLink Distribution,1.1904761904761905,Strategic
Spaceboy Gift Wrap,0.125,0.0,0.0,0.27631578947368424,2675,627.8475000000001,Apex Merchants,0.40131578947368424,Leverage
Doormat Merry Christmas Red,0.5,0.0,0.1511627906976744,0.5,151,625.7144,ValueLink Distribution,1.1511627906976745,Strategic
Storage Tin Vintage Doily,0.0,0.0,0.18269230769230768,0.18269230769230768,316,625.4046,Apex Merchants,0.36538461538461536,Leverage
Mini Cake Stand With Hanging Cakes,0.15789473684210525,0.0,0.0,0.17543859649122806,699,624.8088,Metro Wholesale,0.3333333333333333,Leverage
Woodland Height Chart Stickers,0.1875,0.0,0.0,0.3125,371,624.7121000000001,Metro Wholesale,0.5,Leverage
Ceramic Bowl With Strawberry,0.3163265306122449,0.0,0.0,0.5,350,623.5298,Global Goods Ltd.,0.8163265306122449,Strategic
Sweetheart Cream Steel Table Rect,0.0,0.5,0.0,0.14814814814814814,50,623.4399999999999,Reliable Imports,0.6481481481481481,Leverage
Tropical Honeycomb Paper Garland,0.2,0.0,0.2,0.0,473,623.2299,Northstar Trading,0.4,Leverage
Green Metal Box Army Supplies,0.12903225806451613,0.0,0.0,0.3870967741935484,109,623.2185,Reliable Imports,0.5161290322580645,Leverage
Man Flu Metal Sign,0.13333333333333333,0.0,0.25,0.36666666666666664,506,621.3198,Summit Procurement,0.75,Leverage
Sweetheart Key Cabinet,0.12295081967213115,0.0,0.19672131147540983,0.3770491803278688,160,621.264,Metro Wholesale,0.6967213114754098,Leverage
Fancy Fonts Birthday Wrap,0.5,0.0,0.056962025316455694,0.5,2850,620.745,Reliable Imports,1.0569620253164556,Strategic
Tier Sweetheart Garden Shelf,0.5,0.5,0.2608695652173913,0.2608695652173913,29,620.6402,Gulf Source Co.,1.5217391304347827,Strategic
Zinc Star T-Light Holder,0.5,0.5,0.0,0.5,791,618.7778999999999,Gulf Source Co.,1.5,Strategic
Spaceboy Mini Backpack,0.38372093023255816,0.0,0.38372093023255816,0.38372093023255816,242,618.1284,Summit Procurement,1.1511627906976745,Strategic
Incense,0.0,0.5,0.26,0.0,5256,617.832,Reliable Imports,0.76,Leverage
Pizza Slice Dish,0.23076923076923078,0.5,0.2692307692307692,0.2692307692307692,936,616.7952,Gulf Source Co.,1.2692307692307692,Strategic
Button Box,0.16304347826086957,0.0,0.18478260869565216,0.0,490,616.7909999999999,ValueLink Distribution,0.34782608695652173,Leverage
Small White Heart Wicker,0.27956989247311825,0.0,0.16129032258064516,0.22043010752688172,658,616.6757,Evergreen Supply,0.6612903225806451,Leverage
Decoration Hen On Nest Hanging,0.3181818181818182,0.0,0.0,0.0,682,615.1798,Apex Merchants,0.3181818181818182,Leverage
Coloured Pencils,0.0,0.0,0.16129032258064516,0.0,1258,615.1458,Evergreen Supply,0.16129032258064516,Leverage
Cream Sweetheart Magazine Rack,0.0,0.5,0.22857142857142856,0.2714285714285714,57,614.8302,Evergreen Supply,1.0,Strategic
Knick Knack Tins Leaf,0.0,0.0,0.0,0.2702702702702703,235,614.7470999999999,Global Goods Ltd.,0.2702702702702703,Leverage
Fairy Cake Baking Cases,0.5,0.0,0.0,0.40131578947368424,1132,613.7892,Metro Wholesale,0.9013157894736843,Strategic
Red Star Card Holder,0.0,0.0,0.0,0.14705882352941177,412,611.884,Prime Supply Partners,0.14705882352941177,Leverage
Vintage Doily Deluxe Sewing Kit,0.0,0.5,0.2236842105263158,0.2236842105263158,172,611.6748,Metro Wholesale,0.9473684210526316,Strategic
Heart Decoration With Pearls,0.5,0.0,0.1056338028169014,0.11971830985915492,1139,611.3129,Gulf Source Co.,0.7253521126760563,Leverage
Bottle Bag Retrospot,0.34615384615384615,0.0,0.1346153846153846,0.34615384615384615,501,610.74,Reliable Imports,0.8269230769230769,Strategic
Glass Heart T-Light Holder,0.1875,0.0,0.19791666666666666,0.5,1234,610.5658,Prime Supply Partners,0.8854166666666666,Strategic
Vintage Red Teatime Mug,0.19230769230769232,0.0,0.16666666666666666,0.3076923076923077,1402,609.5316,Summit Procurement,0.6666666666666667,Leverage
Doilies Dolly Girl,0.5,0.0,0.1323529411764706,0.0,805,609.0966999999999,Reliable Imports,0.6323529411764706,Leverage
Dolly Girl Beaker,0.5,0.0,0.12121212121212122,0.24242424242424243,830,608.0749999999999,Gulf Source Co.,0.8636363636363636,Strategic
Peg Bag Apples,0.0,0.0,0.16346153846153846,0.2980769230769231,409,607.9821000000001,Evergreen Supply,0.46153846153846156,Leverage
Folkart Zinc Heart Christmas Dec,0.5,0.0,0.17391304347826086,0.5,1363,607.888,Evergreen Supply,1.1739130434782608,Strategic
Classic French Style Basket Natural,0.0,0.0,0.38571428571428573,0.0,188,607.88,Summit Procurement,0.38571428571428573,Leverage
Beaded Chandelier T-Light Holder,0.13636363636363635,0.5,0.0,0.5,427,607.6007,Evergreen Supply,1.1363636363636362,Strategic
Chalkboard Kitchen Organiser,0.0,0.5,0.0,0.5,41,606.6585,Northstar Trading,1.0,Strategic
Alphabet Stencil Craft,0.0,0.5,0.2727272727272727,0.5,801,604.5588,ValueLink Distribution,1.2727272727272727,Strategic
Fork Candles,0.5,0.0,0.0,0.0,295,604.455,Prime Supply Partners,0.5,Leverage
Charlie + Lola Red Hot Water,0.0,0.0,0.13768115942028986,0.16666666666666666,408,602.3362,Evergreen Supply,0.30434782608695654,Leverage
Doormat Vintage Leaf,0.0,0.0,0.18604651162790697,0.0,146,602.0767,Metro Wholesale,0.18604651162790697,Leverage
Picnic Boxes Retrospot,0.5,0.0,0.0,0.35106382978723405,172,601.9484,Gulf Source Co.,0.851063829787234,Strategic
Garden Metal Sign,0.16666666666666666,0.0,0.23958333333333334,0.09375,696,601.9176,Northstar Trading,0.5,Leverage
Love Large Wood Letters,0.5,0.0,0.0,0.3125,76,601.7452,Metro Wholesale,0.8125,Strategic
Spaceboy Tv Dinner Tray,0.3125,0.0,0.0,0.5,197,601.2501,Apex Merchants,0.8125,Strategic
Vintage Doily Jumbo Bag Red,0.0,0.0,0.18478260869565216,0.15217391304347827,527,600.797,Metro Wholesale,0.33695652173913043,Leverage
Ceramic Strawberry Mug,0.08461538461538462,0.0,0.0,0.23846153846153847,720,600.6679999999999,Reliable Imports,0.3230769230769231,Leverage
Hanging Mini Coloured Bottles,0.21739130434782608,0.5,0.0,0.21739130434782608,1637,600.4407,Gulf Source Co.,0.9347826086956521,Strategic
Ribbon Reel Christmas Sock Bauble,0.5,0.0,0.13194444444444445,0.5,619,599.0804,Summit Procurement,1.1319444444444444,Strategic
Cacti T-Light Candles,0.2753623188405797,0.0,0.0,0.37681159420289856,2500,598.6827999999999,Summit Procurement,0.6521739130434783,Leverage
Traditional Biscuit Cutters,0.5,0.0,0.3,0.14444444444444443,446,597.9984000000001,Gulf Source Co.,0.9444444444444444,Strategic
Dolly Girl Mini Backpack,0.5,0.0,0.0,0.14285714285714285,244,596.3276,Summit Procurement,0.6428571428571428,Leverage
Pencil Small Tube Woodland,0.0,0.0,0.125,0.23809523809523808,1705,595.8374,Northstar Trading,0.3630952380952381,Leverage
Inflatable Political Globe,0.5,0.0,0.16666666666666666,0.14814814814814814,1218,595.7724,Summit Procurement,0.8148148148148148,Strategic
Slate Tile Natural Hanging,0.13076923076923078,0.0,0.0,0.25384615384615383,643,595.5654,Summit Procurement,0.3846153846153846,Leverage
Asstd Racing Car Pen,0.16666666666666666,0.0,0.0,0.0,630,593.0366,ValueLink Distribution,0.16666666666666666,Leverage
Poppy S Playhouse Bedroom,0.09659090909090909,0.0,0.0,0.0,444,592.9572000000001,Summit Procurement,0.09659090909090909,Leverage
Round Cake Tin Vintage Red,0.15625,0.0,0.0,0.140625,141,592.3530000000001,Evergreen Supply,0.296875,Leverage
Rose Wick Morris Box Candle,0.0,0.0,0.0,0.0,501,591.6241,Prime Supply Partners,0.0,Leverage
Knick Knack Tins Poppies,0.0,0.5,0.19444444444444445,0.3055555555555556,227,591.4724,Apex Merchants,1.0,Strategic
Blue Savannah Picnic Hamper For,0.19047619047619047,0.5,0.0,0.19047619047619047,136,591.4586,Prime Supply Partners,0.8809523809523809,Strategic
Sewing Box Retrospot,0.25,0.0,0.5,0.32894736842105265,72,589.98,Reliable Imports,1.0789473684210527,Strategic
Bubblegum Ring,0.32558139534883723,0.0,0.32558139534883723,0.5,2809,589.89,Prime Supply Partners,1.1511627906976745,Strategic
Queens Guard Coffee Mug,0.0,0.0,0.16304347826086957,0.16304347826086957,361,588.5536000000001,Metro Wholesale,0.32608695652173914,Leverage
Swallow Giant Tube Matches,0.2222222222222222,0.5,0.5,0.0,446,588.4968,Summit Procurement,1.2222222222222223,Strategic
Pizza Plate In Box,0.0,0.0,0.0,0.1875,233,588.4825,ValueLink Distribution,0.1875,Leverage
Ceramic Heart Fairy Cake Money Bank,0.0,0.0,0.0,0.0,696,588.288,Reliable Imports,0.0,Leverage
Wall Art Buffalo Bill,0.18181818181818182,0.5,0.5,0.3181818181818182,326,587.9796,Global Goods Ltd.,1.5,Strategic
Woolly Hat Sock Glove Advent String,0.08108108108108109,0.0,0.5,0.08108108108108109,416,586.6016,Metro Wholesale,0.6621621621621623,Leverage
Cosy Hour Giant Tube Matches,0.2653061224489796,0.5,0.2653061224489796,0.23469387755102042,347,586.1318,Metro Wholesale,1.2653061224489797,Strategic
Parisienne Jewellery Drawer,0.34444444444444444,0.0,0.3888888888888889,0.0,131,583.6899,Gulf Source Co.,0.7333333333333334,Leverage
Vintage Billboard Drink Me Mug,0.0,0.0,0.0,0.34210526315789475,1043,583.14,Reliable Imports,0.34210526315789475,Leverage
Pink Polkadot Wrap,0.0,0.0,0.13924050632911392,0.14556962025316456,2625,579.8875,Northstar Trading,0.28481012658227844,Leverage
Dairy Maid Large Milk Jug,0.1388888888888889,0.0,0.18518518518518517,0.17592592592592593,182,579.1968,Northstar Trading,0.5,Leverage
Baking Mould Toffee Cup Chocolate,0.25,0.5,0.0,0.5,422,578.9874,Summit Procurement,1.25,Strategic
Tea Cosy Vintage Union Jack,0.0,0.5,0.0,0.25,272,578.597,Gulf Source Co.,0.75,Leverage
Mint Diner Wall Clock,0.3055555555555556,0.0,0.19444444444444445,0.3611111111111111,116,578.0188,Apex Merchants,0.8611111111111112,Strategic
Regency Milk Jug Pink,0.16,0.0,0.5,0.15,304,577.16,Gulf Source Co.,0.81,Strategic
English Rose Placemats,0.0,0.0,0.0,0.16,275,577.122,Gulf Source Co.,0.16,Leverage
Office Mug Warmer Black+Silver,0.5,0.0,0.0,0.175,336,577.1193,Evergreen Supply,0.675,Leverage
Foil Star Cake Cases,0.13513513513513514,0.0,0.1891891891891892,0.0,439,577.0874,Metro Wholesale,0.32432432432432434,Leverage
Red Baby Bunting,0.17796610169491525,0.0,0.1864406779661017,0.0,332,576.85,Prime Supply Partners,0.364406779661017,Leverage
Recycled Acapulco Mat Turquoise,0.2159090909090909,0.5,0.0,0.5,115,576.84,ValueLink Distribution,1.2159090909090908,Strategic
Christmas Metal Tags,0.5,0.0,0.17647058823529413,0.5,1400,576.5986,Prime Supply Partners,1.1764705882352942,Strategic
Swallow Cigar Box Matches,0.5,0.5,0.19642857142857142,0.0,799,576.2844,Gulf Source Co.,1.1964285714285714,Strategic
Set/4 Blue Flower Candles In Bowl,0.0,0.0,0.17391304347826086,0.0,598,575.355,Gulf Source Co.,0.17391304347826086,Leverage
Pink Heart Shape Love Bucket,0.14583333333333334,0.0,0.0,0.14583333333333334,554,574.9182,Gulf Source Co.,0.2916666666666667,Leverage
Piccadilly Tea,0.24,0.5,0.0,0.26,63,573.831,Gulf Source Co.,1.0,Strategic
Ant White Wire Heart Spiral,0.35,0.0,0.15,0.0,260,573.6155,ValueLink Distribution,0.5,Leverage
Antique Glass Pedestal Bowl,0.0,0.5,0.3111111111111111,0.3111111111111111,236,572.6969,Summit Procurement,1.1222222222222222,Strategic
Childrens Apron Apples,0.3359375,0.0,0.0,0.1171875,466,571.8502,Northstar Trading,0.453125,Leverage
Circus Parade Baby Gift,0.2777777777777778,0.5,0.0,0.2777777777777778,64,569.1936000000001,Summit Procurement,1.0555555555555556,Strategic
Parisienne Sewing Box,0.0,0.0,0.25,0.40625,76,568.5232000000001,ValueLink Distribution,0.65625,Leverage
Cosy Hour Cigar Box Matches,0.0,0.0,0.23015873015873015,0.25396825396825395,629,567.6725,Metro Wholesale,0.4841269841269841,Leverage
Wall Tidy Retrospot,0.14423076923076922,0.0,0.16346153846153846,0.16346153846153846,651,566.431,Global Goods Ltd.,0.47115384615384615,Leverage
Blue Spotty Cup,0.25,0.0,0.0,0.2784090909090909,1068,566.3724,Summit Procurement,0.5284090909090908,Leverage
Glass Apothecary Bottle Perfume,0.17073170731707318,0.0,0.0,0.15853658536585366,238,564.4576000000001,Northstar Trading,0.32926829268292684,Leverage
Poppy S Playhouse Kitchen,0.16494845360824742,0.0,0.39690721649484534,0.1134020618556701,423,564.0704999999999,Metro Wholesale,0.6752577319587629,Leverage
Small White Retrospot Mug In Box,0.22826086956521738,0.0,0.0,0.3695652173913043,254,564.0118,Gulf Source Co.,0.5978260869565217,Leverage
Green Spotty Plate,0.0,0.0,0.3854166666666667,0.11458333333333333,514,563.4929999999999,Apex Merchants,0.5,Leverage
Birds Mobile Vintage,0.22972972972972974,0.0,0.2702702702702703,0.16216216216216217,161,563.1686,Prime Supply Partners,0.6621621621621622,Leverage
Hook Hanger Magic Toadstool,0.33636363636363636,0.0,0.0,0.0,589,562.8409,Global Goods Ltd.,0.33636363636363636,Leverage
Ivory Chandelier T-Light Holder,0.5,0.5,0.0,0.5,380,562.7096,Global Goods Ltd.,1.5,Strategic
Pink Spotty Cup,0.5,0.0,0.0,0.39080459770114945,1002,562.6836000000001,Metro Wholesale,0.8908045977011494,Strategic
Red Retrospot Tissue Box,0.2608695652173913,0.5,0.0,0.0,1037,562.4593,Prime Supply Partners,0.7608695652173914,Leverage
Large Cake Towel Chocolate Spots,0.20270270270270271,0.0,0.14864864864864866,0.2972972972972973,266,562.4467,Reliable Imports,0.6486486486486487,Leverage
Wrap Pink Fairy Cakes,0.2857142857142857,0.0,0.1357142857142857,0.36428571428571427,2396,562.0537999999999,Metro Wholesale,0.7857142857142856,Leverage
Red Paper Parasol,0.0,0.0,0.375,0.375,367,561.0318,Gulf Source Co.,0.75,Leverage
Large Medina Stamped Metal Bowl,0.22058823529411764,0.0,0.11764705882352941,0.3382352941176471,178,560.7314,Apex Merchants,0.6764705882352942,Leverage
Paper Chain Kit Skulls,0.0,0.5,0.2375,0.2375,377,560.4386,Global Goods Ltd.,0.9750000000000001,Strategic
Flower Vine Raffia Food Cover,0.5,0.0,0.0,0.0,243,559.2453,Evergreen Supply,0.5,Leverage
Pantry Cake Cases,0.0,0.0,0.0,0.10365853658536585,1430,558.837,Northstar Trading,0.10365853658536585,Leverage
Large Ivory Heart Wall Organiser,0.0,0.0,0.0,0.16666666666666666,118,558.0902,Evergreen Supply,0.16666666666666666,Leverage
Watering Can Garden Marker,0.19230769230769232,0.0,0.0,0.5,719,557.506,Reliable Imports,0.6923076923076923,Leverage
Magnets Childhood Memory,0.3125,0.0,0.0,0.3645833333333333,820,556.1504,Apex Merchants,0.6770833333333333,Leverage
Buddha Incense Holder,0.0,0.5,0.0,0.32608695652173914,1303,555.8035,Evergreen Supply,0.8260869565217391,Strategic
Cake Tins Sketchbook,0.1702127659574468,0.0,0.3617021276595745,0.19148936170212766,184,555.2962,Reliable Imports,0.7234042553191489,Leverage
Watering Can Green Dinosaur,0.5,0.0,0.09836065573770492,0.28688524590163933,643,555.252,Global Goods Ltd.,0.8852459016393442,Strategic
White Bell Honeycomb Paper,0.109375,0.0,0.0,0.171875,658,555.1888,Evergreen Supply,0.28125,Leverage
Gold Cherry Lights,0.5,0.5,0.5,0.5,134,553.9122,Northstar Trading,2.0,Strategic
Brown Check Cat Doorstop,0.3879310344827586,0.0,0.0,0.31896551724137934,208,553.664,Prime Supply Partners,0.7068965517241379,Leverage
Diamante Heart Shaped Wall Mirror,0.0,0.0,0.15151515151515152,0.0,111,552.2846999999999,Summit Procurement,0.15151515151515152,Leverage
Citronella Candle Flowerpot,0.1810344827586207,0.0,0.25,0.25,520,551.88,Global Goods Ltd.,0.6810344827586207,Leverage
Landmark Frame Notting Hill,0.0,0.5,0.21739130434782608,0.0,70,551.5453,Reliable Imports,0.717391304347826,Leverage
Wall Art Stop For Tea,0.2875,0.0,0.15,0.2125,162,551.4516,Northstar Trading,0.65,Leverage
Cast Iron Hook Garden Fork,0.0,0.0,0.0,0.0,333,550.8197,Northstar Trading,0.0,Leverage
Spaceboy Cookie Cutter,0.19827586206896552,0.0,0.15517241379310345,0.0,417,550.4914,Northstar Trading,0.35344827586206895,Leverage
Large Cake Stand Hanging Hearts,0.17142857142857143,0.0,0.17142857142857143,0.17142857142857143,117,550.3571,Reliable Imports,0.5142857142857142,Leverage
Message Cards With Envelopes,0.0,0.0,0.0,0.5,556,550.3344,Northstar Trading,0.5,Leverage
Hanging Medina Lantern Large,0.5,0.5,0.0,0.1956521739130435,293,549.915,Reliable Imports,1.1956521739130435,Strategic
Vintage Doily Travel Sewing Kit,0.0,0.0,0.07258064516129033,0.31451612903225806,476,548.5424,ValueLink Distribution,0.3870967741935484,Leverage
Ivy Heart Wreath,0.22727272727272727,0.0,0.3484848484848485,0.22727272727272727,147,548.4564,Gulf Source Co.,0.8030303030303031,Strategic
Traditional Crayons,0.16145833333333334,0.0,0.0,0.20833333333333334,2219,547.5413,ValueLink Distribution,0.3697916666666667,Leverage
Rose Scent Candle In Jewelled Box,0.3108108108108108,0.0,0.0,0.3108108108108108,184,545.7905000000001,Gulf Source Co.,0.6216216216216216,Leverage
Red Spotty Tablecloth,0.5,0.0,0.0,0.5,93,544.7475,Apex Merchants,1.0,Strategic
Paper Vintage Chick Paper Egg,0.2682926829268293,0.0,0.0,0.0975609756097561,315,544.6125,Northstar Trading,0.36585365853658536,Leverage
Red Spotty Shopping Bag,0.34146341463414637,0.0,0.34146341463414637,0.34146341463414637,328,544.4832,Metro Wholesale,1.024390243902439,Strategic
Napkin Charms Cutlery,0.3111111111111111,0.0,0.0,0.3111111111111111,351,544.3425,Gulf Source Co.,0.6222222222222222,Leverage
Pink Diner Wall Clock,0.2857142857142857,0.5,0.2857142857142857,0.5,106,544.0,Global Goods Ltd.,1.5714285714285714,Strategic
Hearts Tissues,0.3805309734513274,0.0,0.2831858407079646,0.12389380530973451,2992,542.6579,Northstar Trading,0.7876106194690264,Leverage
Ocean Scent Candle In Jewelled Box,0.0,0.5,0.0,0.275,306,540.8532,Metro Wholesale,0.775,Leverage
Dairy Maid Stripe Mug,0.2647058823529412,0.5,0.23529411764705882,0.5,591,540.8274,Reliable Imports,1.5,Strategic
Song Bird Paper Eggs,0.0,0.5,0.0,0.18181818181818182,359,540.783,Apex Merchants,0.6818181818181819,Leverage
Tutti Frutti Small Purse,0.3125,0.0,0.15625,0.5,841,540.5675,ValueLink Distribution,0.96875,Strategic
White Rocking Horse Hand Painted,0.3918918918918919,0.0,0.22972972972972974,0.16216216216216217,783,539.937,Metro Wholesale,0.7837837837837838,Leverage
Silver Christmas Tree Bauble Stand,0.5,0.0,0.328125,0.5,58,538.5072,Global Goods Ltd.,1.328125,Strategic
Grow Your Own Herbs,0.358695652173913,0.0,0.18478260869565216,0.17391304347826086,103,537.9896,Prime Supply Partners,0.717391304347826,Leverage
Ribbon Reel Spots,0.0,0.0,0.0,0.5,547,537.9198,Apex Merchants,0.5,Leverage
Chinese Dragon Paper Lanterns,0.5,0.5,0.0,0.5,2408,537.094,Evergreen Supply,1.5,Strategic
Small Heart Flowers Hook,0.5,0.0,0.3305084745762712,0.3305084745762712,1098,537.0512,Prime Supply Partners,1.1610169491525424,Strategic
Teatime Cake Tin With Handle,0.22916666666666666,0.5,0.0,0.5,82,536.9227999999999,ValueLink Distribution,1.2291666666666665,Strategic
Vintage Kitchen Print Seafood,0.0,0.5,0.30952380952380953,0.0,2043,535.3083,Apex Merchants,0.8095238095238095,Strategic
Set/20 Strawberry Paper Napkins,0.0,0.0,0.12209302325581395,0.23837209302325582,1209,534.9471,Summit Procurement,0.36046511627906974,Leverage
Charlie And Lola Charlotte Bag,0.18055555555555555,0.0,0.0,0.3194444444444444,569,534.9274,Gulf Source Co.,0.5,Leverage
Empire Union Jack Tv Dinner Tray,0.3125,0.0,0.1875,0.1,188,534.6191,Apex Merchants,0.6,Leverage
Red Retrospot Tissues,0.1388888888888889,0.0,0.0,0.0,2825,534.0934,Northstar Trading,0.1388888888888889,Leverage
White Hanging Beads Candle Holder,0.5,0.0,0.3142857142857143,0.18571428571428572,164,533.506,Prime Supply Partners,1.0,Strategic
Biscuit Tin S Christmas,0.5,0.5,0.21,0.5,342,533.2155,Metro Wholesale,1.71,Strategic
Asstd Bubble Gum Ring,0.09848484848484848,0.0,0.0,0.3181818181818182,4710,533.172,Metro Wholesale,0.41666666666666663,Leverage
Folding Umbrella Red/White Polkadot,0.3974358974358974,0.0,0.0,0.3974358974358974,187,532.9879999999999,Northstar Trading,0.7948717948717948,Strategic
Organiser Wood Antique White,0.17592592592592593,0.0,0.0,0.0,102,532.9296,Global Goods Ltd.,0.17592592592592593,Leverage
Heart Decoration Painted Zinc,0.3770491803278688,0.0,0.0,0.22950819672131148,1359,532.6767,Metro Wholesale,0.6065573770491803,Leverage
Paper Lantern Point Snow Star,0.5,0.5,0.08888888888888889,0.5,185,532.3975,Gulf Source Co.,1.5888888888888888,Strategic
Scandinavian Reds Ribbons,0.08962264150943396,0.0,0.2830188679245283,0.0,767,532.158,Apex Merchants,0.37264150943396224,Leverage
Lunch Bag Red Vintage Doily,0.0,0.0,0.203125,0.5,580,531.024,Global Goods Ltd.,0.703125,Leverage
