StockCode,History_Weeks,Positive_Weeks,ADI,CV2,Avg_Weekly_Units,Last_12W_Units,Demand_Class,Category,Subcategory,Supplier,Avg_Price,Avg_Cost,Lead_Time_Days,Lead_Time_SD_Days,Champion_Model,Backtest_MAE,Backtest_RMSE,Backtest_WAPE,Backtest_Bias,ML_Model,ML_MAE,ML_RMSE,ML_WAPE,ML_Bias,Overall_Source,Overall_Model,Overall_MAE,MAE_Improvement_vs_Stat,Hybrid_Forecast_12W_Units,Hybrid_Forecast_12W_Revenue,Hybrid_Forecast_12W_GrossProfit,Description
21580,106,26,4.076923076923077,0.5552911626677243,1.1603773584905661,18.0,Lumpy,Storage & Organization,Boxes & Containers,Prime Supply Partners,2.25,1.5795,17.0,4.8,SeasonalNaive52,1.5,2.6770630673681683,1.0,0.0,HistGBR,1.6623594248446656,3.731286025812884,1.1082396165631103,-0.8103134404411132,Statistical,SeasonalNaive52,1.5,0.0,7.0,15.75,4.6935,Rabbit Cotton Tote Bag
21581,106,33,3.212121212121212,2.3911627744126607,1.5943396226415094,18.0,Lumpy,Storage & Organization,Boxes & Containers,Evergreen Supply,2.1924242424242424,1.4185454545454546,18.0,4.1,MA8,1.6875,2.831187913226531,1.125,-0.75,HistGBR,1.723599648596262,2.868568142871492,1.149066432397508,-0.7485861834788721,Statistical,MA8,1.6875,0.0,18.0,39.46363636363636,13.929818181818181,Skulls Cotton Tote Bag
21584,106,51,2.0784313725490198,9.962540249581954,10.150943396226415,47.0,Lumpy,General Merchandise,General Accessories,ValueLink Distribution,1.646774193548387,1.0983500000000002,25.0,4.6,Naive,3.4166666666666665,4.112987559751022,0.8723404255319149,-0.23404255319148937,Ridge,3.279491246412405,3.625387846479708,0.8373169139776352,0.061611892178869566,ML,Ridge,3.279491246412405,0.0401489034890522,149.3627392529016,245.96670447937507,81.91413982095057,Retrospot Small Tube Matches
21586,106,37,2.864864864864865,4.972274681871235,5.877358490566038,192.0,Lumpy,General Merchandise,General Accessories,Northstar Trading,2.520652173913043,1.499741304347826,21.0,5.8,Naive,16.0,55.42562584220407,1.0,-1.0,HistGBR,16.367913370184564,55.225446443511245,1.0229945856365352,-0.9697122608343774,Statistical,Naive,16.0,0.0,0.0,0.0,0.0,Kings Choice Giant Tube Matches
21587,106,25,4.24,0.7367887782474729,3.2735849056603774,9.0,Lumpy,General Merchandise,General Accessories,Metro Wholesale,2.540816326530612,1.725165306122449,24.0,6.8,Naive,0.75,1.848422751068236,1.0,-1.0,HistGBR,0.9954752733345861,1.742071142843964,1.3273003644461148,-0.5063716818715185,Statistical,Naive,0.75,0.0,0.0,0.0,0.0,Cosy Hour Giant Tube Matches
21588,106,46,2.3043478260869565,3.017299107142857,4.226415094339623,39.0,Lumpy,General Merchandise,General Accessories,Apex Merchants,2.5240384615384617,1.7012019230769229,24.0,5.299999999999999,MA8,2.4166666666666665,3.730504880933232,0.7435897435897436,-0.38461538461538464,Ridge,2.2920684518026095,3.1317755257893136,0.7052518313238798,-0.055365554111465196,ML,Ridge,2.2920684518026095,0.051557882012713274,147.75451751557134,372.93808507536033,121.57781573456752,Retrospot Giant Tube Matches
21589,106,21,5.0476190476190474,3.6198395302539765,4.2075471698113205,0.0,Lumpy,General Merchandise,General Accessories,ValueLink Distribution,2.5,1.46,19.0,3.6,Naive,0.0,0.0,,,HistGBR,0.25098767140728745,0.2742347392104983,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Swallow Giant Tube Matches
21590,106,39,2.717948717948718,2.6061980347694633,5.349056603773585,0.0,Lumpy,Storage & Organization,Boxes & Containers,Global Goods Ltd.,1.2426923076923078,0.7841884615384616,16.0,4.8,Naive,0.0,0.0,,,HistGBR,0.3633599982715903,0.40791318452745445,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Kings Choice Cigar Box Matches
21591,106,41,2.5853658536585367,1.0310306565800813,5.933962264150943,86.0,Lumpy,Storage & Organization,Boxes & Containers,Gulf Source Co.,1.25,0.9025,13.0,3.6,Croston,5.736298827471997,9.353461377411698,0.8004137898798135,-0.500157157883533,Ridge,5.779167934459686,9.04186967052946,0.8063955257385608,-0.4465688561531275,Statistical,Croston,5.736298827471997,0.0,58.4023005401948,73.0028756752435,20.294799437717693,Cosy Hour Cigar Box Matches
21592,106,60,1.7666666666666666,5.321492308999747,10.830188679245284,427.0,Lumpy,Storage & Organization,Boxes & Containers,Evergreen Supply,1.1892207792207792,0.8110493506493507,15.0,3.0,Naive,33.083333333333336,90.70786441465076,0.9297423887587822,-0.8313817330210773,Ridge,33.27766160827021,91.1057308894695,0.9352036049162588,-0.8877562677136865,Statistical,Naive,33.083333333333336,0.0,3816.0,4538.066493506493,1443.1021714285712,Retrospot Cigar Box Matches
21593,106,20,5.3,9.575077419991512,7.537735849056604,0.0,Lumpy,Storage & Organization,Boxes & Containers,Gulf Source Co.,1.2432142857142858,0.8056035714285715,18.0,4.4,Naive,0.0,0.0,,,RandomForest,0.3893431650143024,0.4497573241378225,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Swallow Cigar Box Matches
21609,106,41,2.5853658536585367,3.4199148357219022,3.688679245283019,0.0,Lumpy,Lighting,Decorative Lighting,Evergreen Supply,2.922093023255814,1.992867441860465,24.0,4.6,Naive,0.0,0.0,,,HistGBR,0.4193845235880939,0.43489849397029795,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Lavender Botanical T-Lights
21610,106,24,4.416666666666667,0.22928994082840232,0.9811320754716981,0.0,Intermittent,Lighting,Decorative Lighting,ValueLink Distribution,2.9203703703703705,1.8311148148148149,28.0,7.6,Naive,0.0,0.0,,,HistGBR,0.2425506678256073,0.2648652040805734,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Pear Botanical T-Lights
21611,106,29,3.6551724137931036,2.4309372921116204,1.5943396226415094,0.0,Lumpy,Lighting,Decorative Lighting,Northstar Trading,2.9382352941176473,1.8628411764705883,34.0,6.2,Naive,0.0,0.0,,,HistGBR,0.23991453205937197,0.2625507505509569,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Lily Botanical T-Lights
21612,106,25,4.24,2.2043427114988723,1.9056603773584906,0.0,Lumpy,Lighting,Decorative Lighting,Prime Supply Partners,2.9214285714285717,1.9339857142857144,30.0,9.7,Naive,0.0,0.0,,,HistGBR,0.23903157697423813,0.26118765606137656,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Wildflower Botanical T-Light
21613,105,33,3.1818181818181817,0.9220477487582118,1.5047619047619047,2.0,Lumpy,Lighting,Decorative Lighting,Reliable Imports,2.95,1.7641,25.0,4.7,Naive,0.16666666666666666,0.5773502691896257,1.0,-1.0,HistGBR,0.4054635158022302,0.5512095305681467,2.4327810948133815,0.8407706378040397,Statistical,Naive,0.16666666666666666,0.0,0.0,0.0,0.0,S/12 Vanilla Botanical T-Lights
21614,106,37,2.864864864864865,7.9761630142253,3.849056603773585,0.0,Lumpy,Lighting,Decorative Lighting,Metro Wholesale,2.9192307692307695,1.999723076923077,26.0,4.8,Naive,0.0,0.0,,,HistGBR,0.27970887145953915,0.3060449400572846,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Rose Botanical T-Lights
21615,105,22,4.7727272727272725,0.6364009438801682,1.6285714285714286,90.0,Lumpy,Home Decor,Candles & Holders,Prime Supply Partners,2.1911764705882355,1.3760588235294118,19.0,5.7,MA4,7.0,9.987492177719089,0.9333333333333333,-0.8,Ridge,5.69620062944507,8.430556048474559,0.7594934172593427,-0.5879019996908039,ML,Ridge,5.69620062944507,0.18625705293641848,140.566140710361,308.0052200859381,114.577941871969,Lavender Botanical Dinner Candles
21616,104,24,4.333333333333333,1.2083333333333335,1.3846153846153846,98.0,Lumpy,Home Decor,Candles & Holders,ValueLink Distribution,2.361111111111111,1.4567555555555556,15.0,2.8,SeasonalNaive52,7.833333333333333,11.387127235025815,0.9591836734693877,-0.9387755102040817,Ridge,5.885021507257009,9.209584883074372,0.7206148784396338,-0.6743478703875444,ML,Ridge,5.885021507257009,0.24872065864804138,175.77851138458914,415.03259632472435,158.96627331793866,Pear Botanical Dinner Candles
21617,105,31,3.3870967741935485,1.941779182227329,1.6857142857142857,84.0,Lumpy,Home Decor,Candles & Holders,Reliable Imports,2.9357142857142855,1.9111685714285715,20.0,5.5,SES,6.999999999999999,13.624538836786607,0.9999999999999998,-0.9290627840845213,RandomForest,6.890652922269671,13.688958015518736,0.9843789888956673,-0.9562519823332061,ML,RandomForest,6.890652922269671,0.015621011104332672,41.13362691749968,120.75657616494549,42.14328117135178,Lily Botanical Dinner Candles
21618,106,25,4.24,1.668639053254438,1.8396226415094339,49.0,Lumpy,Home Decor,Candles & Holders,Global Goods Ltd.,2.6982758620689653,1.6513448275862068,19.0,4.4,TSB,4.083333333333333,7.098825079298559,1.0,-0.8767527743292216,RandomForest,4.041545083436413,7.132325019736662,0.9897661428823867,-0.9210313006480916,ML,RandomForest,4.041545083436413,0.010233857117613154,35.28179187218586,95.20000737926011,36.937602863152925,Wildflower Botanical Candles
21619,105,24,4.375,1.470474799123448,1.7619047619047619,126.0,Lumpy,Home Decor,Candles & Holders,Prime Supply Partners,2.1283783783783785,1.215254054054054,17.0,3.8,MA4,10.125,15.561035741021012,0.9642857142857143,-0.9285714285714286,Ridge,8.326518389555723,13.684161624131379,0.7930017513862593,-0.7244304968966535,ML,Ridge,8.326518389555723,0.17762781337721256,184.50911542477434,392.70521188381025,168.47976135392588,Vanilla Botanical Candles
21620,105,28,3.75,0.9618613651259323,1.7047619047619047,92.0,Lumpy,Home Decor,Candles & Holders,Apex Merchants,2.2756410256410255,1.342628205128205,19.0,5.6,SeasonalNaive52,6.5,10.016652800877813,0.8478260869565217,-0.8260869565217391,Ridge,5.352313634671272,8.534005690526204,0.698127865391905,-0.6563910077350065,ML,Ridge,5.352313634671272,0.17656713312749672,180.79088879789774,411.41516361060064,168.68021708034627,Rose Botanical Candles
21621,106,85,1.2470588235294118,4.672342066087043,9.216981132075471,43.0,Erratic,Stationery & Gifts,Cards & Wrap,Reliable Imports,8.481642857142857,5.334952857142857,13.0,3.6,MA8,1.9583333333333333,2.5320857673730828,0.5465116279069767,-0.19767441860465115,HistGBR,2.023966807696362,2.5440929636845606,0.5648279463338685,-0.19457946569627588,Statistical,MA8,1.9583333333333333,0.0,45.0,381.6739285714286,141.60105000000001,Vintage Union Jack Bunting
21622,106,61,1.7377049180327868,0.868181397928994,3.9245283018867925,2.0,Lumpy,Stationery & Gifts,Cards & Wrap,Northstar Trading,4.95,2.9799,13.0,2.9,MA8,0.3333333333333333,0.3818813079129867,2.0,0.5,HistGBR,0.444582352917265,0.4770224444962687,2.66749411750359,1.3353041976115638,Statistical,MA8,0.3333333333333333,0.0,1.5,7.425000000000001,2.9551499999999997,Vintage Union Jack Cushion Cover
21623,91,63,1.4444444444444444,5.0659293306521125,3.89010989010989,96.0,Lumpy,Stationery & Gifts,Cards & Wrap,ValueLink Distribution,9.832875,5.36875,10.0,2.8,TSB,7.675004102636248,23.975344001108535,0.959375512829531,-0.8718734615114062,HistGBR,7.864975148545214,24.11891427658318,0.9831218935681517,-0.949077660553027,Statistical,TSB,7.675004102636248,0.0,56.561734185787884,556.164462032079,252.4986516221303,Vintage Union Jack Memoboard
21624,106,53,2.0,0.728881632653061,1.650943396226415,13.0,Lumpy,Stationery & Gifts,Cards & Wrap,Apex Merchants,5.933606557377049,3.714437704918033,13.0,3.8,MA8,1.125,1.6645820296198484,1.0384615384615385,-0.7692307692307693,HistGBR,1.1023232572322124,1.622810463164559,1.017529160522042,-0.7308751738825591,ML,HistGBR,1.1023232572322124,0.02015710468247789,42.5495856201707,252.47250024952106,94.42471509332086,Vintage Union Jack Doorstop
21625,105,46,2.282608695652174,0.37557849768600926,1.0095238095238095,16.0,Intermittent,Stationery & Gifts,Cards & Wrap,Evergreen Supply,6.92872340425532,4.3305021276595745,12.0,3.2,Croston,1.3333333333333333,1.919178468068344,1.0,-0.26800349002792867,RandomForest,1.2488758800987567,2.064454279948857,0.9366569100740676,-0.6937510340692317,ML,RandomForest,1.2488758800987567,0.0633430899259324,33.11735256952904,229.46097583547092,86.04621007067313,Vintage Union Jack Apron
21626,101,31,3.2580645161290325,0.3358454106280195,3.4158415841584158,12.0,Intermittent,Stationery & Gifts,Cards & Wrap,Gulf Source Co.,1.9500000000000002,1.0725,10.0,3.1,Naive,1.0,3.4641016151377544,1.0,-1.0,RandomForest,1.5483864579868618,3.466674618536114,1.5483864579868618,-0.41917073731249216,Statistical,Naive,1.0,0.0,0.0,0.0,0.0,Vintage Union Jack Pennant
21627,104,23,4.521739130434782,1.4051607062019011,0.4519230769230769,2.0,Lumpy,General Merchandise,General Accessories,Evergreen Supply,14.854347826086956,9.462173913043477,20.0,3.5,Naive,0.16666666666666666,0.408248290463863,1.0,-1.0,HistGBR,0.44415680501602184,0.4692077688451732,2.664940830096131,1.3429887294421001,Statistical,Naive,0.16666666666666666,0.0,0.0,0.0,0.0,Elephant Carnival Pouffe
21628,105,20,5.25,0.5348007138607973,0.3904761904761905,7.0,Lumpy,Stationery & Gifts,Cards & Wrap,Summit Procurement,14.85,8.0041,15.0,2.5,Naive,0.5833333333333334,1.2583057392117916,1.0,-1.0,HistGBR,0.6931677453382599,1.0823689214015455,1.188287563437017,-0.3132223661741417,Statistical,Naive,0.5833333333333334,0.0,12.0,178.2,82.1508,Triangular Pouffe Vintage
21629,106,23,4.608695652173913,0.5305568130375735,0.44339622641509435,13.0,Lumpy,Stationery & Gifts,Cards & Wrap,Summit Procurement,7.906521739130435,4.7281,13.0,3.7,SeasonalNaive52,0.9166666666666666,1.5,0.8461538461538461,-0.8461538461538461,RandomForest,0.9475871459099506,1.2671134470574918,0.8746958269938006,-0.6121492427478356,Statistical,SeasonalNaive52,0.9166666666666666,0.0,6.0,47.43913043478261,19.070530434782604,Square Floor Cushion Vintage Red
21630,100,22,4.545454545454546,0.9563636363636365,0.55,22.0,Lumpy,Textiles,Bags & Fabric,Summit Procurement,8.863043478260868,5.530539130434783,26.0,7.7,Naive,1.8333333333333333,3.851406669430448,1.0,-1.0,RandomForest,1.807085133298487,3.410102280716552,0.985682799980993,-0.5867419358794391,ML,RandomForest,1.807085133298487,0.014317200019007048,34.70603486647167,307.60109597957603,115.65801208832055,Floor Cushion Elephant Carnival
21631,98,21,4.666666666666667,1.3737024221453293,1.0408163265306123,1.0,Lumpy,General Merchandise,General Accessories,ValueLink Distribution,10.75,6.8155,22.0,5.4,Naive,0.08333333333333333,0.28867513459481287,1.0,-1.0,HistGBR,0.28044630825799743,0.3193407099539107,3.365355699095969,2.0184396849041772,Statistical,Naive,0.08333333333333333,0.0,0.0,0.0,0.0,Hippy Chic Decorative Parasol
21632,90,17,5.294117647058823,2.6083795013850417,0.8444444444444444,0.0,Lumpy,Stationery & Gifts,Cards & Wrap,Apex Merchants,11.073809523809524,6.588866666666666,11.0,2.5,Naive,0.0,0.0,,,HistGBR,0.25432284829902707,0.2766205424118658,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Vintage Pink Decorative Parasol
21633,88,19,4.631578947368421,2.820266666666666,0.8522727272727273,6.0,Lumpy,Garden & Outdoor,Garden Accessories,Global Goods Ltd.,11.911904761904761,7.099495238095239,25.0,7.200000000000001,Naive,0.5,1.224744871391589,1.0,-1.0,HistGBR,0.6619437577151038,1.1185544883348528,1.3238875154302077,-0.4576610590348727,Statistical,Naive,0.5,0.0,0.0,0.0,0.0,Sunflower Decorative Parasol
21634,100,20,5.0,0.20655711242617195,5.89,48.0,Intermittent,Stationery & Gifts,Notebooks & Desk,Northstar Trading,0.9134782608695653,0.5005782608695653,13.0,3.1,Naive,4.0,13.856406460551018,1.0,-1.0,RandomForest,4.482890930329664,13.831284661116811,1.120722732582416,-0.8741260763340791,Statistical,Naive,4.0,0.0,0.0,0.0,0.0,Mini Madras Notebook
21635,105,20,5.25,6.085744598765431,2.742857142857143,0.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Summit Procurement,2.9545454545454546,1.6929045454545453,14.0,3.0,Naive,0.0,0.0,,,HistGBR,0.2730148003228475,0.2765054906109369,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Madras Notebook Large
21636,91,23,3.9565217391304346,1.2235626951092615,2.7252747252747254,124.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Metro Wholesale,1.0833333333333333,0.6077,10.0,2.0,SES,7.464611558856749,13.245636667865167,0.7223817637603306,-0.4955809051426279,Ridge,7.697174012072238,13.410262272368213,0.7448878076198939,-0.5858905204257989,Statistical,SES,7.464611558856749,0.0,123.59036216604903,133.88955901321978,58.78369592491178,Madras Notebook Medium
21637,106,21,5.0476190476190474,0.3874286834624057,4.764150943396227,1.0,Intermittent,Stationery & Gifts,Notebooks & Desk,Gulf Source Co.,1.25,0.7325,15.0,2.9,Naive,0.08333333333333333,0.28867513459481287,1.0,-1.0,HistGBR,0.3811946821658237,0.42316605240343413,4.574336185989885,3.3803317650681404,Statistical,Naive,0.08333333333333333,0.0,0.0,0.0,0.0,Sanskrit Mini Notebook
21638,106,30,3.533333333333333,1.2549689228877807,2.2830188679245285,27.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Apex Merchants,2.1,1.2915,12.0,3.3,Naive,2.25,5.515130702591432,1.0,-1.0,RandomForest,2.37675017269253,5.37392642284734,1.0563334100855688,-0.8038888513028962,Statistical,Naive,2.25,0.0,12.0,25.200000000000003,9.702,Tutti Frutti Notebook
21640,106,32,3.3125,0.9431889912889787,4.19811320754717,40.0,Lumpy,Stationery & Gifts,Notebooks & Desk,Evergreen Supply,0.85,0.5185,11.0,3.1,Naive,3.3333333333333335,7.393691004272944,1.0,-0.7,RandomForest,3.298203918212025,7.5885854625245175,0.9894611754636076,-0.8585159780069473,ML,RandomForest,3.298203918212025,0.010538824536392544,47.90191037220717,40.71662381637609,15.879483288386677,Tutti Frutti Fob Notebook
21641,95,21,4.523809523809524,5.047468425206157,10.2,0.0,Lumpy,Accessories,Fashion Accessories,Summit Procurement,0.6552173913043479,0.35312608695652176,20.0,3.7,SeasonalNaive52,4.083333333333333,9.80221063502174,,,Ridge,6.688612741639571,7.367407483346757,,,Statistical,SeasonalNaive52,4.083333333333333,0.0,12.0,7.862608695652174,3.625095652173913,Tutti Frutti Keyring Ball
21642,106,38,2.789473684210526,0.9980631578947368,8.962264150943396,306.0,Lumpy,General Merchandise,General Accessories,Evergreen Supply,0.612,0.39533500000000005,22.0,6.5,MA8,22.5,35.969894819603425,0.8823529411764706,-0.4117647058823529,Ridge,23.485014179732627,41.36204598737347,0.9209809482248088,-0.8752001421309248,Statistical,MA8,22.5,0.0,240.0,146.88,51.99959999999999,Tutti Frutti Pen
21643,105,27,3.888888888888889,0.7831675736535938,4.171428571428572,84.0,Lumpy,Home Decor,Decorative Accessories,Metro Wholesale,1.236896551724138,0.8237758620689656,22.0,5.6,Naive,7.0,21.071307505705477,1.0,-1.0,RandomForest,7.434958258235728,20.883217817934444,1.0621368940336755,-0.9056680956526145,Statistical,Naive,7.0,0.0,0.0,0.0,0.0,Tutti Frutti Mirror
21644,105,29,3.6206896551724137,0.48416137695312494,2.4380952380952383,12.0,Intermittent,Storage & Organization,Boxes & Containers,Gulf Source Co.,1.25,0.8237,18.0,3.6,Naive,1.0,2.48327740429189,1.0,-1.0,RandomForest,1.1697870574056943,2.285695745372026,1.1697870574056943,-0.6572257164672588,Statistical,Naive,1.0,0.0,0.0,0.0,0.0,Tutti Frutti Heart Box
21645,106,27,3.925925925925926,2.1838085327783565,2.9245283018867925,0.0,Lumpy,Storage & Organization,Boxes & Containers,Metro Wholesale,1.65,1.0675,19.0,5.9,Naive,0.0,0.0,,,HistGBR,0.24823253264423892,0.26716793002832095,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Tutti Frutti Round Box
21647,105,25,4.2,0.8129823721195819,2.219047619047619,2.0,Lumpy,Accessories,Fashion Accessories,Metro Wholesale,2.1,1.0038,26.0,4.2,Naive,0.16666666666666666,0.408248290463863,1.0,-1.0,RandomForest,0.3878628139642854,0.4128992743690865,2.3271768837857123,1.4231679783633246,Statistical,Naive,0.16666666666666666,0.0,0.0,0.0,0.0,Tutti Frutti Large Purse
21648,105,30,3.5,1.4704325437838712,8.00952380952381,102.0,Lumpy,Accessories,Fashion Accessories,Global Goods Ltd.,1.2321875,0.677703125,19.0,4.9,Naive,8.5,17.05872210923198,1.0,-1.0,HistGBR,8.807525072293673,16.760571589477728,1.0361794202698438,-0.9240715600243994,Statistical,Naive,8.5,0.0,0.0,0.0,0.0,Tutti Frutti Small Purse
21650,105,27,3.888888888888889,1.6064235102040816,8.333333333333334,286.0,Lumpy,Accessories,Fashion Accessories,Apex Merchants,0.3893333333333333,0.19624666666666665,19.0,3.6,SES,22.333333333333332,32.99713245507591,0.9370629370629371,0.0030240957898933656,HistGBR,22.38425306222425,37.827657556605075,0.9391994291842343,-0.7861015231052785,Statistical,SES,22.333333333333332,0.0,266.4997740139984,103.75724534945003,51.4575530317829,Tutti Frutti Bracelet
21651,105,25,4.2,0.789909863727626,2.914285714285714,0.0,Lumpy,Lighting,Decorative Lighting,Prime Supply Partners,1.6293103448275863,1.011751724137931,34.0,8.4,Naive,0.0,0.0,,,HistGBR,0.2673475712073567,0.2951887274208217,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Hanging Glass Etched Tealight
21652,100,21,4.761904761904762,0.4875825048816162,3.67,0.0,Intermittent,Lighting,Decorative Lighting,ValueLink Distribution,1.902,1.15066,25.0,6.9,Naive,0.0,0.0,,,HistGBR,0.26555060902496036,0.2896303114710195,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Glass Etched T-Light Holder Medium
21653,97,27,3.5925925925925926,0.9907226562499998,2.6391752577319587,0.0,Lumpy,Lighting,Decorative Lighting,Evergreen Supply,2.091379310344828,1.3447586206896553,31.0,5.9,Naive,0.0,0.0,,,HistGBR,0.26404760857014176,0.2910049573084958,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Glass Etched T-Light Holder Large
21654,98,23,4.260869565217392,0.9047407407407408,4.591836734693878,0.0,Lumpy,Kitchen & Dining,Tableware,Apex Merchants,0.8233333333333333,0.5714166666666667,19.0,4.7,SeasonalNaive52,1.0,2.449489742783178,,,HistGBR,0.8823669053231761,0.903839282717947,,,ML,HistGBR,0.8823669053231761,0.11763309467682392,23.514537310390736,19.360302385555038,5.9237038574425975,Ridged Glass Finger Bowl
21655,106,20,5.3,1.605704000318978,3.952830188679245,0.0,Lumpy,Lighting,Decorative Lighting,Gulf Source Co.,1.642,1.10508,28.0,7.3,Naive,0.0,0.0,,,HistGBR,0.26647298783106266,0.2906410417245822,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Hanging Ridge Glass T-Light Holder
21656,104,26,4.0,0.7713897691263017,1.8076923076923077,0.0,Lumpy,Kitchen & Dining,Tableware,ValueLink Distribution,1.4425925925925924,0.8929148148148148,19.0,3.1,Naive,0.0,0.0,,,HistGBR,0.2637137400487591,0.28980855260376176,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Ridged Glass Posy Vase
21657,105,28,3.75,0.9493338337399136,0.6952380952380952,0.0,Lumpy,Kitchen & Dining,Tableware,Reliable Imports,6.914285714285714,4.314514285714286,20.0,4.5,Naive,0.0,0.0,,,HistGBR,0.24437478476216537,0.26637492695065446,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Milk Bottle With Glass Stopper
21658,105,54,1.9444444444444444,1.0180571428571428,3.3333333333333335,0.0,Lumpy,Kitchen & Dining,Tableware,Gulf Source Co.,3.8949180327868853,2.594011475409836,17.0,5.2,Naive,0.0,0.0,,,RandomForest,0.4010633002484378,0.42475309891097635,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Glass Beurre Dish
21659,104,22,4.7272727272727275,1.5096296296296305,0.4326923076923077,0.0,Lumpy,Kitchen & Dining,Tableware,Metro Wholesale,14.858333333333333,10.281966666666667,26.0,7.7,Naive,0.0,0.0,,,HistGBR,0.24496835304032172,0.26736382034498224,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Glass Cake Stand
21661,100,23,4.3478260869565215,0.9099704380542867,0.61,0.0,Lumpy,Stationery & Gifts,Cards & Wrap,Northstar Trading,5.930769230769231,3.3449538461538464,13.0,2.2,Naive,0.0,0.0,,,HistGBR,0.2402419174623481,0.2622042146116579,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Vintage Glass Tea Caddy
21662,100,25,4.0,0.24,0.5,0.0,Intermittent,Stationery & Gifts,Cards & Wrap,Evergreen Supply,5.950000000000001,3.3439,13.0,3.8,Naive,0.0,0.0,,,HistGBR,0.285912799901719,0.3014156871476383,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Vintage Glass Coffee Caddy
21664,105,22,4.7727272727272725,0.437093047679059,0.6571428571428571,3.0,Intermittent,Storage & Organization,Boxes & Containers,Gulf Source Co.,3.75,2.595,15.0,3.9,Naive,0.25,0.8660254037844386,1.0,-1.0,HistGBR,0.4333481231563298,0.7910289953472347,1.7333924926253192,-0.0037592972071672135,Statistical,Naive,0.25,0.0,0.0,0.0,0.0,Ridged Glass Storage Jar Cream Lid
21665,105,15,7.0,1.4083986142754596,3.4095238095238094,0.0,Lumpy,Kitchen & Dining,Tableware,Metro Wholesale,0.640909090909091,0.3966818181818182,20.0,6.4,Naive,0.0,0.0,,,HistGBR,0.29185700969499645,0.3162189935445697,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Triangular Ridged Glass Posy Holder
21666,105,24,4.375,1.1629392185879124,4.295238095238095,51.0,Lumpy,Lighting,Decorative Lighting,Gulf Source Co.,0.6460000000000001,0.38173999999999997,28.0,6.2,Naive,4.25,6.98212002188447,1.0,-1.0,HistGBR,4.364873714248537,6.766065399737549,1.02702910923495,-0.9064688338842112,Statistical,Naive,4.25,0.0,144.0,93.02400000000002,38.05344000000002,Ridged Glass T-Light Holder
21667,104,29,3.586206896551724,1.0390624999999993,0.7692307692307693,0.0,Lumpy,Kitchen & Dining,Tableware,Metro Wholesale,16.59705882352941,11.369035294117646,23.0,6.8,Naive,0.0,0.0,,,HistGBR,0.2519425822619262,0.27889493821338585,,,Statistical,Naive,0.0,0.0,0.0,0.0,0.0,Glass Cake Cover And Plate
21668,106,81,1.308641975308642,2.28349531961545,17.433962264150942,107.0,Erratic,General Merchandise,General Accessories,Gulf Source Co.,1.2718749999999999,0.827946875,16.0,4.7,Naive,7.75,8.8928810479694,0.8691588785046729,0.34579439252336447,Ridge,7.107003928346759,8.069179228889906,0.797047169534216,0.012866538687372005,ML,Ridge,7.107003928346759,0.08296723505203107,161.60448437497297,205.54070356441875,71.74077574017355,Red Stripe Ceramic Drawer Knob
21669,106,80,1.325,1.2535928748812983,11.339622641509434,142.0,Erratic,General Merchandise,General Accessories,Apex Merchants,1.3006,0.857063,17.0,4.5,TSB,6.205118968811145,8.756343138176128,0.5243762508854488,-0.03791748505071281,HistGBR,6.63737593620862,9.1757991569989,0.5609050086936862,-0.1953706377094812,Statistical,TSB,6.205118968811145,0.0,129.9584287720322,169.02393246090506,57.64137162226084,Blue Stripe Ceramic Drawer Knob
21670,105,78,1.3461538461538463,2.336592841528779,11.82857142857143,126.0,Lumpy,General Merchandise,General Accessories,Apex Merchants,1.2744565217391304,0.8615326086956522,23.0,6.5,TSB,6.389209232270461,7.980960264376065,0.6084961173590915,-0.0635835901725127,HistGBR,7.063266115005029,8.470785939212421,0.6726920109528599,-0.2387818292127776,Statistical,TSB,6.389209232270461,0.0,114.0162368948913,145.30873669484788,47.08003068913071,Blue Spot Ceramic Drawer Knob
