Country,iso_year,iso_week,week_start,n_invoices,ATV,UPT,ASP,website_visitors,conversion_rate,footfall_aligned
Cyprus,2009,51,2009-12-14,2,347.465,115.5,3.008354978354978,,,True
Cyprus,2010,7,2010-02-15,1,215.95,73.0,2.958219178082192,,,True
Cyprus,2010,8,2010-02-22,1,12.7,2.0,6.35,,,True
Cyprus,2010,10,2010-03-08,1,37.980000000000004,18.0,2.1100000000000003,,,True
Cyprus,2010,11,2010-03-21,1,165.79999999999998,44.0,3.7681818181818176,,,True
Cyprus,2010,12,2010-03-23,2,108.0,44.0,2.4545454545454546,,,True
Cyprus,2010,16,2010-04-21,1,167.85,51.0,3.291176470588235,,,True
Cyprus,2010,19,2010-05-11,1,206.89999999999998,22.0,9.404545454545454,,,True
Cyprus,2010,25,2010-06-22,1,37.1,8.0,4.6375,,,True
Cyprus,2010,35,2010-09-01,2,47.345,24.5,1.9324489795918367,,,True
Cyprus,2010,38,2010-09-20,1,100.38,114.0,0.8805263157894736,,,True
Cyprus,2010,40,2010-10-10,1,116.8,44.0,2.6545454545454543,,,True
Cyprus,2010,50,2010-12-14,1,329.81,195.0,1.6913333333333334,,,True
Cyprus,2011,2,2011-01-12,1,175.45,28.0,6.266071428571428,,,True
Cyprus,2011,6,2011-02-07,2,155.575,32.0,4.86171875,,,True
Cyprus,2011,7,2011-02-16,1,663.9,694.0,0.9566282420749279,,,True
Cyprus,2011,8,2011-02-21,1,44.6,16.0,2.7875,,,True
Cyprus,2011,10,2011-03-10,1,88.5,54.0,1.6388888888888888,,,True
Cyprus,2011,22,2011-06-03,1,230.12,76.0,3.0278947368421054,,,True
Cyprus,2011,40,2011-10-07,1,74.1,30.0,2.4699999999999998,,,True
Cyprus,2011,41,2011-10-13,1,983.3000000000001,110.0,8.93909090909091,,,True
Cyprus,2011,42,2011-10-19,1,96.5,26.0,3.7115384615384617,,,True
Cyprus,2011,46,2011-11-18,1,90.17,99.0,0.9108080808080808,,,True
Czech Republic,2011,9,2011-02-28,1,91.56,84.0,1.09,,,True
Czech Republic,2011,40,2011-10-07,1,33.6,48.0,0.7000000000000001,,,True
Denmark,2009,51,2009-12-15,1,81.0,12.0,6.75,,,True
Denmark,2010,2,2010-01-11,1,269.7,114.0,2.3657894736842104,,,True
Denmark,2010,3,2010-01-21,1,528.0,5280.0,0.1,,,True
Denmark,2010,7,2010-02-15,1,2370.0,12488.0,0.18978219090326715,,,True
Denmark,2010,10,2010-03-12,1,110.88,72.0,1.54,,,True
Denmark,2010,11,2010-03-17,1,2570.4,25704.0,0.1,,,True
Denmark,2010,23,2010-06-11,1,142.56,48.0,2.97,,,True
Denmark,2010,24,2010-06-17,2,129.51,131.0,0.9886259541984732,,,True
Denmark,2010,32,2010-08-09,1,42.6,44.0,0.9681818181818183,,,True
Denmark,2010,33,2010-08-19,1,511.18,357.0,1.43187675070028,,,True
Denmark,2010,35,2010-08-31,1,19.799999999999997,12.0,1.6499999999999997,,,True
Denmark,2010,38,2010-09-24,1,109.85,79.0,1.390506329113924,,,True
Denmark,2010,39,2010-09-27,1,56.519999999999996,108.0,0.5233333333333333,,,True
Denmark,2010,41,2010-10-11,1,67.6,32.0,2.1125,,,True
Denmark,2010,44,2010-11-02,2,159.72,120.0,1.331,,,True
Denmark,2010,45,2010-11-08,1,510.79999999999995,176.0,2.902272727272727,,,True
Denmark,2010,49,2010-12-09,1,369.0,132.0,2.7954545454545454,,,True
Denmark,2011,7,2011-02-16,1,47.7,6.0,7.95,,,True
Denmark,2011,11,2011-03-17,1,39.0,20.0,1.95,,,True
Denmark,2011,19,2011-05-11,1,98.1,111.0,0.8837837837837837,,,True
Denmark,2011,23,2011-06-09,1,303.75,107.0,2.838785046728972,,,True
Denmark,2011,25,2011-06-20,2,77.62,50.0,1.5524,,,True
Denmark,2011,30,2011-07-25,1,211.64000000000001,140.0,1.5117142857142858,,,True
Denmark,2011,32,2011-08-10,1,21.0,50.0,0.42,,,True
Denmark,2011,38,2011-09-21,1,1074.3000000000002,172.0,6.24593023255814,,,True
Denmark,2011,39,2011-09-26,2,49.26,38.0,1.296315789473684,,,True
Denmark,2011,40,2011-10-07,1,132.8,32.0,4.15,,,True
Denmark,2011,41,2011-10-11,1,59.7,30.0,1.99,,,True
Denmark,2011,42,2011-10-21,1,166.0,40.0,4.15,,,True
Denmark,2011,46,2011-11-17,1,383.33000000000004,175.0,2.190457142857143,,,True
Denmark,2011,48,2011-11-30,1,183.72,156.0,1.1776923076923076,,,True
EIRE,2009,49,2009-12-01,2,26.065,9.5,2.743684210526316,,,True
EIRE,2009,50,2009-12-07,4,142.4,52.5,2.7123809523809523,,,True
EIRE,2009,51,2009-12-15,6,169.89833333333334,63.833333333333336,2.661592689295039,,,True
EIRE,2009,52,2009-12-21,1,1528.2,636.0,2.4028301886792454,,,True
EIRE,2010,1,2010-01-07,3,3815.773333333333,1632.0,2.338096405228758,,,True
EIRE,2010,2,2010-01-11,1,1642.5,150.0,10.95,,,True
EIRE,2010,3,2010-01-19,6,172.79666666666665,83.5,2.0694211576846304,,,True
EIRE,2010,4,2010-01-25,3,176.89,93.0,1.902043010752688,,,True
EIRE,2010,5,2010-02-02,3,376.5733333333333,239.66666666666666,1.5712378303198888,,,True
EIRE,2010,6,2010-02-08,2,46.5,71.0,0.6549295774647887,,,True
EIRE,2010,7,2010-02-16,5,151.282,73.4,2.0610626702997275,,,True
EIRE,2010,8,2010-02-24,3,232.60999999999999,129.0,1.8031782945736432,,,True
EIRE,2010,9,2010-03-03,7,227.22142857142856,211.57142857142858,1.0739702903443618,,,True
EIRE,2010,10,2010-03-10,2,97.85500000000002,56.0,1.7474107142857147,,,True
EIRE,2010,11,2010-03-15,5,162.206,76.2,2.1286876640419945,,,True
EIRE,2010,12,2010-03-22,6,150.49,65.66666666666667,2.2917258883248732,,,True
EIRE,2010,13,2010-03-30,1,304.31,111.0,2.7415315315315314,,,True
EIRE,2010,14,2010-04-07,1,14.98,2.0,7.49,,,True
EIRE,2010,15,2010-04-13,3,515.14,493.3333333333333,1.0442027027027028,,,True
EIRE,2010,16,2010-04-19,7,127.32428571428572,54.285714285714285,2.345447368421053,,,True
EIRE,2010,17,2010-04-26,4,200.295,103.5,1.9352173913043478,,,True
EIRE,2010,18,2010-05-04,7,289.3328571428571,160.0,1.8083303571428568,,,True
EIRE,2010,19,2010-05-10,3,319.3866666666667,263.3333333333333,1.2128607594936711,,,True
EIRE,2010,20,2010-05-17,4,115.125,32.0,3.59765625,,,True
EIRE,2010,21,2010-05-24,2,240.315,110.5,2.174796380090498,,,True
EIRE,2010,22,2010-06-03,3,181.0,48.0,3.7708333333333335,,,True
EIRE,2010,23,2010-06-11,2,184.65,85.0,2.1723529411764706,,,True
EIRE,2010,24,2010-06-14,7,327.8385714285714,295.85714285714283,1.1080975374215356,,,True
EIRE,2010,25,2010-06-22,6,104.35833333333333,40.833333333333336,2.5557142857142856,,,True
EIRE,2010,26,2010-06-29,4,104.4425,70.25,1.4867259786476867,,,True
EIRE,2010,27,2010-07-05,7,497.28999999999996,201.42857142857142,2.4688156028368793,,,True
EIRE,2010,28,2010-07-12,8,185.3775,74.0,2.5051013513513514,,,True
EIRE,2010,29,2010-07-20,1,106.8,32.0,3.3375,,,True
EIRE,2010,30,2010-07-26,3,25.959999999999997,20.0,1.2979999999999998,,,True
EIRE,2010,31,2010-08-03,2,193.99,127.0,1.52748031496063,,,True
EIRE,2010,32,2010-08-09,2,90.75,59.0,1.5381355932203389,,,True
EIRE,2010,33,2010-08-18,7,252.37000000000003,204.42857142857142,1.2345143256464013,,,True
EIRE,2010,34,2010-08-23,4,86.05250000000001,60.75,1.4165020576131688,,,True
EIRE,2010,35,2010-08-31,4,114.4575,58.25,1.9649356223175964,,,True
EIRE,2010,36,2010-09-06,4,186.125,186.0,1.0006720430107527,,,True
EIRE,2010,37,2010-09-13,4,326.77250000000004,235.25,1.3890435706695008,,,True
EIRE,2010,38,2010-09-20,7,96.45285714285714,58.714285714285715,1.6427493917274938,,,True
EIRE,2010,39,2010-09-27,13,285.1930769230769,182.76923076923077,1.5603998316498313,,,True
EIRE,2010,40,2010-10-04,5,127.41600000000001,68.8,1.8519767441860469,,,True
EIRE,2010,41,2010-10-11,6,176.755,127.83333333333333,1.3826988265971316,,,True
EIRE,2010,42,2010-10-18,9,99.36222222222221,31.11111111111111,3.1937857142857142,,,True
EIRE,2010,43,2010-10-25,8,271.29875000000004,109.0,2.4889793577981654,,,True
EIRE,2010,44,2010-11-01,9,104.76555555555555,52.333333333333336,2.001889596602972,,,True
EIRE,2010,45,2010-11-08,6,156.53333333333333,76.66666666666667,2.0417391304347823,,,True
EIRE,2010,46,2010-11-15,12,181.27,102.16666666666667,1.774257748776509,,,True
EIRE,2010,47,2010-11-23,4,80.54,55.5,1.4511711711711712,,,True
EIRE,2010,48,2010-12-01,3,243.32000000000002,560.6666666666666,0.4339833531510108,,,True
EIRE,2010,49,2010-12-06,4,110.45,61.5,1.7959349593495935,,,True
EIRE,2010,50,2010-12-16,3,71.45,33.0,2.165151515151515,,,True
EIRE,2010,51,2010-12-21,2,119.42500000000001,39.5,3.0234177215189875,,,True
EIRE,2011,1,2011-01-09,1,77.6,36.0,2.1555555555555554,,,True
EIRE,2011,2,2011-01-14,1,1870.8000000000002,840.0,2.2271428571428573,,,True
EIRE,2011,3,2011-01-18,2,392.44,244.0,1.6083606557377048,,,True
EIRE,2011,4,2011-01-24,3,69.88666666666667,44.0,1.5883333333333334,,,True
EIRE,2011,5,2011-02-01,3,111.77666666666666,56.333333333333336,1.9842011834319524,,,True
EIRE,2011,7,2011-02-14,5,304.808,129.2,2.3591950464396287,,,True
EIRE,2011,8,2011-02-23,1,75.60000000000001,36.0,2.1,,,True
EIRE,2011,9,2011-03-01,3,295.96999999999997,148.33333333333334,1.9953033707865164,,,True
EIRE,2011,10,2011-03-10,2,310.09,127.0,2.4416535433070865,,,True
EIRE,2011,11,2011-03-14,9,210.5,71.55555555555556,2.9417701863354035,,,True
EIRE,2011,12,2011-03-24,2,127.425,70.5,1.8074468085106383,,,True
EIRE,2011,13,2011-03-28,3,213.78666666666666,168.33333333333334,1.2700198019801978,,,True
EIRE,2011,14,2011-04-04,5,90.01000000000002,52.2,1.724329501915709,,,True
EIRE,2011,15,2011-04-11,3,69.39333333333333,43.333333333333336,1.6013846153846152,,,True
EIRE,2011,16,2011-04-19,1,81.7,56.0,1.4589285714285716,,,True
EIRE,2011,18,2011-05-03,5,248.95800000000003,80.8,3.081163366336634,,,True
EIRE,2011,19,2011-05-15,1,49.980000000000004,18.0,2.776666666666667,,,True
EIRE,2011,20,2011-05-16,8,150.9725,66.75,2.261760299625468,,,True
EIRE,2011,21,2011-05-23,3,34.776666666666664,22.333333333333332,1.5571641791044775,,,True
EIRE,2011,23,2011-06-06,6,207.885,145.5,1.428762886597938,,,True
EIRE,2011,24,2011-06-13,5,197.632,128.4,1.5391900311526479,,,True
EIRE,2011,25,2011-06-22,5,77.476,36.4,2.1284615384615386,,,True
EIRE,2011,26,2011-06-27,7,158.54857142857145,94.0,1.6866869300911855,,,True
EIRE,2011,27,2011-07-05,1,19.9,2.0,9.95,,,True
EIRE,2011,28,2011-07-14,2,74.13,31.0,2.391290322580645,,,True
EIRE,2011,29,2011-07-18,7,626.8557142857143,294.42857142857144,2.129058709364386,,,True
EIRE,2011,30,2011-07-27,7,438.83142857142855,311.14285714285717,1.4103856749311292,,,True
EIRE,2011,31,2011-08-04,2,351.105,291.5,1.2044768439108062,,,True
EIRE,2011,32,2011-08-08,6,148.315,87.5,1.6950285714285713,,,True
EIRE,2011,33,2011-08-15,5,110.766,74.6,1.4847989276139413,,,True
EIRE,2011,34,2011-08-26,2,59.855,33.5,1.7867164179104478,,,True
EIRE,2011,35,2011-09-01,4,145.1725,166.25,0.873218045112782,,,True
EIRE,2011,36,2011-09-05,8,264.38,140.5,1.8817081850533808,,,True
EIRE,2011,37,2011-09-14,3,116.81,60.0,1.9468333333333334,,,True
EIRE,2011,38,2011-09-19,8,190.56625,122.25,1.5588241308793456,,,True
EIRE,2011,39,2011-09-26,8,131.7175,69.25,1.902057761732852,,,True
EIRE,2011,40,2011-10-06,2,105.42999999999999,84.0,1.2551190476190475,,,True
EIRE,2011,41,2011-10-10,8,309.07,134.75,2.293654916512059,,,True
EIRE,2011,42,2011-10-17,13,187.1076923076923,139.46153846153845,1.3416436845008275,,,True
EIRE,2011,43,2011-10-24,2,55.089999999999996,31.0,1.7770967741935482,,,True
EIRE,2011,44,2011-10-31,3,152.97,75.33333333333333,2.030575221238938,,,True
EIRE,2011,45,2011-11-07,10,154.548,137.2,1.1264431486880468,,,True
EIRE,2011,46,2011-11-14,11,145.85181818181817,84.45454545454545,1.7269860064585576,,,True
EIRE,2011,47,2011-11-21,7,101.39142857142858,64.28571428571429,1.5772,,,True
EIRE,2011,48,2011-11-28,8,121.7775,63.5,1.9177559055118112,,,True
EIRE,2011,49,2011-12-05,6,195.72166666666666,131.16666666666666,1.4921601016518424,,,True
European Community,2011,17,2011-04-26,1,13.5,2.0,6.75,,,True
European Community,2011,22,2011-06-05,1,130.85000000000002,53.0,2.4688679245283023,,,True
European Community,2011,29,2011-07-21,1,154.5,54.0,2.861111111111111,,,True
Finland,2010,2,2010-01-15,1,81.3,26.0,3.126923076923077,,,True
Finland,2010,16,2010-04-21,1,75.39999999999999,60.0,1.2566666666666666,,,True
Finland,2010,19,2010-05-11,1,131.0,53.0,2.4716981132075473,,,True
Finland,2010,23,2010-06-13,1,84.54,46.0,1.837826086956522,,,True
Finland,2010,28,2010-07-13,1,180.0,48.0,3.75,,,True
Finland,2010,29,2010-07-19,1,30.299999999999997,18.0,1.6833333333333331,,,True
Finland,2010,36,2010-09-09,1,85.44,48.0,1.78,,,True
Finland,2010,39,2010-09-27,2,54.835,68.5,0.8005109489051095,,,True
Finland,2010,41,2010-10-13,1,84.95,19.0,4.471052631578948,,,True
Finland,2010,44,2010-11-05,1,81.63,53.0,1.540188679245283,,,True
Finland,2010,50,2010-12-16,1,60.480000000000004,144.0,0.42000000000000004,,,True
Finland,2011,3,2011-01-21,1,315.0,84.0,3.75,,,True
Finland,2011,4,2011-01-25,1,41.76,144.0,0.29,,,True
Finland,2011,8,2011-02-24,1,71.16,36.0,1.9766666666666666,,,True
Finland,2011,9,2011-03-01,2,378.90999999999997,229.0,1.6546288209606985,,,True
Finland,2011,11,2011-03-20,1,108.3,18.0,6.016666666666667,,,True
Finland,2011,13,2011-03-30,1,21.599999999999998,72.0,0.3,,,True
Finland,2011,15,2011-04-11,2,54.3,52.0,1.044230769230769,,,True
Finland,2011,16,2011-04-21,1,149.4,36.0,4.15,,,True
Finland,2011,25,2011-06-23,1,104.39999999999999,72.0,1.45,,,True
Finland,2011,27,2011-07-05,1,10.2,12.0,0.85,,,True
Finland,2011,28,2011-07-14,1,182.01000000000002,193.0,0.9430569948186529,,,True
Finland,2011,31,2011-08-04,1,20.8,10.0,2.08,,,True
Finland,2011,32,2011-08-11,1,89.0,85.0,1.0470588235294118,,,True
Finland,2011,34,2011-08-26,1,91.10000000000001,34.0,2.6794117647058826,,,True
Finland,2011,35,2011-09-02,1,61.1,24.0,2.5458333333333334,,,True
Finland,2011,38,2011-09-22,1,17.16,36.0,0.4766666666666667,,,True
Finland,2011,41,2011-10-12,2,66.125,34.5,1.9166666666666667,,,True
Finland,2011,43,2011-10-27,1,106.56,48.0,2.22,,,True
Finland,2011,44,2011-10-31,3,171.91666666666666,39.666666666666664,4.334033613445378,,,True
Finland,2011,46,2011-11-14,3,56.85666666666666,46.333333333333336,1.2271223021582731,,,True
Finland,2011,48,2011-11-30,3,200.62666666666667,66.66666666666667,3.0094,,,True
France,2009,49,2009-12-02,4,101.63250000000001,45.25,2.246022099447514,,,True
France,2009,50,2009-12-07,4,136.8275,83.75,1.6337611940298506,,,True
France,2009,51,2009-12-20,1,116.62,164.0,0.7110975609756098,,,True
France,2009,52,2009-12-21,1,32.85,7.0,4.692857142857143,,,True
France,2010,1,2010-01-07,3,252.04333333333332,229.66666666666666,1.0974310595065313,,,True
France,2010,2,2010-01-13,1,164.5,66.0,2.492424242424242,,,True
France,2010,3,2010-01-19,2,97.10000000000001,46.0,2.1108695652173917,,,True
France,2010,4,2010-01-26,2,101.28999999999999,117.0,0.8657264957264956,,,True
France,2010,5,2010-02-03,2,127.39,87.0,1.4642528735632183,,,True
France,2010,6,2010-02-09,10,109.609,95.8,1.144144050104384,,,True
France,2010,8,2010-02-23,3,108.66000000000001,47.333333333333336,2.2956338028169014,,,True
France,2010,9,2010-03-01,6,88.26666666666667,49.666666666666664,1.7771812080536913,,,True
France,2010,10,2010-03-09,4,40.3375,18.25,2.2102739726027396,,,True
France,2010,11,2010-03-15,2,209.57,124.0,1.6900806451612902,,,True
France,2010,12,2010-03-24,3,59.54,44.666666666666664,1.3329850746268657,,,True
France,2010,13,2010-04-01,1,159.89999999999998,94.0,1.7010638297872338,,,True
France,2010,14,2010-04-07,2,328.6,131.0,2.508396946564886,,,True
France,2010,15,2010-04-14,2,113.87,55.0,2.0703636363636364,,,True
France,2010,16,2010-04-21,2,126.06,90.0,1.4006666666666667,,,True
France,2010,17,2010-04-28,2,114.96,84.0,1.3685714285714285,,,True
France,2010,18,2010-05-06,7,282.55571428571426,160.14285714285714,1.7643978590544156,,,True
France,2010,19,2010-05-10,5,93.672,63.2,1.482151898734177,,,True
France,2010,20,2010-05-21,1,45.900000000000006,18.0,2.5500000000000003,,,True
France,2010,21,2010-05-26,2,95.975,54.5,1.7610091743119265,,,True
France,2010,22,2010-06-01,6,32.61666666666667,24.5,1.3312925170068028,,,True
France,2010,23,2010-06-09,3,75.94666666666667,45.333333333333336,1.6752941176470588,,,True
France,2010,24,2010-06-14,2,188.87,142.0,1.3300704225352113,,,True
France,2010,25,2010-06-22,2,63.7,44.0,1.4477272727272728,,,True
France,2010,26,2010-06-29,6,66.05833333333334,37.833333333333336,1.7460352422907488,,,True
France,2010,27,2010-07-05,2,113.67,75.0,1.5156,,,True
France,2010,28,2010-07-15,2,42.36,44.0,0.9627272727272728,,,True
France,2010,29,2010-07-22,3,70.45333333333333,89.66666666666667,0.785724907063197,,,True
France,2010,30,2010-07-27,4,97.45,57.25,1.7021834061135372,,,True
France,2010,31,2010-08-04,1,46.8,24.0,1.95,,,True
France,2010,32,2010-08-09,3,782.02,5699.333333333333,0.13721253947830156,,,True
France,2010,34,2010-08-23,4,109.80000000000001,74.0,1.483783783783784,,,True
France,2010,35,2010-08-31,7,66.79285714285714,42.42857142857143,1.5742424242424242,,,True
France,2010,36,2010-09-06,7,84.66714285714285,50.142857142857146,1.6885185185185183,,,True
France,2010,37,2010-09-14,1,64.2,30.0,2.14,,,True
France,2010,38,2010-09-22,3,96.36666666666667,68.66666666666667,1.4033980582524272,,,True
France,2010,39,2010-09-30,4,50.985,48.5,1.051237113402062,,,True
France,2010,40,2010-10-04,3,102.13666666666666,99.33333333333333,1.028221476510067,,,True
France,2010,41,2010-10-11,13,59.386153846153846,50.30769230769231,1.1804587155963302,,,True
France,2010,42,2010-10-20,6,49.98499999999999,28.833333333333332,1.7335838150289016,,,True
France,2010,43,2010-10-26,2,23.13,21.0,1.1014285714285714,,,True
France,2010,44,2010-11-02,3,57.14000000000001,51.333333333333336,1.1131168831168832,,,True
France,2010,45,2010-11-09,6,67.425,32.333333333333336,2.085309278350515,,,True
France,2010,46,2010-11-16,14,110.35642857142857,61.0,1.8091217798594847,,,True
France,2010,47,2010-11-22,9,66.96333333333334,47.55555555555556,1.4081074766355142,,,True
France,2010,48,2010-11-29,7,101.64,46.857142857142854,2.169146341463415,,,True
France,2010,49,2010-12-07,7,58.1,37.857142857142854,1.5347169811320756,,,True
France,2010,50,2010-12-15,2,20.645000000000003,14.0,1.4746428571428574,,,True
France,2010,51,2010-12-20,2,88.645,41.5,2.136024096385542,,,True
France,2011,1,2011-01-05,7,77.17142857142858,53.142857142857146,1.4521505376344086,,,True
France,2011,2,2011-01-10,11,136.4181818181818,95.72727272727273,1.425071225071225,,,True
France,2011,3,2011-01-17,3,172.51333333333332,81.66666666666667,2.112408163265306,,,True
France,2011,4,2011-01-24,4,109.465,42.5,2.5756470588235296,,,True
France,2011,5,2011-01-31,6,155.80999999999997,105.0,1.4839047619047616,,,True
France,2011,6,2011-02-08,3,78.66333333333334,58.333333333333336,1.3485142857142858,,,True
France,2011,7,2011-02-15,4,77.83999999999999,60.75,1.2813168724279833,,,True
France,2011,8,2011-02-21,5,49.88,35.2,1.4170454545454545,,,True
France,2011,9,2011-02-28,8,49.018750000000004,30.625,1.6006122448979594,,,True
France,2011,10,2011-03-11,2,92.25,63.0,1.4642857142857142,,,True
France,2011,11,2011-03-14,5,50.03,29.0,1.7251724137931035,,,True
France,2011,12,2011-03-21,7,74.35714285714286,47.57142857142857,1.5630630630630633,,,True
France,2011,13,2011-03-28,5,242.536,139.0,1.744863309352518,,,True
France,2011,14,2011-04-04,2,86.725,56.0,1.5486607142857143,,,True
France,2011,15,2011-04-14,2,80.605,51.5,1.5651456310679612,,,True
France,2011,16,2011-04-21,2,38.425,15.5,2.479032258064516,,,True
France,2011,17,2011-04-26,2,31.845000000000006,21.5,1.4811627906976748,,,True
France,2011,18,2011-05-03,5,63.928,49.8,1.283694779116466,,,True
France,2011,19,2011-05-09,9,105.21777777777778,84.33333333333333,1.2476416337285905,,,True
France,2011,20,2011-05-16,9,111.88777777777779,49.0,2.283424036281179,,,True
France,2011,21,2011-05-23,7,54.09285714285714,63.57142857142857,0.8508988764044944,,,True
France,2011,22,2011-05-31,4,147.95999999999998,94.5,1.5657142857142854,,,True
France,2011,23,2011-06-06,8,58.025,65.75,0.882509505703422,,,True
France,2011,24,2011-06-13,9,99.22222222222223,50.0,1.9844444444444447,,,True
France,2011,25,2011-06-21,4,89.15,70.0,1.2735714285714286,,,True
France,2011,26,2011-06-27,4,20.805,25.5,0.8158823529411765,,,True
France,2011,27,2011-07-04,5,76.876,32.0,2.402375,,,True
France,2011,28,2011-07-11,8,76.21375,46.5,1.6390053763440862,,,True
France,2011,29,2011-07-18,4,78.55250000000001,60.0,1.3092083333333335,,,True
France,2011,30,2011-07-29,1,126.02,110.0,1.1456363636363636,,,True
France,2011,31,2011-08-02,4,100.94500000000001,45.0,2.2432222222222222,,,True
France,2011,32,2011-08-10,2,78.4,50.0,1.568,,,True
France,2011,33,2011-08-15,7,86.5957142857143,54.0,1.6036243386243387,,,True
France,2011,34,2011-08-23,8,98.92375,66.25,1.493188679245283,,,True
France,2011,35,2011-08-31,6,70.90333333333332,40.5,1.750699588477366,,,True
France,2011,36,2011-09-05,10,124.398,61.0,2.039311475409836,,,True
France,2011,37,2011-09-14,4,188.27499999999998,85.0,2.215,,,True
France,2011,38,2011-09-19,14,81.44642857142857,49.57142857142857,1.6430115273775217,,,True
France,2011,39,2011-09-28,8,65.9175,43.0,1.5329651162790698,,,True
France,2011,40,2011-10-03,8,59.901250000000005,36.75,1.629965986394558,,,True
France,2011,41,2011-10-10,7,123.24571428571429,88.28571428571429,1.395987055016181,,,True
France,2011,42,2011-10-19,3,256.19,61.666666666666664,4.154432432432433,,,True
France,2011,43,2011-10-27,6,265.07666666666665,194.33333333333334,1.3640308747855916,,,True
France,2011,44,2011-10-31,10,63.452,50.6,1.25399209486166,,,True
France,2011,45,2011-11-08,15,66.26666666666667,50.06666666666667,1.3235685752330226,,,True
France,2011,46,2011-11-14,15,104.47,50.2,2.0810756972111553,,,True
France,2011,47,2011-11-21,9,104.21777777777777,48.77777777777778,2.1365831435079725,,,True
France,2011,48,2011-11-28,17,80.98176470588236,61.88235294117647,1.3086406844106464,,,True
France,2011,49,2011-12-05,7,115.94714285714285,58.142857142857146,1.994176904176904,,,True
Germany,2009,50,2009-12-07,5,164.48999999999998,35.2,4.673011363636363,,,True
Germany,2009,51,2009-12-14,5,137.892,130.8,1.0542201834862384,,,True
Germany,2009,52,2009-12-21,1,89.0,64.0,1.390625,,,True
Germany,2010,1,2010-01-07,1,56.099999999999994,54.0,1.0388888888888888,,,True
Germany,2010,2,2010-01-11,6,118.96166666666666,60.5,1.9663085399449034,,,True
Germany,2010,3,2010-01-22,3,205.71333333333334,114.66666666666667,1.7940116279069767,,,True
Germany,2010,4,2010-01-26,4,205.22750000000002,126.25,1.6255643564356437,,,True
Germany,2010,5,2010-02-01,6,42.181666666666665,27.0,1.5622839506172839,,,True
Germany,2010,6,2010-02-08,10,64.422,66.7,0.965847076461769,,,True
Germany,2010,7,2010-02-15,2,100.82000000000001,50.0,2.0164,,,True
Germany,2010,8,2010-02-25,3,117.44333333333333,46.333333333333336,2.5347482014388487,,,True
Germany,2010,9,2010-03-02,7,127.95714285714287,64.0,1.9993303571428573,,,True
Germany,2010,10,2010-03-08,3,21.966666666666665,13.333333333333334,1.6474999999999997,,,True
Germany,2010,11,2010-03-15,5,250.48399999999998,93.6,2.676111111111111,,,True
Germany,2010,12,2010-03-22,5,134.372,160.0,0.839825,,,True
Germany,2010,13,2010-04-01,5,62.636,39.6,1.5817171717171716,,,True
Germany,2010,14,2010-04-07,6,206.07333333333335,159.0,1.2960587002096438,,,True
Germany,2010,15,2010-04-12,4,247.14749999999998,140.75,1.7559325044404972,,,True
Germany,2010,16,2010-04-19,7,167.78714285714287,102.14285714285714,1.6426713286713288,,,True
Germany,2010,17,2010-04-26,6,38.333333333333336,25.0,1.5333333333333334,,,True
Germany,2010,18,2010-05-05,3,177.37333333333333,58.333333333333336,3.040685714285714,,,True
Germany,2010,19,2010-05-11,3,70.43333333333334,38.0,1.8535087719298247,,,True
Germany,2010,20,2010-05-18,5,104.84400000000001,58.8,1.783061224489796,,,True
Germany,2010,21,2010-05-24,4,49.03999999999999,42.5,1.1538823529411764,,,True
Germany,2010,22,2010-06-01,3,68.32666666666667,52.666666666666664,1.2973417721518987,,,True
Germany,2010,23,2010-06-07,7,75.36428571428571,70.42857142857143,1.070081135902637,,,True
Germany,2010,24,2010-06-15,4,196.9,123.75,1.5911111111111111,,,True
Germany,2010,25,2010-06-24,1,258.66,249.0,1.0387951807228917,,,True
Germany,2010,26,2010-06-28,11,120.81636363636363,66.9090909090909,1.805679347826087,,,True
Germany,2010,27,2010-07-05,8,102.08624999999999,90.75,1.1249173553719007,,,True
Germany,2010,28,2010-07-12,3,108.96666666666665,75.0,1.4528888888888887,,,True
Germany,2010,29,2010-07-20,5,107.21799999999999,71.8,1.4932869080779942,,,True
Germany,2010,30,2010-07-26,2,103.2,43.5,2.372413793103448,,,True
Germany,2010,31,2010-08-03,5,109.572,43.6,2.5131192660550457,,,True
Germany,2010,32,2010-08-11,2,27.1,9.0,3.011111111111111,,,True
Germany,2010,33,2010-08-16,6,67.66666666666667,51.0,1.3267973856209152,,,True
Germany,2010,34,2010-08-24,5,82.878,49.6,1.6709274193548387,,,True
Germany,2010,35,2010-08-31,4,82.6,41.0,2.0146341463414634,,,True
Germany,2010,36,2010-09-06,7,66.62,42.285714285714285,1.575472972972973,,,True
Germany,2010,37,2010-09-13,8,126.58625,87.625,1.444636233951498,,,True
Germany,2010,38,2010-09-20,2,90.015,66.5,1.353609022556391,,,True
Germany,2010,39,2010-09-27,9,81.69777777777777,47.22222222222222,1.730070588235294,,,True
Germany,2010,40,2010-10-04,7,125.67999999999999,83.14285714285714,1.5116151202749142,,,True
Germany,2010,41,2010-10-12,4,92.1575,92.25,0.9989972899728997,,,True
Germany,2010,42,2010-10-18,7,143.44714285714286,134.71428571428572,1.0648250265111348,,,True
Germany,2010,43,2010-10-25,7,66.23857142857143,45.857142857142854,1.4444548286604364,,,True
Germany,2010,44,2010-11-01,9,266.2344444444445,195.55555555555554,1.3614261363636366,,,True
